2583006991	cohesin.hmm	1.6e-08	2	128	26	164		0.940298507462687
2583006992	CBM40.hmm	9.8e-07	93	173	530	600		0.446927374301676
2583007064	AA7.hmm	4.4e-13	11	157	49	198		0.318777292576419
2583007114	GT2.hmm	1.2e-24	1	121	8	129		0.714285714285714
2583007245	GT9.hmm	2.5e-47	88	224	10	152		0.604444444444444
2583007246	GT9.hmm	4.5e-51	4	220	78	326		0.96
2583007247	GT2.hmm	6.1e-17	8	109	2	94		0.601190476190476
2583007248	GT2.hmm	3.3e-13	2	53	10	61		0.303571428571429
2583007256	GT4.hmm	4.6e-20	12	159	160	306		0.91875
2583007277	GH23.hmm	1e-31	16	122	136	256		0.785185185185185
2583007283	GT2.hmm	2.1e-21	1	115	47	165		0.678571428571429
2583007312	CE11.hmm	1.1e-112	1	270	4	273		0.992619926199262
2583007329	AA6.hmm	2.5e-17	9	138	13	146		0.661538461538462
2583007373	GT5.hmm	1.3e-181	1	471	4	482		0.995762711864407
2583007381	GH109.hmm	4.4e-18	1	126	2	118		0.992063492063492
2583007385	CE4.hmm	7.2e-06	9	108	66	165		0.761538461538461
2583007398	AA12.hmm	4.1e-13	186	399	188	363		0.531172069825436
2583007477	GH13.hmm	1.4e-22	64	288	4	276		0.749163879598662
2583007530	GT5.hmm	8.7e-182	1	471	2	476		0.995762711864407
2583007577	CE1.hmm	5.1e-07	15	127	73	170		0.493392070484582
2583007609	GT4.hmm	8.1e-36	10	156	208	352		0.9125
2583007610	GT4.hmm	8.5e-30	12	158	185	331		0.9125
2583007677	GT19.hmm	3.2e-06	173	282	196	314		0.307909604519774
2583007728	GT28.hmm	4.3e-52	2	157	185	346		0.987261146496815
2583007836	CBM50.hmm	3.4e-07	1	40	82	133		0.975
2583007854	CE14.hmm	1.7e-10	2	124	5	113		0.983870967741935
2583007928	GT2.hmm	1.5e-14	2	123	24	146		0.720238095238095
2583007982	GH15.hmm	6.7e-90	13	359	299	684		0.958448753462604
2583008050	CBM50.hmm	9.7e-07	3	40	35	79		0.925
2583008083	CBM37.hmm	9.4e-05	5	60	655	714		0.887096774193548
2583008120	GT83.hmm	1e-135	7	514	20	518		0.938888888888889
2583008122	CBM50.hmm	1.3e-11	1	39	32	78		0.95
2583008154	CE3.hmm	2.1e-13	3	187	43	208		0.948453608247423
2583008169	cohesin.hmm	7.4e-12	10	111	11	106		0.753731343283582
2583008199	GT35.hmm	6.2e-297	1	674	106	821		0.998516320474777
2583008213	GH57.hmm	1.3e-95	2	315	9	461		0.817232375979112
2583008227	GT2.hmm	2.4e-29	2	168	5	169		0.988095238095238
2583008255	CE4.hmm	1.5e-21	20	127	33	144		0.823076923076923
2583008256	GT2.hmm	1.1e-13	3	137	6	137		0.797619047619048
2583008293	AA7.hmm	4.1e-21	12	206	160	350		0.423580786026201
2583008318	PL8_3.hmm	0.00087	123	204	16	95		0.324
2583008410	AA4.hmm	6.4e-26	15	254	3	233		0.457854406130268
2583008491	GH74.hmm	1.6e-07	46	117	61	125		0.304721030042918
2583008632	GT21.hmm	4.5e-75	1	232	40	271		0.991416309012876
2583008681	AA7.hmm	8.6e-130	2	458	30	458		0.995633187772926
2583008802	GT2.hmm	1.7e-12	1	91	11	98		0.535714285714286
2583008803	GT2.hmm	9.1e-20	2	166	11	177		0.976190476190476
