2582630412	GT94.hmm	2e-14	35	253	123	353		0.770318021201413
2582630414	GH130.hmm	3e-52	65	293	249	472		0.77027027027027
2582630435	CE10.hmm	3.1e-06	113	308	52	231		0.571847507331378
2582630477	CE1.hmm	3.9e-11	42	211	33	194		0.744493392070485
2582630504	GT2.hmm	9.1e-26	1	156	10	167		0.922619047619048
2582630517	CE14.hmm	1.7e-30	1	124	27	143		0.991935483870968
2582630537	GT4.hmm	9.3e-26	9	154	190	324		0.90625
2582630538	GT4.hmm	3.2e-27	9	152	196	339		0.89375
2582630539	GT4.hmm	1e-10	9	159	233	382		0.9375
2582630548	GT27.hmm	5.6e-08	26	249	21	238		0.75593220338983
2582630596	AA7.hmm	3.8e-18	27	182	1	155		0.338427947598253
2582630612	CE1.hmm	7.2e-08	25	143	22	142		0.519823788546256
2582630805	CE14.hmm	9.1e-38	1	124	16	160		0.991935483870968
2582630818	GT2.hmm	1e-22	2	165	41	208		0.970238095238095
2582630823	CE10.hmm	2.5e-21	77	312	331	552		0.689149560117302
2582630831	CE10.hmm	1.9e-37	75	246	77	266		0.501466275659824
2582630845	CE1.hmm	9.1e-06	28	175	9	148		0.647577092511013
2582630863	CE9.hmm	7.8e-95	19	370	23	355		0.941018766756032
2582630927	GT76.hmm	2.2e-19	41	224	57	244		0.44963144963145
2582630934	CBM50.hmm	1.3e-08	3	40	71	114		0.925
2582630973	GH36.hmm	1.2e-184	3	669	10	642		0.968023255813954
2582630976	GH2.hmm	2.8e-193	18	751	64	880		0.974734042553192
2582631005	GT4.hmm	4.2e-42	8	159	213	368		0.94375
2582631038	AA3.hmm	9.6e-29	92	396	6	406		0.491909385113269
2582631107	GH109.hmm	6e-16	1	118	1	113		0.928571428571429
2582631172	CBM50.hmm	6e-08	1	40	86	130		0.975
2582631172	CBM50.hmm	4.6e-06	1	40	165	212		0.975
2582631267	CE10.hmm	1.3e-17	32	309	391	663		0.812316715542522
2582631327	CE3.hmm	3.1e-06	53	188	69	199		0.695876288659794
2582631390	GT2.hmm	4.9e-06	2	110	145	258		0.642857142857143
2582631431	CBM32.hmm	0.0001	50	109	88	149		0.475806451612903
2582631431	CBM40.hmm	0.0005	83	173	302	380		0.502793296089385
2582631431	CBM32.hmm	7.3e-06	47	112	503	577		0.524193548387097
2582631431	CBM32.hmm	0.00098	50	111	652	715		0.491935483870968
2582631431	CBM40.hmm	1.7e-08	55	174	851	971		0.664804469273743
2582631431	CBM37.hmm	0.00027	4	60	1499	1562		0.903225806451613
2582631478	CE1.hmm	6.4e-07	23	143	37	158		0.52863436123348
2582631480	GH84.hmm	9.1e-63	2	276	8	267		0.928813559322034
2582631510	CBM50.hmm	6.3e-11	1	40	65	108		0.975
2582631541	CBM50.hmm	2.3e-09	1	40	44	87		0.975
2582631648	CE14.hmm	2.3e-40	2	124	6	134		0.983870967741935
2582631659	GT2.hmm	2.3e-23	1	165	12	168		0.976190476190476
2582631675	GT2.hmm	3.1e-15	2	121	80	188		0.708333333333333
2582631796	GT4.hmm	2.8e-37	5	156	179	325		0.94375
2582631842	AA6.hmm	4e-08	53	147	55	148		0.482051282051282
2582631854	AA2.hmm	2.5e-15	16	116	81	182		0.392156862745098
2582631854	AA2.hmm	4.6e-17	16	253	452	716		0.929411764705882
2582631990	GH3.hmm	6.4e-68	4	216	37	248		0.981481481481482
2582631999	CE1.hmm	6.7e-06	23	143	19	178		0.52863436123348
2582632030	GH3.hmm	2.8e-42	4	146	37	184		0.657407407407407
2582632111	GT4.hmm	1.2e-29	21	159	251	388		0.8625
2582632177	GT28.hmm	4.4e-39	2	151	194	349		0.949044585987261
2582632196	GT28.hmm	3.3e-39	2	151	194	349		0.949044585987261
2582632229	CBM32.hmm	0.00017	44	105	235	301		0.491935483870968
2582632229	CBM32.hmm	0.00018	49	107	337	397		0.467741935483871
2582632229	CBM32.hmm	7.7e-05	50	111	727	792		0.491935483870968
2582632229	CBM37.hmm	0.00039	5	60	820	882		0.887096774193548
2582632229	CBM37.hmm	0.00019	20	60	1028	1070		0.645161290322581
2582632229	CBM32.hmm	1e-05	51	113	1106	1170		0.5
2582632229	CBM32.hmm	0.00064	50	95	1293	1340		0.362903225806452
2582632238	CBM40.hmm	8.8e-06	64	172	102	206		0.603351955307263
2582632254	GT4.hmm	2.1e-38	6	159	186	345		0.95625
