HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
PL8_2.hmm	249	2583050301_1_1110_+	369	1.5e-71	52	248	2	203	0.787148594378
GH42.hmm	371	2583050352_1_1077_+	358	1.2e-103	2	315	35	358	0.843665768194
PL7.hmm	231	2583050375_1_1056_+	351	3.5e-47	1	229	30	254	0.987012987013
GH2.hmm	752	2583050379_1_2484_+	827	1.8e-93	26	510	23	689	0.643617021277
CE10.hmm	341	2583050380_1_888_+	295	1.1e-40	71	332	38	289	0.765395894428
GT28.hmm	157	2583050418_1_1101_+	366	1.4e-46	1	155	192	350	0.980891719745
GT4.hmm	160	2583050438_1_564_+	187	1.3e-37	9	155	9	154	0.9125
GT2_Glycos_transf_2.hmm	170	2583050439_1_900_+	299	2.5e-23	1	119	4	124	0.694117647059
GH16.hmm	189	2583050440_1_1317_+	438	7.8e-19	3	189	223	436	0.984126984127
GH13.hmm	299	2583050469_1_1674_+	557	1.9e-36	12	199	337	545	0.625418060201
PL8_3.hmm	250	2583050476_1_1305_+	434	3.2e-66	2	249	57	305	0.988
GH9.hmm	418	2583050495_1_2628_+	875	1.2e-49	8	416	122	611	0.976076555024
GH13_8.hmm	274	2583050501_1_2004_+	667	3.6e-115	1	274	218	509	0.996350364964
GT2_Glycos_transf_2.hmm	170	2583050526_1_936_+	311	1.6e-22	1	168	7	171	0.982352941176
GH77.hmm	494	2583050532_1_951_+	316	6.6e-43	310	488	127	310	0.36032388664
GT2_Glycos_transf_2.hmm	170	2583050550_1_1020_+	339	8.3e-30	1	133	9	146	0.776470588235
GH25.hmm	177	2583050562_1_720_+	239	9.6e-48	2	177	51	218	0.988700564972
GH57.hmm	383	2583050564_1_1275_+	424	6.8e-55	2	313	4	319	0.812010443864
GH24.hmm	137	2583050632_1_477_+	158	5.5e-36	2	137	4	151	0.985401459854
GH23.hmm	135	2583050692_1_1266_+	421	2.3e-20	2	119	122	255	0.866666666667
GT2_Glyco_tranf_2_5.hmm	210	2583050708_1_1728_+	575	3e-30	1	181	3	189	0.857142857143
GT2_Glycos_transf_2.hmm	170	2583050708_1_1728_+	575	6.6e-28	1	130	321	448	0.758823529412
GT2_Glycos_transf_2.hmm	170	2583050709_1_930_+	309	2e-26	1	107	11	117	0.623529411765
GH38.hmm	269	2583050716_1_3258_+	1085	1.6e-49	3	255	36	293	0.936802973978
PL8.hmm	259	2583050720_1_2436_+	811	1.4e-33	2	255	420	699	0.976833976834
GH29.hmm	346	2583050721_1_1743_+	580	7.9e-90	9	346	59	467	0.973988439306
GH20.hmm	337	2583050733_1_2016_+	671	8.8e-56	8	334	142	413	0.967359050445
GH42.hmm	371	2583050737_1_2097_+	698	9e-121	2	370	41	420	0.991913746631
GT4.hmm	160	2583050754_1_555_+	184	9.9e-22	14	157	3	149	0.89375
PL17_2.hmm	138	2583050794_1_2196_+	731	1.2e-17	42	137	171	266	0.688405797101
PL17.hmm	139	2583050794_1_2196_+	731	5.8e-49	1	137	382	520	0.978417266187
GT51.hmm	177	2583050808_1_2463_+	820	1.5e-58	1	176	111	297	0.988700564972
GH31.hmm	427	2583050813_1_1962_+	653	8.1e-138	4	396	175	581	0.918032786885
GH77.hmm	494	2583050815_1_2658_+	885	1.2e-150	1	490	233	881	0.98987854251
GH27.hmm	375	2583050851_1_1476_+	491	9.1e-25	93	235	174	313	0.378666666667
GH28.hmm	325	2583050853_1_1284_+	427	6e-39	62	320	154	422	0.793846153846
CE1.hmm	227	2583050868_1_825_+	274	6.8e-54	1	219	30	260	0.960352422907
CE11.hmm	271	2583050878_1_1383_+	460	4.3e-70	1	219	4	223	0.80442804428
GH108.hmm	86	2583050929_1_381_+	126	3.9e-23	3	86	9	104	0.96511627907
CE10.hmm	341	2583050941_1_603_+	200	8.1e-30	121	331	6	194	0.615835777126
CBM26.hmm	75	2583050950_1_1110_+	369	3.5e-19	1	68	182	250	0.893333333333
GT4.hmm	160	2583050989_1_1149_+	382	2.2e-27	19	146	221	345	0.79375
GT2_Glycos_transf_2.hmm	170	2583051006_1_771_+	256	3.6e-29	2	168	6	172	0.976470588235
