HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA6.hmm	195	2595235614_1_594_+	197	7.7e-65	2	194	4	193	0.984615384615
GH3.hmm	216	2595235626_1_1035_+	344	2.1e-54	9	215	51	275	0.953703703704
GT35.hmm	674	2595235761_1_2526_+	841	6.1e-284	3	673	112	827	0.994065281899
GH23.hmm	135	2595235812_1_1416_+	471	3e-19	14	105	297	416	0.674074074074
GT4.hmm	160	2595235913_1_1227_+	408	1.4e-31	4	154	206	356	0.9375
GT83.hmm	540	2595236154_1_1452_+	483	8.4e-94	9	359	18	386	0.648148148148
GH23.hmm	135	2595236214_1_2010_+	669	1.3e-22	17	123	511	636	0.785185185185
CE11.hmm	271	2595236216_1_930_+	309	6.3e-117	1	270	4	275	0.992619926199
GT28.hmm	157	2595236223_1_1074_+	357	1.4e-48	2	157	186	344	0.987261146497
GH23.hmm	135	2595236242_1_1806_+	601	5.3e-23	3	124	153	291	0.896296296296
GT5.hmm	472	2595236256_1_1461_+	486	2.4e-164	1	471	4	482	0.995762711864
CBM48.hmm	76	2595236263_1_2223_+	740	5.7e-18	3	68	133	216	0.855263157895
GH13_9.hmm	291	2595236263_1_2223_+	740	3.4e-140	1	290	285	585	0.993127147766
GH57.hmm	383	2595236265_1_1752_+	583	3.1e-95	2	318	12	488	0.825065274151
GH77.hmm	494	2595236266_1_1500_+	499	2.5e-156	2	482	10	475	0.971659919028
GT41.hmm	705	2595236278_1_2118_+	705	1.1e-131	84	520	145	699	0.618439716312
GH102.hmm	157	2595236340_1_1284_+	427	4.9e-59	1	157	166	322	0.993630573248
GT2_Glycos_transf_2.hmm	170	2595236499_1_954_+	317	8.1e-28	1	167	13	174	0.976470588235
GT104.hmm	379	2595236534_1_1191_+	396	9.3e-98	4	376	6	392	0.981530343008
GT51.hmm	177	2595236573_1_2349_+	782	3.8e-70	2	177	58	232	0.988700564972
GT83.hmm	540	2595236624_1_1647_+	548	3.6e-32	12	490	28	508	0.885185185185
GT30.hmm	177	2595236846_1_1275_+	424	5.6e-69	1	176	33	210	0.988700564972
GT51.hmm	177	2595237031_1_738_+	245	2.4e-60	12	177	74	239	0.932203389831
