HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT39.hmm	223	2582921429_1_1308_+	435	1.1e-59	3	223	14	222	0.986547085202
GH18.hmm	296	2582921518_1_990_+	329	9.4e-36	40	211	77	293	0.577702702703
CE14.hmm	124	2582921529_1_894_+	297	2.1e-44	1	124	6	146	0.991935483871
GT2_Glycos_transf_2.hmm	170	2582921570_1_1005_+	334	5.7e-22	1	146	20	163	0.852941176471
GT4.hmm	160	2582921706_1_1173_+	390	4.9e-38	8	159	201	359	0.94375
CE14.hmm	124	2582921838_1_726_+	241	3.5e-31	1	117	13	120	0.935483870968
GT2_Glycos_transf_2.hmm	170	2582922022_1_438_+	145	1.3e-23	2	131	6	132	0.758823529412
CE4.hmm	130	2582922215_1_690_+	229	2.9e-20	5	123	38	159	0.907692307692
GT51.hmm	177	2582922234_1_1989_+	662	3.8e-62	1	177	57	235	0.994350282486
GH109.hmm	126	2582922301_1_1032_+	343	3.8e-16	1	118	8	116	0.928571428571
