HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT104.hmm	379	2582730746_1_1161_+	386	1.1e-101	4	376	6	382	0.981530343008
GT41.hmm	705	2582730787_1_1932_+	643	5.6e-136	88	521	81	640	0.614184397163
GH102.hmm	157	2582731072_1_1287_+	428	1.3e-55	1	157	169	325	0.993630573248
GT83.hmm	540	2582731139_1_1653_+	550	2.4e-32	9	473	25	490	0.859259259259
GT19.hmm	354	2582731221_1_1134_+	377	1.8e-134	1	353	4	361	0.994350282486
GH57.hmm	383	2582731299_1_1695_+	564	1.4e-92	6	324	1	478	0.830287206266
CBM48.hmm	76	2582731301_1_2283_+	760	6e-18	2	68	152	236	0.868421052632
GH13_9.hmm	291	2582731301_1_2283_+	760	5.7e-139	1	290	305	605	0.993127147766
GT5.hmm	472	2582731309_1_1464_+	487	1.4e-162	1	471	2	480	0.995762711864
GH23.hmm	135	2582731319_1_1662_+	553	2e-24	3	125	115	254	0.903703703704
GT19.hmm	354	2582731367_1_1134_+	377	6.1e-134	1	353	4	361	0.994350282486
GH57.hmm	383	2582731581_1_1695_+	564	7.1e-93	6	324	1	478	0.830287206266
GH77.hmm	494	2582731582_1_1488_+	495	3.7e-149	1	476	19	477	0.961538461538
GT5.hmm	472	2582731688_1_1464_+	487	1.4e-162	1	471	2	480	0.995762711864
CBM48.hmm	76	2582731696_1_2283_+	760	6e-18	2	68	152	236	0.868421052632
GH13_9.hmm	291	2582731696_1_2283_+	760	5.7e-139	1	290	305	605	0.993127147766
GH57.hmm	383	2582731698_1_1695_+	564	1.4e-92	6	324	1	478	0.830287206266
GT83.hmm	540	2582731726_1_1653_+	550	7.5e-33	9	481	25	499	0.874074074074
GT28.hmm	157	2582731745_1_1065_+	354	2.3e-48	2	157	183	341	0.987261146497
CE11.hmm	271	2582731752_1_930_+	309	2.2e-115	1	270	4	275	0.992619926199
GH23.hmm	135	2582731753_1_1980_+	659	3.3e-24	18	123	494	618	0.777777777778
GH3.hmm	216	2582731843_1_1047_+	348	4.3e-55	10	215	58	281	0.949074074074
GT4.hmm	160	2582731869_1_1185_+	394	9.5e-36	7	157	211	361	0.9375
GT30.hmm	177	2582731965_1_1272_+	423	1.5e-68	2	176	34	209	0.983050847458
GT35.hmm	674	2582732062_1_2538_+	845	2.8e-287	2	673	125	842	0.995548961424
AA6.hmm	195	2582732086_1_594_+	197	3.6e-64	2	194	4	193	0.984615384615
GH23.hmm	135	2582732109_1_639_+	212	2e-18	11	120	92	189	0.807407407407
