HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH23.hmm	135	2582883678_1_1020_+	339	9.6e-18	11	122	200	329	0.822222222222
GH3.hmm	216	2582883699_1_990_+	329	3.5e-52	10	216	52	268	0.953703703704
GT2_Glyco_tranf_2_3.hmm	230	2582883740_1_2604_+	867	1.7e-32	4	230	423	650	0.982608695652
GT102.hmm	257	2582883749_1_879_+	292	6.4e-31	58	254	75	265	0.762645914397
GT23.hmm	318	2582883750_1_762_+	253	2.6e-16	140	289	96	241	0.468553459119
GT11.hmm	276	2582883751_1_3753_+	1250	1.3e-25	1	264	1	250	0.952898550725
GT10.hmm	347	2582883751_1_3753_+	1250	1.8e-30	127	301	393	586	0.50144092219
GT2_Glycos_transf_2.hmm	170	2582883752_1_804_+	267	7.4e-21	1	106	9	111	0.617647058824
GT41.hmm	705	2582883753_1_2595_+	864	9.7e-131	82	519	26	608	0.619858156028
GH13_9.hmm	291	2582883756_1_855_+	284	4e-56	161	290	1	137	0.443298969072
GT5.hmm	472	2582883757_1_1434_+	477	6.4e-178	1	472	3	476	0.997881355932
CBM48.hmm	76	2582883778_1_1656_+	551	2.8e-17	2	69	250	335	0.881578947368
GH13_9.hmm	291	2582883778_1_1656_+	551	1.3e-71	1	140	404	547	0.477663230241
CE1.hmm	227	2582883781_1_858_+	285	1.6e-44	3	224	26	279	0.973568281938
GH23.hmm	135	2582883787_1_1908_+	635	1.1e-27	12	121	482	611	0.807407407407
GT4.hmm	160	2582883793_1_1131_+	376	2.5e-35	8	160	197	347	0.95
GT2_Glycos_transf_2.hmm	170	2582883794_1_855_+	284	9.7e-31	1	113	12	127	0.658823529412
GT11.hmm	276	2582883795_1_879_+	292	2.1e-82	2	275	2	291	0.989130434783
GT2_Glycos_transf_2.hmm	170	2582883801_1_918_+	305	2e-19	1	162	5	169	0.947058823529
GT4.hmm	160	2582883809_1_1365_+	454	4.3e-32	11	158	210	359	0.91875
GT2_Glycos_transf_2.hmm	170	2582883810_1_1008_+	335	1.5e-19	2	141	10	147	0.817647058824
GT4.hmm	160	2582883811_1_1215_+	404	2.7e-31	19	160	224	367	0.88125
GT2_Glycos_transf_2.hmm	170	2582883812_1_1062_+	353	7.2e-31	1	112	47	155	0.652941176471
GT2_Glyco_tranf_2_3.hmm	230	2582884067_1_1329_+	442	2.8e-37	1	228	74	296	0.986956521739
CE4.hmm	130	2582884068_1_1941_+	646	6.7e-31	3	125	91	254	0.938461538462
GH153.hmm	349	2582884068_1_1941_+	646	1.6e-145	1	348	296	641	0.994269340974
GT28.hmm	157	2582884158_1_1074_+	357	2.6e-52	2	152	183	342	0.955414012739
GT4.hmm	160	2582884173_1_1014_+	337	2.3e-28	4	159	154	306	0.96875
CE11.hmm	271	2582884197_1_924_+	307	5.7e-116	1	270	4	275	0.992619926199
GH13_11.hmm	346	2582884295_1_2088_+	695	4.1e-139	1	346	176	531	0.99710982659
GH17.hmm	311	2582884301_1_1503_+	500	3.6e-27	86	309	1	173	0.717041800643
GT35.hmm	674	2582884411_1_2511_+	836	1.7e-277	1	673	112	828	0.99703264095
GT2_Glycos_transf_2.hmm	170	2582884434_1_930_+	309	1.1e-18	2	166	5	182	0.964705882353
CE7.hmm	313	2582884451_1_963_+	320	4.8e-54	8	308	19	306	0.958466453674
CE1.hmm	227	2582884452_1_729_+	242	2e-17	67	216	69	238	0.656387665198
GH23.hmm	135	2582884509_1_603_+	200	1.2e-30	13	122	90	199	0.807407407407
GT19.hmm	354	2582884565_1_1170_+	389	2.3e-122	1	348	10	360	0.980225988701
GT1.hmm	382	2582884580_1_1257_+	418	1.8e-42	5	379	9	414	0.979057591623
GH13.hmm	299	2582884610_1_2412_+	803	4.4e-38	13	290	318	658	0.926421404682
GH57.hmm	383	2582884639_1_1629_+	542	2.3e-79	2	302	12	423	0.783289817232
