HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT41.hmm	705	2582978573_1_2208_+	735	3e-137	124	527	213	730	0.571631205674
GT30.hmm	177	2582978604_1_1287_+	428	2.4e-66	2	176	41	218	0.983050847458
CE1.hmm	227	2582978609_1_729_+	242	3.4e-16	77	214	79	236	0.603524229075
CE7.hmm	313	2582978610_1_963_+	320	2.8e-56	15	307	24	304	0.932907348243
GT5.hmm	472	2582978614_1_1434_+	477	1.9e-180	1	471	3	475	0.995762711864
CBM48.hmm	76	2582978615_1_2391_+	796	4.7e-16	2	69	195	280	0.881578947368
GH13_9.hmm	291	2582978615_1_2391_+	796	3.9e-142	1	290	349	649	0.993127147766
GH57.hmm	383	2582978617_1_1683_+	560	2.2e-92	1	319	10	471	0.830287206266
GH77.hmm	494	2582978618_1_1476_+	491	1.9e-162	1	484	14	481	0.977732793522
GH3.hmm	216	2582978764_1_2178_+	725	2.5e-66	2	216	91	320	0.990740740741
CE4.hmm	130	2582978828_1_1938_+	645	3.5e-29	4	125	90	252	0.930769230769
GH153.hmm	349	2582978828_1_1938_+	645	4.2e-142	2	348	295	640	0.991404011461
GT2_Glyco_tranf_2_3.hmm	230	2582978829_1_1329_+	442	9.9e-38	1	228	74	296	0.986956521739
GT9.hmm	225	2582978853_1_966_+	321	3e-55	4	222	59	303	0.968888888889
GT9.hmm	225	2582978854_1_999_+	332	2.4e-44	3	205	75	299	0.897777777778
GH3.hmm	216	2582979033_1_1017_+	338	5.1e-54	11	216	63	278	0.949074074074
GT19.hmm	354	2582979087_1_1152_+	383	1.3e-125	2	353	10	364	0.991525423729
CE11.hmm	271	2582979102_1_924_+	307	6.4e-118	1	270	4	275	0.992619926199
GT28.hmm	157	2582979149_1_1074_+	357	1.3e-50	2	154	183	341	0.968152866242
GH23.hmm	135	2582979174_1_990_+	329	3.9e-22	13	120	192	317	0.792592592593
GT51.hmm	177	2582979240_1_558_+	185	1.8e-54	7	177	13	184	0.960451977401
GH23.hmm	135	2582979364_1_612_+	203	5.1e-30	13	125	88	200	0.82962962963
GH73.hmm	128	2582979512_1_450_+	149	4.4e-37	3	128	14	145	0.9765625
GT51.hmm	177	2582979609_1_2397_+	798	5e-60	10	176	180	350	0.937853107345
GH23.hmm	135	2582979621_1_1263_+	420	1.5e-22	25	128	3	124	0.762962962963
GT2_Glycos_transf_2.hmm	170	2582979681_1_900_+	299	4.3e-16	6	117	3	120	0.652941176471
GT4.hmm	160	2582979688_1_2373_+	790	3.7e-21	11	158	255	412	0.91875
GH13_11.hmm	346	2582979870_1_2115_+	704	3.6e-139	1	346	176	531	0.99710982659
GT2_Glycos_transf_2.hmm	170	2582980023_1_903_+	300	1.6e-31	1	169	25	183	0.988235294118
GT83.hmm	540	2582980237_1_1527_+	508	1.3e-41	10	363	13	355	0.653703703704
AA6.hmm	195	2582980315_1_591_+	196	3.7e-67	1	193	3	190	0.984615384615
GH103.hmm	295	2582980335_1_1059_+	352	2.6e-94	8	294	53	344	0.969491525424
GT2_Glycos_transf_2.hmm	170	2582980379_1_822_+	273	5.1e-19	3	127	19	132	0.729411764706
GT9.hmm	225	2582980388_1_1098_+	365	2.2e-44	4	218	80	339	0.951111111111
GT25.hmm	181	2582980389_1_735_+	244	3e-21	3	179	11	182	0.972375690608
GT2_Glycos_transf_2.hmm	170	2582980391_1_819_+	272	7.4e-24	1	106	5	111	0.617647058824
GH103.hmm	295	2582980477_1_1035_+	344	8.7e-71	5	215	80	296	0.71186440678
GH5_45.hmm	300	2582980486_1_1107_+	368	7.5e-153	2	300	51	349	0.993333333333
GT2_Glyco_tranf_2_3.hmm	230	2582980547_1_2607_+	868	1.8e-32	4	230	423	650	0.982608695652
GH57.hmm	383	2582980598_1_1593_+	530	1.7e-79	2	302	8	419	0.783289817232
GT35.hmm	674	2582980599_1_1002_+	333	9.6e-114	367	673	1	322	0.454005934718
GT2_Glycos_transf_2.hmm	170	2582980600_1_732_+	243	3e-26	1	166	4	168	0.970588235294
