HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT51.hmm	177	2582926140_144_2192_+	682	1.6e-66	5	177	3	174	0.971751412429
GT83.hmm	540	2582926249_1_1566_+	521	7e-43	7	415	22	448	0.755555555556
GH23.hmm	135	2582926770_1_1764_+	587	1.5e-16	15	93	502	587	0.577777777778
GT104.hmm	379	2582926811_1_1134_+	377	2.6e-87	7	375	3	376	0.970976253298
GH109.hmm	126	2582926835_1_1029_+	342	1.4e-16	1	121	8	120	0.952380952381
GH23.hmm	135	2582926906_1_564_+	187	4.7e-30	4	122	57	185	0.874074074074
GT30.hmm	177	2582926929_1_1296_+	431	6e-60	2	176	36	216	0.983050847458
GH23.hmm	135	2582926954_1_633_+	210	5.2e-17	8	98	102	192	0.666666666667
GH3.hmm	216	2582927059_1_1122_+	373	6.5e-53	4	215	52	302	0.976851851852
GH23.hmm	135	2582927173_1_810_+	269	2.8e-18	9	123	123	230	0.844444444444
GH102.hmm	157	2582927251_46_1143_+	365	1.1e-38	1	157	127	265	0.993630573248
GH16.hmm	189	2582927384_1_1053_+	350	3.4e-47	2	189	106	349	0.989417989418
GH81.hmm	622	2582927385_1_2268_+	755	3.2e-121	15	622	54	690	0.975884244373
GH17.hmm	311	2582927387_1_1962_+	653	2.7e-21	17	310	94	387	0.942122186495
GH30_1.hmm	423	2582927388_1_1368_+	455	6.5e-177	4	422	39	451	0.988179669031
GH17.hmm	311	2582927390_1_975_+	324	4.2e-24	87	307	155	323	0.707395498392
GH16.hmm	189	2582927391_1_924_+	307	1.2e-54	2	189	20	283	0.989417989418
GH1.hmm	429	2582927393_1_1374_+	457	2.2e-162	4	425	12	441	0.981351981352
GH109.hmm	126	2582927438_1_957_+	318	1e-15	1	122	5	117	0.960317460317
GT9.hmm	225	2582927542_1_1020_+	339	4.9e-59	2	221	74	323	0.973333333333
GT51.hmm	177	2582927574_1_2313_+	770	5.8e-67	2	176	59	232	0.983050847458
GT9.hmm	225	2582927583_1_1236_+	411	2.5e-38	4	214	115	373	0.933333333333
GT83.hmm	540	2582927585_1_1803_+	600	1.2e-41	10	440	14	465	0.796296296296
CE10.hmm	341	2582927678_1_984_+	327	5.2e-64	28	335	14	320	0.900293255132
GH77.hmm	494	2582927836_1_1359_+	452	6.8e-145	47	487	5	435	0.890688259109
GH23.hmm	135	2582927875_1_1608_+	535	3.6e-24	2	128	141	284	0.933333333333
CE10.hmm	341	2582927987_1_756_+	251	3.4e-23	101	316	20	231	0.630498533724
AA3.hmm	618	2582928111_1_1704_+	567	3e-100	86	400	2	566	0.508090614887
CE7.hmm	313	2582928291_1_969_+	322	6.7e-54	6	308	20	310	0.964856230032
CE1.hmm	227	2582928292_1_729_+	242	6.3e-18	68	214	70	236	0.643171806167
GT51.hmm	177	2582928407_1_717_+	238	3.8e-58	12	175	57	231	0.920903954802
GH28.hmm	325	2582928467_1_2058_+	685	6.4e-50	4	277	126	585	0.84
AA6.hmm	195	2582928494_1_555_+	184	8.9e-47	1	195	3	181	0.994871794872
GH13_23.hmm	344	2582928504_1_1656_+	551	7.8e-154	1	343	34	383	0.994186046512
GH1.hmm	429	2582928505_1_1344_+	447	5.5e-144	6	425	10	446	0.97668997669
AA4.hmm	522	2582928719_1_1425_+	474	6.2e-27	53	260	56	255	0.396551724138
GT5.hmm	472	2582928846_1_1464_+	487	9.5e-161	1	471	2	484	0.995762711864
GT35.hmm	674	2582928847_1_2457_+	818	2.6e-279	1	672	103	810	0.995548961424
CE11.hmm	271	2582928849_1_924_+	307	4.1e-110	1	270	4	279	0.992619926199
GT28.hmm	157	2582928857_1_1068_+	355	7.5e-47	2	154	184	339	0.968152866242
CBM48.hmm	76	2582928875_1_2082_+	693	6.1e-20	2	72	10	102	0.921052631579
GH13_11.hmm	346	2582928875_1_2082_+	693	4.7e-123	1	346	176	533	0.99710982659
CBM48.hmm	76	2582928876_1_2199_+	732	1.4e-21	2	71	128	214	0.907894736842
GH13_9.hmm	291	2582928876_1_2199_+	732	9.6e-139	1	290	277	581	0.993127147766
GH23.hmm	135	2582929100_1_390_+	129	2.7e-18	5	124	8	123	0.881481481481
CE4.hmm	130	2582929189_1_876_+	291	1.2e-30	6	125	80	200	0.915384615385
GH103.hmm	295	2582929190_1_720_+	239	1.6e-62	131	294	1	163	0.552542372881
GH2.hmm	752	2582929193_1_1629_+	542	1.6e-33	255	546	11	401	0.386968085106
AA3_2.hmm	570	2582929254_1_1605_+	534	5.6e-122	4	568	5	532	0.989473684211
GT9.hmm	225	2582929281_1_957_+	318	6.6e-34	2	201	76	297	0.884444444444
GH103.hmm	295	2582929325_1_1110_+	369	2e-87	9	294	57	355	0.966101694915
