HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT41.hmm	705	2582738193_1_1191_+	396	2.1e-96	247	519	1	291	0.385815602837
GH103.hmm	295	2582738245_1_1119_+	372	4.7e-97	8	295	80	367	0.972881355932
GH5_45.hmm	300	2582738291_1_1122_+	373	3.3e-171	2	300	55	353	0.993333333333
CE11.hmm	271	2582738324_1_924_+	307	3.3e-117	1	270	4	275	0.992619926199
GT28.hmm	157	2582738330_1_1059_+	352	1.3e-51	2	150	183	334	0.942675159236
GH3.hmm	216	2582738367_1_1026_+	341	8.5e-52	11	216	64	279	0.949074074074
GT5.hmm	472	2582738418_1_1431_+	476	5.7e-174	1	472	3	475	0.997881355932
CBM48.hmm	76	2582738419_1_2193_+	730	2.4e-19	2	70	129	215	0.894736842105
GH13_9.hmm	291	2582738419_1_2193_+	730	4.5e-140	1	290	283	583	0.993127147766
GH57.hmm	383	2582738421_1_1683_+	560	8.2e-96	1	318	9	469	0.827676240209
GH77.hmm	494	2582738422_1_1485_+	494	3.9e-154	1	484	14	479	0.977732793522
GT19.hmm	354	2582738647_1_1167_+	388	1.2e-125	1	353	15	370	0.994350282486
GH103.hmm	295	2582738735_1_1035_+	344	2.8e-68	9	209	64	285	0.677966101695
GH73.hmm	128	2582738783_1_954_+	317	1.1e-35	3	128	166	305	0.9765625
GT2_Glycos_transf_2.hmm	170	2582738806_1_729_+	242	2.3e-24	1	165	4	167	0.964705882353
GT83.hmm	540	2582738808_1_1590_+	529	6.2e-86	13	455	3	442	0.818518518519
GH30_1.hmm	423	2582738839_1_1368_+	455	8.4e-189	3	423	31	450	0.992907801418
GT30.hmm	177	2582738895_1_1362_+	453	2.3e-64	2	176	65	242	0.983050847458
GT41.hmm	705	2582738965_1_2241_+	746	1.9e-116	82	522	199	745	0.624113475177
GT4.hmm	160	2582739066_1_999_+	332	1.3e-26	8	146	177	302	0.8625
GT9.hmm	225	2582739086_1_855_+	284	1e-36	4	194	27	242	0.844444444444
GH23.hmm	135	2582739234_1_1476_+	491	1.2e-23	3	130	117	262	0.940740740741
AA4.hmm	522	2582739398_1_1437_+	478	1.7e-19	15	257	19	251	0.463601532567
GT9.hmm	225	2582739420_1_897_+	298	9.2e-51	2	202	70	296	0.888888888889
GH3.hmm	216	2582739430_1_2247_+	748	4.1e-65	2	216	113	342	0.990740740741
GT41.hmm	705	2582739446_1_2115_+	704	8.5e-132	101	519	33	599	0.592907801418
GT4.hmm	160	2582739571_1_1647_+	548	6.6e-16	3	136	204	345	0.83125
GT35.hmm	674	2582739572_1_2508_+	835	9.8e-283	1	673	112	826	0.99703264095
GT2_Glyco_tranf_2_3.hmm	230	2582739583_1_2610_+	869	4.8e-35	4	230	426	653	0.982608695652
GT41.hmm	705	2582739699_1_3321_+	1106	1.1e-125	84	518	3	578	0.615602836879
GT41.hmm	705	2582739700_1_1827_+	608	2e-117	120	520	46	606	0.567375886525
CE4.hmm	130	2582739722_1_1929_+	642	4.3e-30	4	125	87	249	0.930769230769
GH153.hmm	349	2582739722_1_1929_+	642	1.3e-143	3	348	293	637	0.988538681948
GT2_Glyco_tranf_2_3.hmm	230	2582739723_1_1314_+	437	2.9e-37	1	228	71	293	0.986956521739
GT83.hmm	540	2582739874_1_1518_+	505	7.4e-44	7	372	10	362	0.675925925926
GT2_Glyco_tranf_2_3.hmm	230	2582739876_1_2277_+	758	3.8e-35	4	230	426	653	0.982608695652
GT2_Glycos_transf_2.hmm	170	2582739985_1_828_+	275	8.2e-19	5	117	11	118	0.658823529412
GT9.hmm	225	2582739986_1_1023_+	340	1.2e-31	23	216	91	317	0.857777777778
GH30_1.hmm	423	2582740021_1_588_+	195	1.3e-75	233	423	1	190	0.449172576832
GH103.hmm	295	2582740030_1_1119_+	372	4.7e-97	8	295	80	367	0.972881355932
GH23.hmm	135	2582740067_1_759_+	252	6.8e-31	14	124	141	251	0.814814814815
GT51.hmm	177	2582740131_1_2403_+	800	1.4e-58	10	176	174	344	0.937853107345
GH3.hmm	216	2582740141_1_1026_+	341	1.3e-52	11	216	64	279	0.949074074074
