HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	2595260591_1_1164_+	387	1.7e-36	6	154	200	355	0.925
CE14.hmm	124	2595260645_1_402_+	133	9.1e-28	1	117	13	120	0.935483870968
GT4.hmm	160	2595260773_1_1170_+	389	2.5e-21	5	150	196	340	0.90625
GT4.hmm	160	2595260774_639_1127_+	162	2.8e-26	36	151	8	117	0.71875
GT2_Glycos_transf_2.hmm	170	2595260808_1_732_+	243	2.5e-29	2	169	6	175	0.982352941176
GH31.hmm	427	2595260907_1_2025_+	674	4.3e-138	1	422	241	665	0.985948477752
GH43_2.hmm	211	2595260908_1_1341_+	446	2.9e-49	2	211	12	273	0.990521327014
GH1.hmm	429	2595260909_1_1395_+	464	7.8e-152	4	426	2	451	0.983682983683
GH25.hmm	177	2595260926_1_1326_+	441	2.5e-33	1	172	45	264	0.966101694915
GT39.hmm	223	2595260947_1_1323_+	440	7.4e-63	4	223	20	238	0.982062780269
GT4.hmm	160	2595260996_1_1194_+	397	9.1e-32	12	154	204	346	0.8875
GH18.hmm	296	2595261009_1_1884_+	627	4.6e-42	54	283	107	397	0.773648648649
CE4.hmm	130	2595261035_1_735_+	244	1.7e-20	7	123	55	174	0.892307692308
AA2.hmm	255	2595261068_1_1680_+	559	2.2e-16	14	115	77	179	0.396078431373
GH32.hmm	293	2595261189_1_921_+	306	2.7e-101	9	293	1	298	0.969283276451
GT4.hmm	160	2595261294_1_1269_+	422	1.9e-37	4	155	219	379	0.94375
CE1.hmm	227	2595261421_1_978_+	325	4.1e-36	8	222	55	280	0.942731277533
GT28.hmm	157	2595261450_1_1143_+	380	2.9e-35	1	144	199	339	0.910828025478
CE14.hmm	124	2595261571_1_963_+	320	3.8e-45	1	124	20	160	0.991935483871
GH13_30.hmm	369	2595261603_1_1104_+	367	4.1e-139	1	337	32	365	0.910569105691
