HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT9.hmm	225	2582903496_1_939_+	312	9.9e-52	2	222	55	297	0.977777777778
AA6.hmm	195	2582903637_1_594_+	197	1.8e-62	2	194	4	193	0.984615384615
GH3.hmm	216	2582903646_1_1020_+	339	5.9e-44	10	215	58	281	0.949074074074
CE1.hmm	227	2582904070_1_843_+	280	1e-16	22	143	16	184	0.533039647577
GT4.hmm	160	2582904135_1_1212_+	403	3.1e-35	8	157	203	352	0.93125
GT4.hmm	160	2582904141_1_759_+	252	1.3e-25	7	135	96	211	0.8
GT41.hmm	705	2582904144_1_1857_+	618	3.7e-118	108	516	90	617	0.578723404255
GT83.hmm	540	2582904165_1_1632_+	543	7.1e-28	6	463	22	477	0.846296296296
GT104.hmm	379	2582904305_1_1101_+	366	2.5e-84	4	374	7	365	0.976253298153
GT9.hmm	225	2582904336_1_690_+	229	5.7e-34	16	194	2	199	0.791111111111
GT28.hmm	157	2582904479_1_1074_+	357	6.7e-46	2	152	185	338	0.955414012739
GT4.hmm	160	2582904502_1_2187_+	728	9.5e-25	3	154	197	337	0.94375
GT4.hmm	160	2582904502_1_2187_+	728	1.9e-29	4	156	549	698	0.95
GT2_Glycos_transf_2.hmm	170	2582904526_1_738_+	245	1.4e-20	1	132	5	125	0.770588235294
