HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT9.hmm	225	2582909042_1_972_+	323	1.5e-35	2	203	78	300	0.893333333333
GT30.hmm	177	2582909043_1_1284_+	427	7.7e-62	3	176	35	212	0.977401129944
GH103.hmm	295	2582909290_1_963_+	320	1e-85	11	294	7	303	0.959322033898
GT2_Glycos_transf_2.hmm	170	2582909388_1_1014_+	337	1.1e-19	1	131	12	139	0.764705882353
GT4.hmm	160	2582909390_1_1230_+	409	2e-40	12	157	230	375	0.90625
GT4.hmm	160	2582909392_1_1080_+	359	1e-17	10	152	191	325	0.8875
GT2_Glyco_tranf_2_3.hmm	230	2582909398_1_1188_+	395	2.2e-20	3	227	45	264	0.973913043478
GT25.hmm	181	2582909399_1_735_+	244	7.6e-17	2	134	13	133	0.729281767956
GT4.hmm	160	2582909400_1_1161_+	386	2.7e-22	10	156	190	337	0.9125
GT2_Glyco_tranf_2_3.hmm	230	2582909402_1_1020_+	339	1.9e-17	4	216	11	245	0.921739130435
GT26.hmm	171	2582909413_1_2787_+	928	4.3e-64	2	171	239	408	0.988304093567
GT51.hmm	177	2582909464_43_792_+	249	2.1e-58	12	175	54	242	0.920903954802
GT2_Glycos_transf_2.hmm	170	2582909514_1_756_+	251	6.3e-17	1	118	4	110	0.688235294118
CE4.hmm	130	2582909516_1_720_+	239	1.9e-35	4	126	57	196	0.938461538462
GT2_Glycos_transf_2.hmm	170	2582909519_1_966_+	321	8.2e-20	3	141	9	149	0.811764705882
GH24.hmm	137	2582909587_1_498_+	165	1.6e-37	2	135	15	155	0.970802919708
CE10.hmm	341	2582909658_1_1065_+	354	2e-54	41	334	62	351	0.859237536657
GH23.hmm	135	2582909825_1_813_+	270	1.8e-18	13	122	127	229	0.807407407407
GT28.hmm	157	2582909957_1_1080_+	359	1.2e-45	2	155	188	344	0.974522292994
CE11.hmm	271	2582909963_1_924_+	307	4.8e-112	1	270	4	279	0.992619926199
GH24.hmm	137	2582910023_1_444_+	147	2.3e-35	6	137	9	143	0.956204379562
GH23.hmm	135	2582910099_1_639_+	212	9.7e-19	5	121	94	198	0.859259259259
GT19.hmm	354	2582910135_1_1194_+	397	4.4e-127	2	351	20	378	0.985875706215
AA4.hmm	522	2582910192_1_1419_+	472	7.9e-25	54	261	55	254	0.396551724138
AA3_2.hmm	570	2582910201_1_1611_+	536	1.4e-115	3	568	4	534	0.991228070175
GT81.hmm	293	2582910412_1_948_+	315	1.1e-20	23	216	4	190	0.658703071672
GH3.hmm	216	2582910440_1_1095_+	364	1.8e-51	3	215	51	293	0.981481481481
AA3_2.hmm	570	2582910479_1_1725_+	574	1.5e-100	3	568	3	567	0.991228070175
AA3_2.hmm	570	2582910497_1_1596_+	531	1.3e-115	4	568	2	530	0.989473684211
GT51.hmm	177	2582910556_1_2394_+	797	2.5e-67	2	177	81	255	0.988700564972
GT9.hmm	225	2582910687_1_1242_+	413	9.6e-42	3	214	114	373	0.937777777778
GT83.hmm	540	2582910689_1_1794_+	597	9.8e-39	6	435	5	469	0.794444444444
AA3_2.hmm	570	2582910801_1_1596_+	531	2.9e-122	5	568	2	528	0.987719298246
AA6.hmm	195	2582910884_1_555_+	184	7.9e-49	1	195	3	181	0.994871794872
GT104.hmm	379	2582910916_1_1074_+	357	4.1e-86	5	374	5	355	0.973614775726
GH23.hmm	135	2582911080_1_1413_+	470	1.6e-24	2	126	124	265	0.918518518519
CE10.hmm	341	2582911095_1_2001_+	666	9.6e-22	66	319	362	651	0.741935483871
GH23.hmm	135	2582911184_1_2004_+	667	6.9e-25	15	124	503	634	0.807407407407
CE10.hmm	341	2582911236_1_972_+	323	4.6e-52	69	337	46	319	0.785923753666
GH23.hmm	135	2582911520_1_927_+	308	1e-28	15	124	180	288	0.807407407407
GT83.hmm	540	2582911553_1_1584_+	527	1e-103	6	366	7	384	0.666666666667
GT2_Glycos_transf_2.hmm	170	2582911555_1_1017_+	338	3.8e-33	1	168	12	174	0.982352941176
GT35.hmm	674	2582911603_1_2475_+	824	2.9e-279	2	674	104	812	0.99703264095
GT5.hmm	472	2582911604_1_1506_+	501	7.4e-167	1	471	2	486	0.995762711864
GH77.hmm	494	2582911606_1_1509_+	502	2.3e-166	1	476	18	483	0.961538461538
GH13_11.hmm	346	2582911607_1_2166_+	721	6.4e-124	1	345	192	550	0.994219653179
CBM48.hmm	76	2582911608_1_1935_+	644	3.6e-21	2	71	39	125	0.907894736842
GH13_9.hmm	291	2582911608_1_1935_+	644	7.7e-134	2	289	191	489	0.986254295533
GT4.hmm	160	2582911767_1_1125_+	374	5.6e-25	6	157	192	341	0.94375
GT9.hmm	225	2582911832_1_969_+	322	4e-53	2	221	53	302	0.973333333333
GT35.hmm	674	2582911835_1_2463_+	820	1.1e-273	3	674	105	812	0.995548961424
GH102.hmm	157	2582912059_1_1170_+	389	8.3e-37	1	157	150	288	0.993630573248
GH18.hmm	296	2582912189_1_1296_+	431	2.8e-44	4	162	118	347	0.533783783784
GT4.hmm	160	2582912318_1_1128_+	375	8.7e-30	12	159	191	335	0.91875
GT4.hmm	160	2582912321_1_1023_+	340	3.4e-21	8	152	166	305	0.9
CE10.hmm	341	2582912451_1_438_+	145	6.2e-26	194	338	8	141	0.422287390029
GH31.hmm	427	2582912458_1_2061_+	686	1.3e-143	1	423	209	678	0.988290398126
