HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH113.hmm	306	2582800582_1_513_+	170	3.8e-54	151	306	2	160	0.506535947712
GT9.hmm	225	2582800606_1_831_+	276	1.1e-39	5	220	15	256	0.955555555556
GT9.hmm	225	2582800643_1_1005_+	334	1.6e-38	7	215	79	316	0.924444444444
GT2_Glycos_transf_2.hmm	170	2582800644_1_771_+	256	9.1e-19	1	101	7	97	0.588235294118
GH23.hmm	135	2582800646_1_1737_+	578	2.2e-24	2	125	128	267	0.911111111111
GT2_Glycos_transf_2.hmm	170	2582800693_1_699_+	232	1.6e-35	1	167	5	170	0.976470588235
GT5.hmm	472	2582800746_1_825_+	274	1.6e-36	1	210	5	224	0.442796610169
GH23.hmm	135	2582800852_1_1449_+	482	8.7e-20	9	124	319	476	0.851851851852
GH73.hmm	128	2582800907_1_912_+	303	2.6e-36	3	128	32	160	0.9765625
CE1.hmm	227	2582800943_1_1899_+	632	3.9e-20	5	220	384	628	0.947136563877
CE1.hmm	227	2582800946_1_666_+	221	2.9e-24	7	142	32	167	0.594713656388
GT4.hmm	160	2582801040_1_1164_+	387	2.2e-22	2	146	200	342	0.9
GT22.hmm	389	2582801072_1_1539_+	512	3.1e-24	1	346	16	388	0.886889460154
GT51.hmm	177	2582801095_1_2334_+	777	9.4e-58	4	176	65	240	0.971751412429
GT2_Glycos_transf_2.hmm	170	2582801117_1_990_+	329	4.2e-24	4	169	2	164	0.970588235294
GT2_Glycos_transf_2.hmm	170	2582801130_1_720_+	239	5.6e-31	1	168	7	176	0.982352941176
CE10.hmm	341	2582801209_79_2178_+	699	2.9e-17	58	323	436	689	0.777126099707
GT83.hmm	540	2582801251_1_1458_+	485	7.1e-58	6	359	30	397	0.653703703704
GH130.hmm	296	2582801280_1_1038_+	345	3.1e-98	7	293	7	337	0.966216216216
GT2_Glyco_tranf_2_3.hmm	230	2582801327_1_1947_+	648	2.6e-28	1	220	3	237	0.952173913043
GT30.hmm	177	2582801442_1_1242_+	413	4.2e-45	9	176	37	207	0.943502824859
CE4.hmm	130	2582801454_1_915_+	304	1.5e-32	5	125	50	255	0.923076923077
GT4.hmm	160	2582801460_1_1158_+	385	1.1e-17	5	150	207	352	0.90625
CE10.hmm	341	2582801465_1_2151_+	716	9.5e-18	69	309	467	694	0.703812316716
GH3.hmm	216	2582801489_1_1128_+	375	6.1e-43	7	216	108	321	0.967592592593
AA4.hmm	522	2582801504_1_1401_+	466	1.2e-26	44	245	31	225	0.385057471264
GT28.hmm	157	2582801534_1_1101_+	366	1.5e-45	1	157	194	354	0.993630573248
GT4.hmm	160	2582801589_1_1173_+	390	2.2e-35	8	159	207	359	0.94375
GH2.hmm	752	2582801634_1_2292_+	763	2.6e-115	24	553	25	745	0.703457446809
GT83.hmm	540	2582801655_1_1371_+	456	1e-15	65	356	44	336	0.538888888889
GT2_Glycos_transf_2.hmm	170	2582801746_1_570_+	189	2.6e-23	2	164	13	184	0.952941176471
CBM50.hmm	40	2582801749_1_1437_+	478	9.2e-17	1	39	435	476	0.95
GT2_Glycos_transf_2.hmm	170	2582801792_1_714_+	237	2.6e-28	2	169	6	173	0.982352941176
GT4.hmm	160	2582801871_1_1062_+	353	2.1e-30	7	154	181	324	0.91875
GH3.hmm	216	2582802021_1_2244_+	747	8.6e-71	4	215	111	337	0.976851851852
GH16.hmm	189	2582802022_1_801_+	266	1.3e-55	2	189	33	265	0.989417989418
GT19.hmm	354	2582802047_1_1125_+	374	2.5e-121	1	348	3	350	0.980225988701
GT2_Glycos_transf_2.hmm	170	2582802087_1_1044_+	347	2.1e-18	1	106	25	131	0.617647058824
CBM9.hmm	182	2582802126_1_2088_+	695	1.5e-18	1	178	34	214	0.972527472527
CE11.hmm	271	2582802186_1_1398_+	465	1e-74	1	223	5	228	0.819188191882
GT4.hmm	160	2582802194_1_1113_+	370	9.5e-31	5	156	186	337	0.94375
GT2_Glycos_transf_2.hmm	170	2582802307_1_912_+	303	7.7e-30	1	169	6	178	0.988235294118
GH113.hmm	306	2582802328_1_855_+	284	2.5e-71	2	262	23	284	0.849673202614
