HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH73.hmm	128	2595261667_1_1074_+	357	3.8e-36	3	125	207	343	0.953125
CE4.hmm	130	2595261735_1_855_+	284	2.5e-23	19	127	24	150	0.830769230769
GH17.hmm	311	2595261764_1_1896_+	631	3.2e-29	29	309	76	304	0.900321543408
GT2_Glycos_transf_2.hmm	170	2595261768_1_1062_+	353	7.2e-31	1	112	47	155	0.652941176471
GT4.hmm	160	2595261769_1_1215_+	404	2.7e-31	19	160	224	367	0.88125
GT2_Glycos_transf_2.hmm	170	2595261770_1_1008_+	335	1.5e-19	2	141	10	147	0.817647058824
GT4.hmm	160	2595261771_1_1365_+	454	4.3e-32	11	158	210	359	0.91875
GT4.hmm	160	2595261773_1_1149_+	382	3.2e-33	4	151	195	347	0.91875
GT2_Glycos_transf_2.hmm	170	2595261774_1_936_+	311	1.6e-35	1	168	7	167	0.982352941176
CE4.hmm	130	2595261775_1_771_+	256	1.5e-34	2	127	56	198	0.961538461538
GT2_Glycos_transf_2.hmm	170	2595261776_1_957_+	318	1.5e-30	1	169	4	175	0.988235294118
GT4.hmm	160	2595261780_1_1209_+	402	5e-31	8	157	215	369	0.93125
GT4.hmm	160	2595261783_1_1197_+	398	2.8e-34	3	152	214	367	0.93125
GT28.hmm	157	2595261935_1_1074_+	357	2.6e-52	2	152	183	342	0.955414012739
GT35.hmm	674	2595261965_1_2517_+	838	3e-104	210	550	266	623	0.504451038576
GH77.hmm	494	2595261983_1_1476_+	491	6.2e-162	1	480	14	477	0.96963562753
CE1.hmm	227	2595262016_1_729_+	242	2e-17	67	216	69	238	0.656387665198
CE7.hmm	313	2595262017_1_963_+	320	4.8e-54	8	308	19	306	0.958466453674
GT2_Glyco_tranf_2_3.hmm	230	2595262044_1_2604_+	867	1.7e-32	4	230	423	650	0.982608695652
GH13.hmm	299	2595262135_1_2412_+	803	4.4e-38	13	290	318	658	0.926421404682
GH104.hmm	145	2595262181_1_471_+	156	1.9e-47	4	144	4	151	0.965517241379
GT41.hmm	705	2595262198_1_2001_+	666	4.9e-126	120	524	160	646	0.57304964539
GH13_11.hmm	346	2595262222_1_2088_+	695	4.1e-139	1	346	176	531	0.99710982659
GH104.hmm	145	2595262224_1_489_+	162	1.9e-44	8	142	13	154	0.924137931034
CE4.hmm	130	2595262230_1_1941_+	646	6.7e-31	3	125	91	254	0.938461538462
GH153.hmm	349	2595262230_1_1941_+	646	1.6e-145	1	348	296	641	0.994269340974
GT2_Glyco_tranf_2_3.hmm	230	2595262231_1_1329_+	442	2.8e-37	1	228	74	296	0.986956521739
GT2_Glycos_transf_2.hmm	170	2595262474_1_951_+	316	5.7e-36	1	107	4	105	0.623529411765
GT4.hmm	160	2595262475_1_1221_+	406	1.4e-32	11	158	225	376	0.91875
GT2_Glycos_transf_2.hmm	170	2595262521_1_930_+	309	1.1e-18	2	166	5	182	0.964705882353
GT30.hmm	177	2595262522_1_1266_+	421	1.6e-71	1	176	32	210	0.988700564972
GH3.hmm	216	2595262531_1_2232_+	743	8.3e-67	2	216	112	341	0.990740740741
GH57.hmm	383	2595262561_1_1629_+	542	2.3e-79	2	302	12	423	0.783289817232
CBM48.hmm	76	2595262600_1_2556_+	851	5.2e-17	2	69	250	335	0.881578947368
GH13_9.hmm	291	2595262600_1_2556_+	851	1.4e-140	1	290	404	704	0.993127147766
GT5.hmm	472	2595262601_1_1434_+	477	6.4e-178	1	472	3	476	0.997881355932
GH3.hmm	216	2595262670_1_990_+	329	3.5e-52	10	216	52	268	0.953703703704
GH23.hmm	135	2595262689_1_1596_+	531	2.3e-21	3	126	248	389	0.911111111111
GT19.hmm	354	2595262738_1_1170_+	389	2.3e-122	1	348	10	360	0.980225988701
GH23.hmm	135	2595262755_1_1020_+	339	9.6e-18	11	122	200	329	0.822222222222
CE1.hmm	227	2595262815_1_669_+	222	5.9e-16	28	202	19	198	0.766519823789
GH23.hmm	135	2595262816_1_1821_+	606	6e-22	2	130	113	259	0.948148148148
GT4.hmm	160	2595262820_1_1155_+	384	9.5e-36	8	154	199	347	0.9125
AA12.hmm	401	2595262829_1_1125_+	374	8.4e-20	8	344	29	321	0.837905236908
GT35.hmm	674	2595262885_1_2511_+	836	1.7e-277	1	673	112	828	0.99703264095
