HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT19.hmm	354	2582745101_1_1155_+	384	3.4e-104	1	350	3	354	0.985875706215
CE10.hmm	341	2582745132_1_888_+	295	4.3e-16	80	316	62	270	0.692082111437
GT4.hmm	160	2582745151_1_1242_+	413	2.3e-29	7	157	235	383	0.9375
CE14.hmm	124	2582745156_1_882_+	293	3.7e-28	1	124	7	116	0.991935483871
GT27.hmm	295	2582745158_1_996_+	331	1.4e-26	1	233	5	226	0.786440677966
GT4.hmm	160	2582745231_1_927_+	308	2.3e-25	7	124	200	306	0.73125
CE7.hmm	313	2582745242_1_1185_+	394	2.4e-25	35	304	33	287	0.859424920128
CE12.hmm	210	2582745286_1_699_+	232	7.7e-18	1	209	34	229	0.990476190476
GT41.hmm	705	2582745326_1_2070_+	689	3.9e-120	73	520	166	685	0.634042553191
GT83.hmm	540	2582745348_1_1638_+	545	2.9e-93	9	371	38	401	0.67037037037
GT4.hmm	160	2582745376_1_1203_+	400	4.4e-26	3	149	204	347	0.9125
CE1.hmm	227	2582745402_1_798_+	265	3.5e-21	7	143	37	205	0.599118942731
GT2_Glycos_transf_2.hmm	170	2582745486_1_693_+	230	1.3e-25	1	131	3	126	0.764705882353
GT4.hmm	160	2582745499_1_1167_+	388	1.1e-28	6	156	199	346	0.9375
CE10.hmm	341	2582745550_1_912_+	303	1.4e-39	65	324	44	290	0.759530791789
CE1.hmm	227	2582745599_1_1062_+	353	3.6e-38	1	225	56	345	0.986784140969
CE1.hmm	227	2582745605_1_1068_+	355	5.9e-39	1	224	57	342	0.982378854626
GH109.hmm	126	2582745613_1_1653_+	550	5.6e-19	1	122	39	170	0.960317460317
CE1.hmm	227	2582745614_1_723_+	240	6.6e-28	4	208	30	219	0.898678414097
AA4.hmm	522	2582745634_1_1422_+	473	5.7e-27	15	198	2	182	0.350574712644
CE3.hmm	194	2582745731_1_1107_+	368	5.3e-17	49	189	86	241	0.721649484536
GH109.hmm	126	2582745821_1_1197_+	398	6.2e-24	1	122	32	145	0.960317460317
GH109.hmm	126	2582745830_1_1458_+	485	2.1e-24	1	125	48	168	0.984126984127
GT2_Glycos_transf_2.hmm	170	2582745852_1_993_+	330	3.5e-27	1	110	3	114	0.641176470588
GT2_Glycos_transf_2.hmm	170	2582745898_1_969_+	322	8.1e-20	1	161	4	164	0.941176470588
GT35.hmm	674	2582745975_1_2562_+	853	9.1e-128	153	568	231	648	0.615727002967
GT83.hmm	540	2582746013_1_1764_+	587	3.8e-81	7	494	19	525	0.901851851852
AA6.hmm	195	2582746024_1_558_+	185	4.7e-34	1	193	3	162	0.984615384615
CE9.hmm	373	2582746048_1_1149_+	382	5.7e-86	10	365	11	364	0.951742627346
GT2_Glycos_transf_2.hmm	170	2582746189_1_735_+	244	1.7e-23	4	168	13	174	0.964705882353
CE7.hmm	313	2582746265_1_2067_+	688	1.9e-16	46	216	108	285	0.543130990415
GH33.hmm	342	2582746268_1_1287_+	428	8e-34	28	335	86	389	0.897660818713
GH109.hmm	126	2582746404_1_1473_+	490	7.7e-23	1	117	45	156	0.920634920635
GT4.hmm	160	2582746432_1_1659_+	552	8.5e-18	6	152	347	517	0.9125
GT2_Glycos_transf_2.hmm	170	2582746433_1_2142_+	713	7.9e-27	1	129	86	209	0.752941176471
GT2_Glycos_transf_2.hmm	170	2582746434_1_1884_+	627	6.8e-26	1	114	77	191	0.664705882353
CE6.hmm	99	2582746494_1_804_+	267	6.7e-28	1	98	86	184	0.979797979798
CE10.hmm	341	2582746520_1_951_+	316	2.3e-31	40	302	17	295	0.768328445748
GH109.hmm	126	2582746557_1_1287_+	428	1.9e-16	2	121	38	145	0.944444444444
CE15.hmm	269	2582746661_1_1089_+	362	9.9e-26	14	267	51	350	0.940520446097
GH109.hmm	126	2582746691_1_1119_+	372	3.4e-18	3	126	8	121	0.97619047619
CE1.hmm	227	2582746707_1_858_+	285	1.2e-19	8	143	15	201	0.594713656388
GT2_Glycos_transf_2.hmm	170	2582746736_1_996_+	331	1.6e-28	1	164	5	171	0.958823529412
GT83.hmm	540	2582746737_1_1629_+	542	3.5e-120	9	490	2	494	0.890740740741
GH16.hmm	189	2582746774_1_954_+	317	8.9e-56	2	189	32	295	0.989417989418
CE1.hmm	227	2582746785_1_828_+	275	1.4e-29	6	209	44	243	0.894273127753
GH13.hmm	299	2582746848_1_1506_+	501	9.5e-26	22	285	40	359	0.879598662207
GT2_Glycos_transf_2.hmm	170	2582746859_1_1053_+	350	4.7e-30	1	169	17	190	0.988235294118
GT2_Glycos_transf_2.hmm	170	2582746860_1_2037_+	678	1.1e-27	1	168	148	309	0.982352941176
GT2_Glycos_transf_2.hmm	170	2582746860_1_2037_+	678	3.1e-22	1	168	406	582	0.982352941176
GH63.hmm	570	2582746861_1_2691_+	896	2.7e-20	354	568	444	894	0.375438596491
CE7.hmm	313	2582746884_1_1074_+	357	5.1e-21	43	234	51	246	0.610223642173
GT83.hmm	540	2582746885_1_1350_+	449	1.2e-56	11	366	31	418	0.657407407407
GT2_Glycos_transf_2.hmm	170	2582746918_1_756_+	251	3.3e-25	2	167	5	162	0.970588235294
GT87.hmm	231	2582746919_1_1329_+	442	5.1e-27	4	203	106	307	0.861471861472
GH142.hmm	479	2582746935_1_2547_+	848	8.8e-172	13	477	36	516	0.968684759916
CE10.hmm	341	2582746971_1_936_+	311	2.6e-33	65	319	26	295	0.744868035191
GH109.hmm	126	2582746978_1_1389_+	462	3.2e-21	4	123	50	167	0.944444444444
CBM38.hmm	129	2582746986_1_3852_+	1283	1.8e-30	4	128	455	586	0.961240310078
GT87.hmm	231	2582747017_1_1311_+	436	9.7e-19	1	181	69	268	0.779220779221
GH77.hmm	494	2582747037_1_2139_+	712	7.1e-110	1	469	187	687	0.947368421053
CE14.hmm	124	2582747042_1_750_+	249	1.1e-18	1	117	6	111	0.935483870968
GT2_Glycos_transf_2.hmm	170	2582747064_1_1131_+	376	1.2e-18	1	150	42	194	0.876470588235
GH13_11.hmm	346	2582747131_1_2055_+	684	1.3e-150	1	346	169	525	0.99710982659
CBM32.hmm	124	2582747195_1_3891_+	1296	9.1e-24	7	123	302	421	0.935483870968
GH109.hmm	126	2582747249_1_1629_+	542	2.6e-19	1	123	58	187	0.968253968254
CE15.hmm	269	2582747298_1_2703_+	900	5.4e-16	13	267	45	358	0.944237918216
CE15.hmm	269	2582747311_1_864_+	287	1.9e-48	2	149	37	287	0.546468401487
CE1.hmm	227	2582747332_1_858_+	285	2.1e-32	6	220	54	279	0.942731277533
GH109.hmm	126	2582747343_1_1080_+	359	8.8e-18	2	120	5	113	0.936507936508
CE3.hmm	194	2582747436_1_777_+	258	6e-16	5	192	56	251	0.963917525773
CE1.hmm	227	2582747447_1_828_+	275	1.4e-29	6	209	44	243	0.894273127753
CE14.hmm	124	2582747461_1_774_+	257	4.5e-20	2	114	13	109	0.903225806452
GH109.hmm	126	2582747484_1_1287_+	428	5.9e-16	3	121	40	148	0.936507936508
CE10.hmm	341	2582747495_1_846_+	281	2.8e-36	74	314	31	259	0.703812316716
CE1.hmm	227	2582747513_1_1224_+	407	1.4e-21	9	148	194	348	0.612334801762
CE15.hmm	269	2582747573_1_672_+	223	7.1e-66	76	268	10	220	0.71375464684
GT9.hmm	225	2582747619_1_1071_+	356	4e-52	2	218	86	328	0.96
GH109.hmm	126	2582747624_1_1275_+	424	3.8e-24	2	119	37	158	0.928571428571
CE10.hmm	341	2582747816_1_894_+	297	1e-19	79	338	59	296	0.759530791789
CBM48.hmm	76	2582747821_1_2046_+	681	3.7e-19	2	70	75	161	0.894736842105
GH13_9.hmm	291	2582747821_1_2046_+	681	1.7e-131	2	289	231	529	0.986254295533
GT21.hmm	233	2582747848_1_1257_+	418	3.4e-19	9	230	52	272	0.948497854077
GT87.hmm	231	2582747885_1_1320_+	439	2.2e-24	4	185	75	269	0.78354978355
CE10.hmm	341	2582747918_1_876_+	291	7.2e-24	80	313	57	264	0.683284457478
GH16.hmm	189	2582747931_1_531_+	176	7e-32	84	189	1	154	0.555555555556
GH109.hmm	126	2582747939_1_1395_+	464	1.5e-16	2	116	41	146	0.904761904762
