HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT9.hmm	225	2582678044_1_1047_+	348	1.1e-49	2	220	70	320	0.968888888889
GH23.hmm	135	2582678080_1_1797_+	598	4.7e-24	2	125	140	281	0.911111111111
GT14.hmm	250	2582678087_1_1647_+	548	5.9e-20	49	226	258	480	0.708
CE1.hmm	227	2582678355_121_1014_+	297	6.4e-35	1	208	36	274	0.911894273128
GH84.hmm	295	2582678454_1_1080_+	359	1.1e-64	2	290	9	304	0.976271186441
GT19.hmm	354	2582678607_1_1188_+	395	4e-118	3	353	13	373	0.988700564972
GT9.hmm	225	2582678705_1_957_+	318	4.2e-33	18	200	78	289	0.808888888889
GT14.hmm	250	2582678812_1_1029_+	342	2.2e-18	38	219	41	260	0.724
CBM48.hmm	76	2582678826_10_2922_+	970	2.3e-17	2	71	8	99	0.907894736842
GH13_11.hmm	346	2582678826_10_2922_+	970	1e-117	1	346	179	527	0.99710982659
CBM48.hmm	76	2582678827_1_2229_+	742	8.8e-19	3	72	134	220	0.907894736842
GH13_9.hmm	291	2582678827_1_2229_+	742	3.2e-138	1	290	286	586	0.993127147766
GT35.hmm	674	2582678828_1_1767_+	588	7.7e-97	211	553	188	513	0.507418397626
AA4.hmm	522	2582678845_1_1413_+	470	2.7e-25	55	260	54	251	0.392720306513
GT4.hmm	160	2582678892_1_1155_+	384	1.3e-23	7	158	202	355	0.94375
GH23.hmm	135	2582679054_1_1047_+	348	2.3e-18	11	124	154	260	0.837037037037
AA3.hmm	618	2582679173_1_1659_+	552	6.6e-103	89	418	5	549	0.532362459547
GT35.hmm	674	2582679184_1_2544_+	847	8.8e-280	1	674	115	829	0.998516320475
GH23.hmm	135	2582679199_1_2091_+	696	5.8e-23	14	120	532	659	0.785185185185
GT51.hmm	177	2582679232_25_2352_+	775	2.1e-70	2	176	69	243	0.983050847458
GH102.hmm	157	2582679333_1_1203_+	400	7.7e-55	1	157	128	283	0.993630573248
GT9.hmm	225	2582679378_1_1053_+	350	1.7e-33	3	189	77	316	0.826666666667
GH23.hmm	135	2582679490_109_762_+	217	2.4e-19	9	120	82	182	0.822222222222
CE10.hmm	341	2582679492_1_885_+	294	1.3e-31	64	208	43	191	0.422287390029
AA4.hmm	522	2582679493_205_1770_+	521	5.6e-20	53	248	90	280	0.373563218391
GT83.hmm	540	2582679565_1_1674_+	557	2e-29	11	471	4	496	0.851851851852
GT104.hmm	379	2582679590_1_984_+	327	1.7e-85	7	310	15	314	0.799472295515
AA6.hmm	195	2582679623_1_564_+	187	8.5e-47	1	192	3	180	0.979487179487
GT2_Glycos_transf_2.hmm	170	2582679713_1_807_+	268	4.7e-16	1	131	4	124	0.764705882353
GT102.hmm	257	2582679857_1_1542_+	513	5.1e-27	62	231	74	238	0.657587548638
CE4.hmm	130	2582679963_1_780_+	259	1.6e-17	10	122	34	178	0.861538461538
GT4.hmm	160	2582679989_1_663_+	220	2.9e-35	7	156	20	163	0.93125
GT4.hmm	160	2582679991_1_1152_+	383	4.5e-22	11	157	199	339	0.9125
AA3.hmm	618	2582679995_1_1227_+	408	1e-34	154	400	3	401	0.398058252427
AA3.hmm	618	2582680052_1_1608_+	535	2.5e-54	86	400	4	529	0.508090614887
GT4.hmm	160	2582680071_1_1212_+	403	2.5e-34	7	159	222	368	0.95
GT2_Glycos_transf_2.hmm	170	2582680088_1_1092_+	363	1.1e-31	2	167	7	170	0.970588235294
GT83.hmm	540	2582680089_1_1614_+	537	2.1e-39	12	377	18	412	0.675925925926
GH73.hmm	128	2582680132_1_1068_+	355	1.6e-32	4	125	211	346	0.9453125
GT2_Glycos_transf_2.hmm	170	2582680261_1_1062_+	353	7.3e-33	1	167	42	202	0.976470588235
GT83.hmm	540	2582680262_1_1578_+	525	4.7e-67	8	363	49	426	0.657407407407
CE11.hmm	271	2582680381_1_930_+	309	7.5e-111	1	270	4	281	0.992619926199
CE16.hmm	267	2582680409_1_939_+	312	4.6e-25	2	264	27	285	0.98127340824
CBM13.hmm	188	2582680427_1_873_+	290	2e-26	14	132	175	289	0.627659574468
CE10.hmm	341	2582680595_1_975_+	324	2.1e-81	67	336	55	321	0.788856304985
GT28.hmm	157	2582680638_1_1077_+	358	1.4e-51	2	157	182	340	0.987261146497
AA3_2.hmm	570	2582680656_1_1632_+	543	3.2e-115	5	567	2	526	0.985964912281
GT4.hmm	160	2582680780_1_1071_+	356	7.9e-28	12	154	173	326	0.8875
GT4.hmm	160	2582680783_1_1233_+	410	1.7e-27	11	158	240	383	0.91875
GT26.hmm	171	2582680784_1_744_+	247	9.3e-58	5	167	54	216	0.947368421053
GT5.hmm	472	2582680929_1_1494_+	497	1.1e-165	1	471	8	489	0.995762711864
