HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT51.hmm	177	2582751769_1_2412_+	803	2e-60	2	177	68	248	0.988700564972
GT2_Glycos_transf_2.hmm	170	2582752019_1_1050_+	349	4.5e-31	1	113	8	118	0.658823529412
GT2_Glycos_transf_2.hmm	170	2582752020_1_2658_+	885	2.3e-20	1	169	106	282	0.988235294118
GT2_Glycos_transf_2.hmm	170	2582752020_1_2658_+	885	3.7e-25	1	128	550	673	0.747058823529
GH119.hmm	1070	2582752197_1_2550_+	849	1.3e-78	7	778	7	735	0.720560747664
CE10.hmm	341	2582752290_1_852_+	283	1.4e-25	66	316	22	252	0.733137829912
CE1.hmm	227	2582752311_1_855_+	284	3.4e-16	28	208	65	257	0.79295154185
GH77.hmm	494	2582752332_1_1689_+	562	4e-125	7	489	2	550	0.975708502024
GT5.hmm	472	2582752376_1_1566_+	521	2.3e-105	1	472	11	497	0.997881355932
GH77.hmm	494	2582752387_1_2706_+	901	3.3e-144	1	488	249	895	0.985829959514
GT2_Glyco_tranf_2_3.hmm	230	2582752389_1_1503_+	500	2.2e-27	4	228	53	279	0.973913043478
GT51.hmm	177	2582752400_1_2274_+	757	3.3e-54	11	176	66	231	0.932203389831
GT4.hmm	160	2582752423_1_1959_+	652	1.4e-29	5	150	191	330	0.90625
GH13.hmm	299	2582752429_1_1893_+	630	3e-43	4	293	41	467	0.966555183946
GH13_38.hmm	376	2582752434_1_1863_+	620	1.6e-119	1	374	53	438	0.992021276596
GH2.hmm	752	2582752589_1_2724_+	907	5.8e-74	22	506	25	688	0.643617021277
GT19.hmm	354	2582752638_1_1131_+	376	5.8e-104	2	353	6	358	0.991525423729
GH123.hmm	538	2582752685_1_4440_+	1479	8.3e-22	25	501	457	972	0.884758364312
GH4.hmm	179	2582752706_1_1389_+	462	8.7e-41	2	178	18	196	0.983240223464
GH36.hmm	688	2582752707_1_2163_+	720	8.8e-84	86	642	100	661	0.808139534884
GT28.hmm	157	2582752749_1_1101_+	366	1.9e-16	19	154	218	352	0.859872611465
GT30.hmm	177	2582752754_1_681_+	226	2.5e-51	4	175	40	217	0.966101694915
GT51.hmm	177	2582752771_1_1050_+	349	2.8e-56	18	177	37	196	0.898305084746
GT51.hmm	177	2582752772_1_2214_+	737	9e-59	4	177	75	254	0.977401129944
CE4.hmm	130	2582752866_1_1221_+	406	4.5e-26	4	125	113	250	0.930769230769
CE7.hmm	313	2582752892_1_1143_+	380	4.6e-21	63	205	44	188	0.453674121406
GH13_8.hmm	274	2582752907_1_2067_+	688	4.3e-113	1	274	218	508	0.996350364964
GT35.hmm	674	2582752973_1_1662_+	553	3.2e-79	16	555	34	481	0.799703264095
AA4.hmm	522	2582752976_1_1383_+	460	6.9e-25	16	251	7	232	0.450191570881
GH151.hmm	131	2582753026_1_288_+	95	3e-21	1	65	30	94	0.488549618321
CBM67.hmm	176	2582753028_1_2349_+	782	1.2e-42	1	176	26	205	0.994318181818
GH78.hmm	504	2582753028_1_2349_+	782	4e-95	8	501	277	773	0.978174603175
GT2_Glycos_transf_2.hmm	170	2582753047_1_1056_+	351	1.9e-23	1	124	43	164	0.723529411765
GT51.hmm	177	2582753177_1_1419_+	472	3.8e-59	4	177	75	254	0.977401129944
GH151.hmm	131	2582753183_1_1512_+	503	1e-48	1	131	27	160	0.992366412214
GH29.hmm	346	2582753185_1_1029_+	342	1.9e-69	39	337	18	337	0.861271676301
