HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE10.hmm	341	2582991397_1_2061_+	686	4.9e-20	93	316	414	640	0.653958944282
GH23.hmm	135	2582991464_1_507_+	168	6.8e-18	16	118	45	162	0.755555555556
GT4.hmm	160	2582991511_1_1011_+	336	2.1e-36	8	157	159	306	0.93125
GT19.hmm	354	2582991635_1_1152_+	383	1.9e-108	2	349	5	359	0.980225988701
GT2_Glyco_trans_2_3.hmm	197	2582991840_1_1431_+	476	8.9e-20	2	176	195	385	0.883248730964
GH3.hmm	216	2582991884_1_1080_+	359	1.2e-29	13	201	60	277	0.87037037037
GT51.hmm	177	2582992023_1_2379_+	792	4.2e-65	1	177	56	235	0.994350282486
GT30.hmm	177	2582992050_1_1272_+	423	6e-55	3	175	39	212	0.971751412429
GT4.hmm	160	2582992095_1_2337_+	778	9.9e-29	7	157	244	396	0.9375
CE11.hmm	271	2582992276_1_864_+	287	8.4e-102	1	270	2	273	0.992619926199
GT4.hmm	160	2582992288_1_1149_+	382	1.9e-32	3	150	195	343	0.91875
GT28.hmm	157	2582992301_1_1125_+	374	6.1e-44	2	152	199	357	0.955414012739
GH23.hmm	135	2582992317_1_1965_+	654	5.5e-26	17	123	498	629	0.785185185185
GH24.hmm	137	2582992357_1_1080_+	359	3.5e-32	3	125	27	146	0.890510948905
GT2_Glycos_transf_2.hmm	170	2582992701_1_831_+	276	1.1e-31	1	169	5	161	0.988235294118
GT4.hmm	160	2582992743_1_1017_+	338	3.3e-38	11	157	162	306	0.9125
GT2_Glycos_transf_2.hmm	170	2582992778_1_870_+	289	8.6e-19	3	133	7	141	0.764705882353
GH23.hmm	135	2582992810_511_1173_+	220	3e-17	16	124	85	208	0.8
GH23.hmm	135	2582992825_1_471_+	156	8.8e-19	15	118	32	150	0.762962962963
