HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH73.hmm	128	2582886364_1_1233_+	410	4.6e-32	4	128	34	161	0.96875
GT4.hmm	160	2582886428_1_1131_+	376	1.2e-22	5	154	197	347	0.93125
GT2_Glycos_transf_2.hmm	170	2582886429_1_942_+	313	3.2e-33	1	166	4	165	0.970588235294
GT9.hmm	225	2582886456_1_1029_+	342	4.7e-35	5	221	65	320	0.96
GH29.hmm	346	2582886463_1_1320_+	439	2.5e-102	23	346	16	355	0.933526011561
CE10.hmm	341	2582886495_1_1560_+	519	3.8e-25	71	201	51	215	0.381231671554
GH3.hmm	216	2582886561_1_2835_+	944	7.1e-60	8	215	96	318	0.958333333333
GH29.hmm	346	2582886593_1_1326_+	441	5.7e-80	39	334	26	329	0.852601156069
GH20.hmm	337	2582886598_1_1893_+	630	1.3e-119	9	336	151	512	0.970326409496
GT2_Glycos_transf_2.hmm	170	2582886608_1_801_+	266	8.6e-35	1	166	6	157	0.970588235294
GT2_Glycos_transf_2.hmm	170	2582886610_1_939_+	312	1.7e-18	1	132	7	138	0.770588235294
GT2_Glycos_transf_2.hmm	170	2582886613_1_906_+	301	1.6e-25	1	111	4	116	0.647058823529
GH13.hmm	299	2582886618_1_1848_+	615	3.4e-51	12	295	165	485	0.946488294314
CBM48.hmm	76	2582886619_1_1941_+	646	1.3e-16	7	67	46	124	0.789473684211
GH13_9.hmm	291	2582886619_1_1941_+	646	2.3e-128	1	290	197	497	0.993127147766
GH77.hmm	494	2582886646_1_2844_+	947	1.1e-142	1	483	308	946	0.975708502024
CE14.hmm	124	2582886707_1_732_+	243	4.1e-23	1	124	7	112	0.991935483871
GT5.hmm	472	2582886717_1_819_+	272	1.2e-46	1	214	6	230	0.451271186441
GH109.hmm	126	2582886752_1_1236_+	411	7.9e-43	1	125	39	163	0.984126984127
AA2.hmm	255	2582886768_1_2220_+	739	9.2e-16	6	117	79	192	0.435294117647
GT28.hmm	157	2582886827_1_1113_+	370	2.5e-49	1	157	194	352	0.993630573248
CE4.hmm	130	2582886853_1_624_+	207	6.7e-28	5	116	22	129	0.853846153846
GT2_Glyco_tranf_2_3.hmm	230	2582886872_1_1134_+	377	2.4e-26	3	228	44	278	0.978260869565
GH130.hmm	296	2582886940_1_1083_+	360	3e-88	13	286	58	358	0.922297297297
GH43_28.hmm	258	2582886980_1_1746_+	581	6.5e-109	2	258	51	318	0.992248062016
CBM32.hmm	124	2582886980_1_1746_+	581	5.9e-22	10	109	360	472	0.798387096774
AA3.hmm	618	2582887032_1_1743_+	580	2.8e-56	80	404	3	578	0.52427184466
GT4.hmm	160	2582887036_1_1137_+	378	1.4e-35	6	154	196	341	0.925
GH109.hmm	126	2582887068_1_1311_+	436	6.4e-24	1	120	35	152	0.944444444444
GH109.hmm	126	2582887072_1_1413_+	470	1.3e-22	1	122	58	171	0.960317460317
GT19.hmm	354	2582887091_1_1113_+	370	8.3e-120	2	352	4	350	0.988700564972
GT83.hmm	540	2582887177_1_1626_+	541	1.7e-38	8	371	10	388	0.672222222222
GH3.hmm	216	2582887191_1_2166_+	721	1e-74	2	215	62	303	0.986111111111
GH13_4.hmm	398	2582887215_1_1953_+	650	2.6e-173	1	398	105	504	0.997487437186
GH32.hmm	293	2582887217_1_693_+	230	3.6e-65	1	172	45	226	0.58361774744
CBM9.hmm	182	2582887232_1_2232_+	743	6.4e-23	1	163	46	212	0.89010989011
GH3.hmm	216	2582887254_1_2277_+	758	3.2e-69	3	216	95	316	0.986111111111
GH30.hmm	417	2582887255_1_1398_+	465	2e-126	10	416	52	465	0.973621103118
GH3.hmm	216	2582887271_1_2181_+	726	4.1e-48	7	213	176	439	0.953703703704
GH13.hmm	299	2582887319_1_1386_+	461	4e-42	11	286	62	338	0.919732441472
GT83.hmm	540	2582887343_1_1662_+	553	4.6e-76	7	491	3	496	0.896296296296
GT51.hmm	177	2582887471_1_1353_+	450	6.5e-61	1	176	62	239	0.988700564972
GH13.hmm	299	2582887539_1_1263_+	420	3.6e-48	12	287	27	299	0.919732441472
CE14.hmm	124	2582887542_1_2358_+	785	3.2e-17	1	117	41	156	0.935483870968
GH16.hmm	189	2582887564_1_858_+	285	7.8e-53	2	189	53	284	0.989417989418
AA12.hmm	401	2582887568_1_1257_+	418	5.8e-30	8	399	23	412	0.97506234414
GT30.hmm	177	2582887575_1_1272_+	423	4.1e-41	12	176	55	216	0.926553672316
GH97.hmm	631	2582887603_88_1998_+	636	2.3e-181	17	630	3	632	0.97147385103
GT2_Glycos_transf_2.hmm	170	2582887653_1_747_+	248	2.4e-30	2	161	7	170	0.935294117647
CE1.hmm	227	2582887660_1_879_+	292	2.1e-58	3	221	34	283	0.960352422907
GH20.hmm	337	2582887775_1_2070_+	689	2.8e-93	8	336	150	483	0.973293768546
GT5.hmm	472	2582887806_1_1140_+	379	2.9e-105	2	378	6	379	0.796610169492
GH18.hmm	296	2582887834_1_3453_+	1150	2.9e-36	7	281	120	414	0.925675675676
