HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT9.hmm	225	2582870836_1_1158_+	385	4.9e-43	4	217	78	357	0.946666666667
GT2_Glycos_transf_2.hmm	170	2582870837_1_780_+	259	7.7e-26	1	157	3	164	0.917647058824
GH23.hmm	135	2582870892_1_1437_+	478	9.5e-26	2	125	100	240	0.911111111111
GT51.hmm	177	2582870968_1_726_+	241	5e-51	12	173	57	236	0.909604519774
GT83.hmm	540	2582871034_1_1722_+	573	1.7e-40	6	446	6	455	0.814814814815
GT83.hmm	540	2582871234_1_1719_+	572	2.1e-20	10	497	14	537	0.901851851852
GH102.hmm	157	2582871340_1_780_+	259	4.5e-43	2	157	26	159	0.987261146497
GT28.hmm	157	2582871357_1_948_+	315	2.5e-32	2	95	183	281	0.592356687898
CE11.hmm	271	2582871364_1_915_+	304	4.4e-117	1	270	4	275	0.992619926199
GH23.hmm	135	2582871407_1_1254_+	417	4.6e-23	18	124	261	388	0.785185185185
GT2_Glycos_transf_2.hmm	170	2582871429_1_963_+	320	3.3e-26	1	166	12	176	0.970588235294
GT83.hmm	540	2582871431_1_1692_+	563	7.7e-147	8	539	15	546	0.983333333333
GT104.hmm	379	2582871562_1_1071_+	356	7.5e-92	7	372	3	355	0.963060686016
GH3.hmm	216	2582871564_1_1086_+	361	4.2e-48	3	215	58	297	0.981481481481
GT30.hmm	177	2582871606_1_1362_+	453	3.3e-59	1	176	47	227	0.988700564972
AA7.hmm	458	2582871618_1_1506_+	501	6.8e-19	12	194	55	244	0.397379912664
GH23.hmm	135	2582871770_1_993_+	330	1.1e-18	15	123	207	308	0.8
GT2_Glycos_transf_2.hmm	170	2582871836_1_693_+	230	1.5e-37	1	168	4	169	0.982352941176
GT9.hmm	225	2582871893_1_1062_+	353	1.3e-59	2	222	71	327	0.977777777778
AA3_2.hmm	570	2582871932_1_813_+	270	4.1e-58	3	281	5	270	0.487719298246
AA6.hmm	195	2582872025_1_609_+	202	6.6e-69	2	194	6	195	0.984615384615
AA4.hmm	522	2582872027_1_1416_+	471	2.8e-19	14	198	1	184	0.352490421456
GT51.hmm	177	2582872158_1_2337_+	778	1.5e-68	3	177	94	267	0.983050847458
GH103.hmm	295	2582872187_1_1257_+	418	5.1e-75	15	294	59	377	0.945762711864
GT19.hmm	354	2582872392_1_1257_+	418	4.4e-128	2	353	22	393	0.991525423729
GT9.hmm	225	2582872417_483_1259_+	258	6.3e-30	60	218	29	223	0.702222222222
GT83.hmm	540	2582872419_1_1497_+	498	5.3e-40	9	415	9	428	0.751851851852
GT4.hmm	160	2582872479_1_1242_+	413	1.6e-32	6	152	217	357	0.9125
GT10.hmm	347	2582872558_1_1077_+	358	5.7e-33	166	295	150	321	0.371757925072
GT11.hmm	276	2582872559_1_897_+	298	1.4e-67	4	275	7	295	0.981884057971
GT2_Glycos_transf_2.hmm	170	2582872560_1_945_+	314	3e-34	1	130	13	139	0.758823529412
