HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	2582900735_1_1263_+	420	2.8e-30	11	153	243	386	0.8875
GT9.hmm	225	2582900793_1_993_+	330	6.5e-34	7	220	76	310	0.946666666667
GT51.hmm	177	2582900821_1_717_+	238	2.4e-58	10	177	59	225	0.943502824859
GH23.hmm	135	2582900885_1_1938_+	645	6e-24	14	118	191	312	0.77037037037
GH113.hmm	306	2582900981_1_1260_+	419	1.5e-65	18	306	47	339	0.941176470588
GT9.hmm	225	2582900998_1_1089_+	362	6.8e-35	2	215	96	335	0.946666666667
GT81.hmm	293	2582901018_1_942_+	313	1.6e-18	22	216	8	186	0.662116040956
GT51.hmm	177	2582901087_1_2484_+	827	9.9e-63	2	176	68	247	0.983050847458
GT35.hmm	674	2582901103_46_2394_+	782	1.4e-240	1	578	90	702	0.856083086053
GT19.hmm	354	2582901288_1_1128_+	375	1.2e-116	2	347	6	353	0.974576271186
CE14.hmm	124	2582901544_1_2520_+	839	2.8e-21	1	116	46	160	0.927419354839
CE10.hmm	341	2582901560_1_1020_+	339	9.1e-25	66	338	76	339	0.797653958944
CE4.hmm	130	2582901576_112_1374_+	420	4.4e-22	4	116	211	336	0.861538461538
AA3.hmm	618	2582901622_1_1602_+	533	1.3e-46	89	402	2	527	0.506472491909
GT9.hmm	225	2582901660_1_1392_+	463	7.2e-36	15	206	81	299	0.848888888889
GT83.hmm	540	2582901661_704_1750_+	348	2.6e-41	182	488	2	298	0.566666666667
GT83.hmm	540	2582901663_1_1665_+	554	1.8e-90	7	499	3	494	0.911111111111
GT2_Glycos_transf_2.hmm	170	2582901723_1_672_+	223	6.4e-22	2	168	5	164	0.976470588235
GH13.hmm	299	2582901733_16_2061_+	681	1.6e-22	13	289	163	447	0.923076923077
GT5.hmm	472	2582901789_1_1401_+	466	1.2e-153	11	471	1	459	0.974576271186
GH130.hmm	296	2582901850_1_1458_+	485	1.3e-56	52	293	242	481	0.814189189189
GT30.hmm	177	2582901896_1_1248_+	415	3.9e-36	3	176	30	205	0.977401129944
CE11.hmm	271	2582901917_1_909_+	302	9.7e-96	2	270	8	273	0.988929889299
AA6.hmm	195	2582901954_1_552_+	183	4.9e-48	2	193	4	176	0.979487179487
GT2_Glyco_tranf_2_3.hmm	230	2582902084_1_1527_+	508	1e-27	4	228	54	280	0.973913043478
GH3.hmm	216	2582902191_1_1011_+	336	2.4e-24	8	214	61	273	0.953703703704
GT2_Glyco_tranf_2_3.hmm	230	2582902320_1_1434_+	477	1e-21	4	230	61	326	0.982608695652
CE7.hmm	313	2582902448_1_864_+	287	1.2e-16	44	200	15	163	0.498402555911
GT4.hmm	160	2582902497_1_1110_+	369	1.8e-35	5	159	187	338	0.9625
CE10.hmm	341	2582902552_1_2079_+	692	8.6e-19	67	316	417	654	0.730205278592
GT2_Glycos_transf_2.hmm	170	2582902886_103_1230_+	375	1.8e-22	2	167	47	220	0.970588235294
CE1.hmm	227	2582902989_1_1881_+	626	2e-23	10	179	382	580	0.74449339207
CE14.hmm	124	2582902995_1_726_+	241	6.1e-22	1	124	10	114	0.991935483871
GT28.hmm	157	2582903041_1_1089_+	362	2.2e-41	2	146	193	341	0.917197452229
GT2_Glycos_transf_2.hmm	170	2582903114_1_951_+	316	5.5e-35	1	166	6	171	0.970588235294
GT9.hmm	225	2582903151_1_966_+	321	1.6e-50	4	218	71	297	0.951111111111
GT4.hmm	160	2582903152_1_1119_+	372	9.5e-19	7	153	181	338	0.9125
AA4.hmm	522	2582903182_1_1401_+	466	2.4e-23	16	246	5	224	0.44061302682
GT35.hmm	674	2582903287_1_1227_+	408	5.4e-51	21	355	112	407	0.495548961424
CBM48.hmm	76	2582903288_1_1920_+	639	1.9e-21	2	70	29	115	0.894736842105
GH13_9.hmm	291	2582903288_1_1920_+	639	5.1e-135	2	290	184	483	0.989690721649
GH133.hmm	372	2582903289_1_2124_+	707	1e-83	8	372	324	698	0.978494623656
CE4.hmm	130	2582903345_1_1461_+	486	1.8e-29	7	124	251	378	0.9
