HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT19.hmm	354	2582896747_1_1146_+	381	1.2e-124	2	353	10	364	0.991525423729
GT2_Glycos_transf_2.hmm	170	2582896856_1_1059_+	352	9.4e-21	1	166	15	176	0.970588235294
GT4.hmm	160	2582896857_1_1128_+	375	4.1e-34	6	159	198	349	0.95625
GT2_Glycos_transf_2.hmm	170	2582896868_1_807_+	268	6.4e-28	1	128	9	130	0.747058823529
GT4.hmm	160	2582896908_1_1266_+	421	5.1e-33	12	153	242	379	0.88125
GT4.hmm	160	2582896909_1_1224_+	407	2.9e-39	12	158	229	375	0.9125
GT2_Glyco_trans_2_3.hmm	197	2582896911_1_1185_+	394	8.6e-20	2	190	136	337	0.954314720812
GT2_Glycos_transf_2.hmm	170	2582896912_1_966_+	321	7.4e-30	1	133	5	152	0.776470588235
GT26.hmm	171	2582896914_1_1236_+	411	5.1e-65	2	171	217	386	0.988304093567
GT2_Glycos_transf_2.hmm	170	2582897088_1_960_+	319	6.8e-28	1	106	15	119	0.617647058824
GT9.hmm	225	2582897089_1_1002_+	333	4.5e-35	23	217	85	314	0.862222222222
GT4.hmm	160	2582897090_1_1065_+	354	3.9e-22	9	129	181	297	0.75
GT25.hmm	181	2582897091_1_837_+	278	4.4e-39	3	180	5	186	0.977900552486
GT4.hmm	160	2582897119_1_1902_+	633	3.8e-23	10	148	452	591	0.8625
GT2_Glycos_transf_2.hmm	170	2582897120_1_1002_+	333	2.8e-19	1	166	7	159	0.970588235294
GH103.hmm	295	2582897130_1_1053_+	350	4.6e-69	8	215	83	296	0.701694915254
GT2_Glycos_transf_2.hmm	170	2582897151_1_1602_+	533	1.7e-18	2	105	425	533	0.605882352941
CE11.hmm	271	2582897193_1_924_+	307	6.4e-118	1	270	4	275	0.992619926199
GH23.hmm	135	2582897299_1_1737_+	578	2.5e-23	2	130	121	267	0.948148148148
AA12.hmm	401	2582897545_1_1113_+	370	1.9e-18	185	357	186	330	0.428927680798
CE7.hmm	313	2582897592_1_984_+	327	6e-54	6	309	24	314	0.968051118211
GT35.hmm	674	2582897597_1194_2141_+	316	3e-116	278	563	4	315	0.422848664688
GT35.hmm	674	2582897597_1_1194_+	397	7.2e-122	1	271	112	393	0.40059347181
GT2_Glycos_transf_2.hmm	170	2582897615_1_1911_+	636	2.1e-21	1	120	471	586	0.7
GT27.hmm	295	2582897628_1_1401_+	466	4.1e-16	2	224	241	455	0.752542372881
GH57.hmm	383	2582897818_1_1065_+	354	1.1e-71	2	237	8	354	0.613577023499
GH13_11.hmm	346	2582897820_1_2046_+	681	3.1e-137	1	345	177	531	0.994219653179
GH103.hmm	295	2582897886_1_1041_+	346	3.4e-95	8	294	33	321	0.969491525424
GH3.hmm	216	2582897915_236_1018_+	260	3.1e-43	52	216	25	199	0.759259259259
GT2_Glycos_transf_2.hmm	170	2582897932_1_885_+	294	1.7e-30	1	166	7	167	0.970588235294
GT2_Glycos_transf_2.hmm	170	2582897933_1_885_+	294	2.5e-31	1	168	8	170	0.982352941176
CE4.hmm	130	2582897934_1_993_+	330	2.5e-30	4	125	75	280	0.930769230769
GT30.hmm	177	2582897966_1_1263_+	420	2.5e-67	2	176	33	210	0.983050847458
AA6.hmm	195	2582898039_1_588_+	195	8.9e-64	1	194	3	190	0.989743589744
GH13_11.hmm	346	2582898266_1_2085_+	694	4.3e-154	1	346	175	530	0.99710982659
GT28.hmm	157	2582898328_1_633_+	210	2.5e-52	2	156	43	196	0.980891719745
GH5_45.hmm	300	2582898363_1_597_+	198	5e-78	121	300	1	176	0.596666666667
GT2_Glyco_tranf_2_3.hmm	230	2582898393_1_2973_+	990	1.2e-20	1	229	539	784	0.991304347826
