HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	2582735209_1_1137_+	378	1.4e-35	6	155	177	335	0.93125
GT2_Glyco_tranf_2_3.hmm	230	2582735454_1_3084_+	1027	9.9e-19	12	218	29	248	0.895652173913
GT28.hmm	157	2582735471_1_1104_+	367	8.6e-37	2	143	193	334	0.898089171975
CE4.hmm	130	2582735552_1_687_+	228	7e-21	11	123	40	158	0.861538461538
GT4.hmm	160	2582735563_1_1161_+	386	1.8e-32	11	159	192	340	0.925
GT2_Glycos_transf_2.hmm	170	2582735571_1_984_+	327	4.1e-25	1	127	12	136	0.741176470588
CE10.hmm	341	2582735586_1_936_+	311	1.8e-64	48	325	31	296	0.812316715543
GT4.hmm	160	2582735675_1_1158_+	385	5.5e-42	6	159	199	359	0.95625
GT39.hmm	223	2582735779_1_1350_+	449	2.7e-64	2	223	20	239	0.991031390135
GT51.hmm	177	2582735835_1_1851_+	616	8.3e-65	1	177	71	249	0.994350282486
CE14.hmm	124	2582735855_1_726_+	241	5.2e-27	1	117	13	120	0.935483870968
GT2_Glycos_transf_2.hmm	170	2582735871_1_735_+	244	5.5e-28	3	168	10	172	0.970588235294
CE14.hmm	124	2582735927_1_918_+	305	8.2e-43	1	124	16	159	0.991935483871
AA4.hmm	522	2582736013_1_1401_+	466	5.7e-29	12	258	7	244	0.471264367816
CE1.hmm	227	2582736024_1_687_+	228	6.2e-21	38	221	18	223	0.806167400881
GH13_21.hmm	322	2582736025_1_1827_+	608	1.1e-65	3	317	176	492	0.975155279503
GH13.hmm	299	2582736026_1_1950_+	649	1.2e-56	11	294	68	405	0.946488294314
CE10.hmm	341	2582736152_1_936_+	311	2.3e-61	66	335	50	307	0.788856304985
