HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2_Glycos_transf_2.hmm	170	2583007114_1_1011_+	336	5.4e-31	1	159	8	166	0.929411764706
GT9.hmm	225	2583007245_1_522_+	173	2.6e-47	88	224	10	152	0.604444444444
GT9.hmm	225	2583007246_1_1044_+	347	4.7e-51	4	220	78	326	0.96
GT2_Glycos_transf_2.hmm	170	2583007247_1_765_+	254	3.8e-18	8	133	2	118	0.735294117647
GT4.hmm	160	2583007256_103_1011_+	302	3.7e-20	12	159	126	272	0.91875
GH23.hmm	135	2583007277_1_810_+	269	1e-31	16	122	136	256	0.785185185185
GT2_Glycos_transf_2.hmm	170	2583007283_1_1152_+	383	5.4e-22	1	116	47	165	0.676470588235
CE11.hmm	271	2583007312_1_918_+	305	1.1e-112	1	270	4	273	0.992619926199
AA6.hmm	195	2583007329_1_663_+	220	2.6e-17	9	138	13	146	0.661538461538
GT5.hmm	472	2583007373_1_1518_+	505	1.4e-181	1	471	4	482	0.995762711864
GH109.hmm	126	2583007381_1_1011_+	336	4.6e-18	1	126	2	118	0.992063492063
GH13.hmm	299	2583007477_1_1245_+	414	1.4e-22	64	288	4	276	0.749163879599
GT5.hmm	472	2583007530_1_1461_+	486	9.1e-182	1	471	2	476	0.995762711864
GT4.hmm	160	2583007609_1_1173_+	390	8.4e-36	10	156	208	352	0.9125
GT4.hmm	160	2583007610_1_1122_+	373	8.8e-30	12	158	185	331	0.9125
GT28.hmm	157	2583007728_1_1086_+	361	4.5e-52	2	157	185	346	0.987261146497
GT2_Glycos_transf_2.hmm	170	2583007928_1_684_+	227	1.6e-18	2	113	24	135	0.652941176471
GH15.hmm	361	2583007982_1_2439_+	812	7e-90	13	359	299	684	0.958448753463
GT83.hmm	540	2583008120_1_1677_+	558	1.1e-135	7	514	20	518	0.938888888889
GT35.hmm	674	2583008199_1_2505_+	834	6.5e-297	1	674	106	821	0.998516320475
GH57.hmm	383	2583008213_1_1611_+	536	1.4e-95	2	315	9	461	0.817232375979
GT2_Glycos_transf_2.hmm	170	2583008227_1_732_+	243	5.6e-32	2	168	5	168	0.976470588235
CE4.hmm	130	2583008255_1_825_+	274	1.6e-21	20	127	33	144	0.823076923077
GT2_Glycos_transf_2.hmm	170	2583008256_1_663_+	220	1.1e-19	1	164	4	161	0.958823529412
AA7.hmm	458	2583008293_1_2004_+	667	4.2e-21	12	206	160	350	0.423580786026
AA4.hmm	522	2583008410_1_1374_+	457	6.6e-26	15	254	3	233	0.45785440613
GT21.hmm	233	2583008632_1_1152_+	383	4.7e-75	1	232	40	271	0.991416309013
AA7.hmm	458	2583008681_1_1389_+	462	9e-130	2	458	30	458	0.995633187773
GT2_Glycos_transf_2.hmm	170	2583008803_1_990_+	329	4.5e-26	1	166	10	176	0.970588235294
GT11.hmm	276	2583008814_1_918_+	305	5.7e-17	7	243	12	278	0.855072463768
GH13.hmm	299	2583008824_1_3414_+	1137	2.9e-18	16	290	330	696	0.916387959866
CBM48.hmm	76	2583008888_1_1803_+	600	5.6e-20	3	71	15	94	0.894736842105
GH13_10.hmm	298	2583008888_1_1803_+	600	9.6e-48	6	297	144	450	0.976510067114
