HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE14.hmm	124	2582683111_1_858_+	285	3.1e-16	1	119	6	115	0.951612903226
GT4.hmm	160	2582683151_1_1209_+	402	2e-37	7	154	220	367	0.91875
GT2_Glycos_transf_2.hmm	170	2582683152_1_936_+	311	5.5e-20	3	119	6	129	0.682352941176
GT26.hmm	171	2582683155_1_855_+	284	2.3e-54	2	171	71	246	0.988304093567
GT26.hmm	171	2582683159_1_567_+	188	1.5e-35	65	171	51	161	0.619883040936
GT2_Glycos_transf_2.hmm	170	2582683213_1_765_+	254	1.1e-21	2	166	9	167	0.964705882353
GT4.hmm	160	2582683230_1_1317_+	438	5.7e-30	12	159	256	405	0.91875
GT84.hmm	215	2582683268_1_5349_+	1782	1.5e-103	1	215	1381	1595	0.995348837209
AA3.hmm	618	2582683444_1_1644_+	547	7.2e-44	86	407	5	532	0.519417475728
GH92.hmm	491	2582683461_1_2436_+	811	2.7e-161	3	485	286	796	0.9816700611
GH3.hmm	216	2582683462_1_1986_+	661	3.1e-64	8	215	142	365	0.958333333333
GH33.hmm	342	2582683520_1_1188_+	395	3.4e-84	9	342	46	387	0.973684210526
CE1.hmm	227	2582683522_1_2556_+	851	6.2e-18	10	208	325	502	0.872246696035
GT4.hmm	160	2582683614_1_1161_+	386	3e-28	9	147	201	336	0.8625
GH25.hmm	177	2582683653_1_1953_+	650	6.6e-25	2	175	35	277	0.977401129944
CE14.hmm	124	2582683730_1_729_+	242	2.2e-21	2	115	12	109	0.911290322581
GT6.hmm	280	2582683835_1_1629_+	542	1.5e-34	44	257	2	210	0.760714285714
GT11.hmm	276	2582683835_1_1629_+	542	1.8e-40	2	275	246	528	0.989130434783
GH109.hmm	126	2582683879_1_1380_+	459	1.3e-20	2	112	45	148	0.873015873016
GT2_Glycos_transf_2.hmm	170	2582683906_1_831_+	276	3.6e-38	1	169	55	217	0.988235294118
GH109.hmm	126	2582683921_1_1389_+	462	8.5e-20	3	117	45	152	0.904761904762
GT25.hmm	181	2582684182_1_948_+	315	1.5e-36	3	180	19	201	0.977900552486
GT5.hmm	472	2582684195_1_1464_+	487	1.7e-170	9	470	1	474	0.976694915254
CBM9.hmm	182	2582684199_1_672_+	223	2.3e-18	1	181	17	221	0.989010989011
GH109.hmm	126	2582684211_1_1122_+	373	2.7e-19	2	125	6	119	0.97619047619
GH109.hmm	126	2582684266_1_1536_+	511	3.2e-21	4	124	45	161	0.952380952381
GH5_13.hmm	275	2582684380_1_1164_+	387	1.5e-113	1	275	67	343	0.996363636364
CBM38.hmm	129	2582684387_1_5766_+	1921	2e-22	2	128	612	741	0.976744186047
AA3.hmm	618	2582684394_1_1593_+	530	1.2e-46	87	400	2	520	0.506472491909
GT26.hmm	171	2582684426_1_900_+	299	9.8e-56	5	170	104	272	0.964912280702
GT4.hmm	160	2582684437_1_1290_+	429	7e-25	10	156	244	398	0.9125
GH33.hmm	342	2582684447_1_2709_+	902	5.7e-38	25	330	61	370	0.891812865497
GH33.hmm	342	2582684448_1_1161_+	386	9.7e-44	55	326	74	355	0.792397660819
GH140.hmm	412	2582684453_1_1335_+	444	4.7e-152	2	412	16	432	0.995145631068
GH33.hmm	342	2582684461_121_1212_+	363	1.1e-16	31	338	30	356	0.897660818713
GH109.hmm	126	2582684496_1_1362_+	453	1.7e-17	1	121	49	185	0.952380952381
GH109.hmm	126	2582684499_1_1050_+	349	7.4e-21	1	122	6	118	0.960317460317
GT2_Glycos_transf_2.hmm	170	2582684501_1_2715_+	904	6.2e-27	1	130	26	159	0.758823529412
GT83.hmm	540	2582684501_1_2715_+	904	5.1e-51	6	376	391	754	0.685185185185
GT4.hmm	160	2582684514_1_1104_+	367	1.4e-36	4	159	183	336	0.96875
CBM48.hmm	76	2582684541_1_2208_+	735	2.1e-19	2	68	129	214	0.868421052632
GH13_9.hmm	291	2582684541_1_2208_+	735	3.4e-146	2	290	285	584	0.989690721649
GH57.hmm	383	2582684568_1_2205_+	734	5.3e-58	2	300	9	284	0.778067885117
GH63.hmm	570	2582684584_1_2238_+	745	1.7e-19	363	564	301	743	0.352631578947
CE1.hmm	227	2582684602_1_1734_+	577	7.5e-27	5	223	56	283	0.960352422907
PL10.hmm	287	2582684616_1_1179_+	392	9.4e-98	1	287	78	373	0.996515679443
CE15.hmm	269	2582684684_1_1293_+	430	4.4e-22	7	267	103	426	0.966542750929
CBM22.hmm	131	2582684738_1_1863_+	620	2.5e-16	13	130	273	394	0.893129770992
GT4.hmm	160	2582684826_1_1287_+	428	6.6e-37	5	157	188	338	0.95
CE4.hmm	130	2582684827_1_870_+	289	1.5e-24	4	120	83	221	0.892307692308
GH13_11.hmm	346	2582684972_1_2100_+	699	2e-147	1	346	172	524	0.99710982659
GT35.hmm	674	2582684985_1_2472_+	823	7.7e-276	1	673	103	817	0.99703264095
GH77.hmm	494	2582684987_1_1536_+	511	6.2e-173	1	489	12	499	0.987854251012
GT2_Glycos_transf_2.hmm	170	2582685118_1_999_+	332	2.9e-33	1	167	4	164	0.976470588235
CE9.hmm	373	2582685177_1_936_+	311	1e-75	47	344	4	309	0.796246648794
AA7.hmm	458	2582685212_1_1464_+	487	4.6e-27	11	201	42	240	0.414847161572
GH109.hmm	126	2582685293_1_1476_+	491	3.7e-17	1	118	45	160	0.928571428571
GH33.hmm	342	2582685307_1_3030_+	1009	6e-22	15	325	679	976	0.906432748538
CE1.hmm	227	2582685481_1_891_+	296	3.4e-31	5	222	55	286	0.955947136564
GH33.hmm	342	2582685484_1_2394_+	797	4.9e-34	27	307	454	727	0.818713450292
GH149.hmm	1128	2582685583_1_3534_+	1177	0	3	1126	30	1171	0.995567375887
GH16.hmm	189	2582685586_1_1959_+	652	3.5e-46	2	189	37	262	0.989417989418
GT4.hmm	160	2582685595_1_1158_+	385	2.1e-31	8	158	204	354	0.9375
GT35.hmm	674	2582685621_1_2493_+	830	5.7e-278	1	673	109	822	0.99703264095
CBM47.hmm	128	2582685674_1_3531_+	1176	1.3e-24	2	101	563	664	0.7734375
CE10.hmm	341	2582685700_1_870_+	289	3.6e-30	65	316	36	273	0.736070381232
CE14.hmm	124	2582685709_1_858_+	285	3.1e-16	1	119	6	115	0.951612903226
PL25.hmm	434	2582685715_1_2691_+	896	1.2e-16	235	414	666	852	0.412442396313
GH109.hmm	126	2582685727_1_1287_+	428	7e-16	1	112	35	142	0.880952380952
GH33.hmm	342	2582685788_1_1167_+	388	3e-80	13	330	35	374	0.926900584795
GT2_Glycos_transf_2.hmm	170	2582685792_1_1176_+	391	9.7e-19	1	117	55	174	0.682352941176
CE10.hmm	341	2582685808_1_924_+	307	2.2e-34	68	314	42	291	0.721407624633
GH30.hmm	417	2582685810_1_1518_+	505	2.3e-133	9	417	96	505	0.978417266187
GH84.hmm	295	2582685811_1_1341_+	446	2e-82	2	281	10	301	0.945762711864
AA3.hmm	618	2582685839_1_1917_+	638	9.6e-50	89	402	104	622	0.506472491909
CE11.hmm	271	2582685903_1_900_+	299	6e-74	1	269	7	275	0.988929889299
GT9.hmm	225	2582685923_1_1071_+	356	3.4e-35	3	207	79	312	0.906666666667
CE14.hmm	124	2582685938_1_843_+	280	2.8e-21	1	124	6	115	0.991935483871
GH109.hmm	126	2582685985_1_1389_+	462	1.2e-20	2	117	48	161	0.912698412698
GH109.hmm	126	2582686061_1_1269_+	422	1.3e-20	2	122	40	152	0.952380952381
CE1.hmm	227	2582686265_1_846_+	281	5.3e-27	3	143	51	242	0.616740088106
GT4.hmm	160	2582686307_1_1293_+	430	6.5e-29	12	151	241	378	0.86875
GT4.hmm	160	2582686308_1_1188_+	395	2.2e-39	12	158	209	355	0.9125
GT2_Glycos_transf_2.hmm	170	2582686376_1_747_+	248	3.8e-26	2	168	6	164	0.976470588235
GH109.hmm	126	2582686444_1_1284_+	427	2.6e-22	3	123	49	166	0.952380952381
CE10.hmm	341	2582686495_1_3876_+	1291	1.6e-16	77	320	1047	1275	0.712609970674
CBM6.hmm	138	2582686509_1_2745_+	914	1.5e-20	30	136	793	904	0.768115942029
CE10.hmm	341	2582686643_1_1716_+	571	9.4e-48	71	312	136	489	0.706744868035
CBM67.hmm	176	2582686647_1_3828_+	1275	6.6e-34	1	176	33	180	0.994318181818
GT19.hmm	354	2582686685_1_1194_+	397	6.8e-107	1	350	9	365	0.985875706215
CE4.hmm	130	2582686741_1_2124_+	707	1.4e-23	4	126	470	600	0.938461538462
AA3.hmm	618	2582686743_1_1434_+	477	3.1e-59	88	406	3	467	0.514563106796
CE1.hmm	227	2582686747_1_1503_+	500	1.5e-28	9	213	182	477	0.898678414097
CE10.hmm	341	2582686753_1_2649_+	882	8.4e-18	80	319	390	628	0.700879765396
GH109.hmm	126	2582686803_1_1131_+	376	5.7e-16	1	122	4	123	0.960317460317
CE15.hmm	269	2582686809_1_1395_+	464	3.3e-95	2	266	75	463	0.981412639405
CE10.hmm	341	2582686875_1_918_+	305	1.5e-24	67	315	31	291	0.727272727273
GH33.hmm	342	2582687011_1_1218_+	405	4.2e-32	22	326	48	377	0.888888888889
CE1.hmm	227	2582687021_1_1122_+	373	1.6e-29	5	218	105	360	0.938325991189
GH109.hmm	126	2582687071_1_1077_+	358	1.6e-21	1	120	2	112	0.944444444444
GT2_Glycos_transf_2.hmm	170	2582687077_1_1035_+	344	3.3e-22	1	166	17	175	0.970588235294
GT2_Glycos_transf_2.hmm	170	2582687134_1_741_+	246	1.7e-27	2	168	16	181	0.976470588235
GH20.hmm	337	2582687174_1_2688_+	895	1.4e-94	8	336	358	780	0.973293768546
CE1.hmm	227	2582687252_1_2172_+	723	1.9e-17	5	208	468	695	0.894273127753
