HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE4.hmm	130	2582753252_1_642_+	213	3.1e-24	10	124	5	130	0.876923076923
GH4.hmm	179	2582753254_1_1260_+	419	2.1e-54	1	177	2	176	0.983240223464
GT76.hmm	407	2582753258_1_1299_+	432	1.8e-21	22	234	38	282	0.520884520885
GH1.hmm	429	2582753587_1_1350_+	449	3.5e-158	3	426	9	445	0.986013986014
CE14.hmm	124	2582753588_1_801_+	266	7.4e-17	1	117	26	133	0.935483870968
GH4.hmm	179	2582753627_1_1239_+	412	1.1e-54	1	177	2	176	0.983240223464
CE14.hmm	124	2582753673_1_933_+	310	1.1e-37	1	124	10	153	0.991935483871
GT4.hmm	160	2582753739_1_1194_+	397	8.9e-39	9	157	189	337	0.925
GT28.hmm	157	2582753917_1_918_+	305	1.9e-36	2	155	129	288	0.974522292994
GT4.hmm	160	2582753993_1_1236_+	411	4.4e-42	7	157	211	363	0.9375
