HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT51.hmm	177	2582635267_1_2313_+	770	2.6e-60	1	176	66	257	0.988700564972
GT2_Glycos_transf_2.hmm	170	2582635280_1_975_+	324	1.3e-28	1	114	4	114	0.664705882353
GT4.hmm	160	2582635309_1_1038_+	345	3e-27	7	157	168	314	0.9375
GH16.hmm	189	2582635367_1_864_+	287	1.7e-53	2	189	50	283	0.989417989418
GT2_Glycos_transf_2.hmm	170	2582635389_1_957_+	318	8.3e-29	1	166	9	169	0.970588235294
GT83.hmm	540	2582635392_1_1635_+	544	1e-78	4	485	4	500	0.890740740741
GT9.hmm	225	2582635399_1_999_+	332	3.1e-19	51	194	138	286	0.635555555556
GH109.hmm	126	2582635400_1_1452_+	483	3.7e-16	3	122	46	158	0.944444444444
GT2_Glycos_transf_2.hmm	170	2582635446_1_765_+	254	7.2e-26	1	160	5	160	0.935294117647
GT4.hmm	160	2582635447_1_1269_+	422	1.2e-21	6	153	240	388	0.91875
GH105.hmm	332	2582635508_1_1302_+	433	2.1e-117	10	331	45	383	0.96686746988
GH2.hmm	752	2582635515_1_2694_+	897	2.9e-98	23	491	32	581	0.622340425532
CE14.hmm	124	2582635519_1_558_+	185	3.4e-18	1	116	37	151	0.927419354839
GH109.hmm	126	2582635520_1_1368_+	455	2e-20	1	123	38	158	0.968253968254
GH30.hmm	417	2582635521_1_1377_+	458	2.2e-131	12	416	44	454	0.968824940048
GH109.hmm	126	2582635563_1_1353_+	450	1.4e-49	1	126	34	159	0.992063492063
GH28.hmm	325	2582635615_1_1479_+	492	2.8e-59	9	312	52	393	0.932307692308
GH109.hmm	126	2582635616_1_1407_+	468	3.8e-54	1	126	56	180	0.992063492063
GH31.hmm	427	2582635626_1_1368_+	455	3e-43	2	264	197	451	0.613583138173
CE10.hmm	341	2582635639_1_930_+	309	4.3e-40	60	329	53	307	0.788856304985
GH105.hmm	332	2582635677_1_825_+	274	4.3e-49	8	238	51	273	0.692771084337
GT2_Glycos_transf_2.hmm	170	2582635703_1_741_+	246	2.2e-30	2	168	8	174	0.976470588235
GT2_Glycos_transf_2.hmm	170	2582635743_1_594_+	197	2.1e-31	1	132	5	138	0.770588235294
CE14.hmm	124	2582635745_1_861_+	286	1.2e-22	1	124	24	133	0.991935483871
GH20.hmm	337	2582635749_1_522_+	173	1.3e-36	200	336	1	138	0.403560830861
GT30.hmm	177	2582635757_1_1206_+	401	3e-44	12	176	33	193	0.926553672316
GH106.hmm	824	2582635761_1_1554_+	517	1.4e-135	10	421	25	498	0.498786407767
GH130.hmm	296	2582635782_1_1419_+	472	7e-84	13	286	171	471	0.922297297297
GT2_Glycos_transf_2.hmm	170	2582635805_1_1029_+	342	3.9e-23	1	166	23	191	0.970588235294
CE11.hmm	271	2582635841_1_1395_+	464	6.1e-73	1	220	5	225	0.808118081181
CE10.hmm	341	2582635921_1_873_+	290	1e-33	63	321	31	279	0.756598240469
GH109.hmm	126	2582635922_1_1344_+	447	1.1e-18	1	123	43	161	0.968253968254
CE9.hmm	373	2582635925_1_1203_+	400	6.8e-112	3	373	9	389	0.991957104558
GT2_Glycos_transf_2.hmm	170	2582635943_1_1002_+	333	4.3e-23	2	133	5	134	0.770588235294
GT5.hmm	472	2582635948_1_810_+	269	3.7e-53	1	211	5	226	0.444915254237
AA3.hmm	618	2582636080_1_1713_+	570	8.2e-47	86	403	9	567	0.512944983819
GT4.hmm	160	2582636134_1_1164_+	387	2.4e-39	7	158	196	344	0.94375
GT51.hmm	177	2582636159_1_1053_+	350	1.6e-55	2	177	133	330	0.988700564972
CE1.hmm	227	2582636184_1_753_+	250	3.3e-31	10	208	34	230	0.872246696035
GH20.hmm	337	2582636185_1_1911_+	636	2.1e-120	8	336	159	521	0.973293768546
GH109.hmm	126	2582636218_1_1401_+	466	5.3e-24	1	121	54	166	0.952380952381
CE10.hmm	341	2582636240_1_2121_+	706	1.3e-24	80	316	456	689	0.692082111437
GH63.hmm	570	2582636264_1_2631_+	876	5.5e-19	353	565	421	869	0.371929824561
GH88.hmm	329	2582636322_1_1167_+	388	8.7e-131	2	329	58	382	0.993920972644
GH23.hmm	135	2582636325_1_1443_+	480	6.1e-29	2	121	111	246	0.881481481481
CE14.hmm	124	2582636329_1_717_+	238	6.5e-23	1	124	6	111	0.991935483871
GT2_Glycos_transf_2.hmm	170	2582636355_1_993_+	330	1e-20	1	142	4	140	0.829411764706
GH109.hmm	126	2582636409_1_1149_+	382	2.6e-19	1	122	4	124	0.960317460317
AA3.hmm	618	2582636431_1_1716_+	571	9.8e-51	85	404	8	569	0.516181229773
GT4.hmm	160	2582636438_1_1197_+	398	2.2e-19	10	160	222	368	0.9375
GH33.hmm	342	2582636460_1_996_+	331	3.1e-34	14	327	30	319	0.915204678363
GH20.hmm	337	2582636496_1_2625_+	874	6.8e-95	8	336	324	756	0.973293768546
GT2_Glycos_transf_2.hmm	170	2582636561_1_753_+	250	2.8e-25	1	132	8	135	0.770588235294
GH65.hmm	372	2582636608_1_894_+	297	3.8e-84	149	370	2	231	0.594086021505
GH109.hmm	126	2582636618_1_1017_+	338	3.8e-19	2	123	40	166	0.960317460317
GH109.hmm	126	2582636645_1_1146_+	381	8.2e-21	1	122	4	115	0.960317460317
GT4.hmm	160	2582636679_1_1173_+	390	1.1e-30	9	158	212	357	0.93125
GH3.hmm	216	2582636701_1_2007_+	668	1.4e-54	3	214	171	413	0.976851851852
GT2_Glycos_transf_2.hmm	170	2582636711_1_987_+	328	1.1e-25	1	164	5	174	0.958823529412
AA3.hmm	618	2582636726_1_1605_+	534	1.2e-50	86	402	1	529	0.511326860841
GH97.hmm	631	2582636735_1_2232_+	743	3.5e-166	6	630	66	738	0.988906497623
GT2_Glycos_transf_2.hmm	170	2582636779_1_708_+	235	2.4e-16	4	168	1	160	0.964705882353
GH13_4.hmm	398	2582636804_1_1929_+	642	3.5e-171	1	398	101	500	0.997487437186
GH32.hmm	293	2582636809_1_1440_+	479	3.6e-100	1	286	31	329	0.972696245734
