HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	2582696448_1_1737_+	578	9.7e-44	30	215	121	320	0.856481481481
GH16.hmm	189	2582696449_1_1260_+	419	1.7e-21	4	189	43	310	0.978835978836
CE10.hmm	341	2582696468_1_846_+	281	3.5e-30	74	324	34	265	0.733137829912
CE1.hmm	227	2582696474_1_837_+	278	3.2e-16	7	214	46	263	0.911894273128
GT5.hmm	472	2582696563_1_1359_+	452	1.5e-160	24	471	2	450	0.947033898305
CBM16.hmm	116	2582696637_1_2889_+	962	3.5e-18	1	106	710	834	0.905172413793
CE11.hmm	271	2582696647_1_1362_+	453	1.9e-93	1	269	10	277	0.988929889299
GH93.hmm	307	2582696797_1_1128_+	375	5.7e-18	9	204	183	358	0.635179153094
AA2.hmm	255	2582696813_1_2310_+	769	5.9e-17	14	114	122	223	0.392156862745
GH109.hmm	126	2582696821_1_1449_+	482	3.3e-47	1	125	68	191	0.984126984127
GH109.hmm	126	2582696822_1_1458_+	485	1.5e-50	1	125	72	195	0.984126984127
CE1.hmm	227	2582696854_1_1119_+	372	1.3e-34	4	216	123	357	0.933920704846
PL14_3.hmm	192	2582696862_1_771_+	256	2.2e-56	4	190	62	252	0.96875
GT2_Glycos_transf_2.hmm	170	2582696882_1_729_+	242	1.4e-22	1	115	4	116	0.670588235294
CBM38.hmm	129	2582696898_1_4329_+	1442	3.5e-28	4	128	27	150	0.961240310078
GH77.hmm	494	2582696902_1_1515_+	504	5.5e-133	1	471	34	480	0.951417004049
AA7.hmm	458	2582696909_1_1386_+	461	5.9e-20	17	200	45	237	0.399563318777
CE10.hmm	341	2582696923_1_936_+	311	2.5e-41	72	319	52	293	0.724340175953
CE10.hmm	341	2582696936_1_870_+	289	1.4e-18	90	336	68	285	0.721407624633
GT35.hmm	674	2582696940_1_2559_+	852	7.1e-270	1	673	131	845	0.99703264095
GT28.hmm	157	2582696979_1_1089_+	362	5.9e-17	22	117	214	309	0.605095541401
GH20.hmm	337	2582696991_1_1743_+	580	4.7e-39	13	332	118	425	0.946587537092
GT19.hmm	354	2582697002_1_729_+	242	2.5e-40	132	350	3	218	0.61581920904
CE14.hmm	124	2582697068_1_801_+	266	3.1e-18	2	117	6	109	0.927419354839
CE9.hmm	373	2582697079_1_1155_+	384	1.6e-92	16	365	19	367	0.935656836461
CE10.hmm	341	2582697134_1_621_+	206	1.6e-30	123	325	2	194	0.592375366569
GH109.hmm	126	2582697202_1_1080_+	359	1.6e-19	1	124	6	119	0.97619047619
CBM47.hmm	128	2582697203_1_2124_+	707	5e-22	4	80	520	596	0.59375
GH99.hmm	334	2582697204_1_1071_+	356	1.2e-50	1	314	29	331	0.937125748503
CBM48.hmm	76	2582697209_1_2199_+	732	2.5e-20	2	70	121	207	0.894736842105
GH13_9.hmm	291	2582697209_1_2199_+	732	2.9e-134	2	290	278	578	0.989690721649
GH109.hmm	126	2582697247_1_948_+	315	4.4e-16	1	121	5	128	0.952380952381
CE10.hmm	341	2582697287_1_1002_+	333	8.8e-43	70	315	63	295	0.718475073314
GT9.hmm	225	2582697293_1_999_+	332	8.3e-38	3	205	65	291	0.897777777778
GT2_Glycos_transf_2.hmm	170	2582697346_1_399_+	132	1.5e-26	4	108	22	129	0.611764705882
CE1.hmm	227	2582697358_1_1779_+	592	2.7e-39	1	211	51	298	0.925110132159
CE1.hmm	227	2582697358_1_1779_+	592	2.2e-17	6	143	328	491	0.603524229075
CBM51.hmm	134	2582697375_1_3123_+	1040	7.6e-18	3	81	89	172	0.582089552239
GH141.hmm	527	2582697421_1_2340_+	779	2.9e-108	3	524	22	525	0.988614800759
GH33.hmm	342	2582697422_1_1059_+	352	3.1e-86	6	328	22	347	0.941520467836
CBM44.hmm	64	2582697441_1_2262_+	753	1.1e-16	6	63	569	626	0.890625
CE3.hmm	194	2582697443_1_693_+	230	5.9e-19	2	192	28	223	0.979381443299
CE10.hmm	341	2582697479_1_1296_+	431	1.1e-38	75	331	45	294	0.75073313783
CE10.hmm	341	2582697499_1_969_+	322	8.6e-24	52	216	38	216	0.480938416422
CE10.hmm	341	2582697514_1_858_+	285	3.8e-22	81	314	60	261	0.683284457478
GH13_11.hmm	346	2582697529_1_2391_+	796	8.3e-42	9	237	365	574	0.658959537572
CE1.hmm	227	2582697544_1_936_+	311	7.3e-31	8	222	62	305	0.942731277533
GH16.hmm	189	2582697595_1_693_+	230	3.3e-22	3	189	27	229	0.984126984127
GH16.hmm	189	2582697596_1_693_+	230	4.3e-20	3	189	28	229	0.984126984127
GH16.hmm	189	2582697597_1_696_+	231	5.9e-18	2	188	27	227	0.984126984127
GH16.hmm	189	2582697598_1_705_+	234	1.6e-17	2	189	30	233	0.989417989418
GT30.hmm	177	2582697611_1_1281_+	426	8.5e-52	3	176	34	211	0.977401129944
CE10.hmm	341	2582697654_1_1926_+	641	5.3e-19	40	315	356	623	0.806451612903
CE10.hmm	341	2582697667_1_852_+	283	1.4e-48	73	325	34	272	0.739002932551
GH33.hmm	342	2582697668_1_1152_+	383	2.5e-39	27	338	54	369	0.909356725146
CBM67.hmm	176	2582697693_1_3021_+	1006	1.4e-27	3	176	24	162	0.982954545455
CE10.hmm	341	2582697710_1_945_+	314	2.3e-25	67	309	28	267	0.709677419355
GH33.hmm	342	2582697719_1_1383_+	460	8.3e-33	14	325	29	321	0.909356725146
CE10.hmm	341	2582697727_1_879_+	292	3.1e-36	58	309	16	266	0.736070381232
AA7.hmm	458	2582697832_1_1476_+	491	4.1e-20	8	199	41	239	0.417030567686
CBM67.hmm	176	2582697856_148_2442_+	764	7e-20	4	167	473	630	0.926136363636
AA3.hmm	618	2582697879_1_1776_+	591	2.4e-55	84	403	7	588	0.516181229773
CE15.hmm	269	2582697973_1_2376_+	791	1.8e-23	13	257	473	780	0.907063197026
GH33.hmm	342	2582698000_1_1005_+	334	4.8e-39	27	338	5	320	0.909356725146
CE7.hmm	313	2582698004_1_1197_+	398	2.3e-19	56	301	55	289	0.782747603834
GT41.hmm	705	2582698005_1_1977_+	658	4.2e-113	123	518	171	651	0.560283687943
CBM51.hmm	134	2582698009_1_714_+	237	6.5e-19	3	81	89	172	0.582089552239
CE10.hmm	341	2582698012_1_846_+	281	2.7e-35	71	309	32	253	0.697947214076
CBM6.hmm	138	2582698062_1_2688_+	895	1.2e-26	31	137	783	894	0.768115942029
GH16.hmm	189	2582698091_1_783_+	260	2.8e-56	2	188	23	257	0.984126984127
