HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE8.hmm	288	2583017160_1_1563_+	520	4.2e-50	2	269	208	481	0.927083333333
PL1_2.hmm	176	2583017163_1_1011_+	336	6e-25	87	176	14	99	0.505681818182
GH105.hmm	332	2583017166_1_1455_+	484	2.9e-105	8	332	38	399	0.975903614458
CBM35.hmm	123	2583017167_1_1098_+	365	1.3e-22	1	122	141	258	0.983739837398
GH2.hmm	752	2583017199_1_2385_+	794	7.8e-71	40	394	46	514	0.470744680851
PL4_4.hmm	545	2583017200_1_2019_+	672	5.6e-129	5	544	30	569	0.988990825688
GH63.hmm	570	2583017208_1_1383_+	460	4.6e-21	334	557	47	439	0.391228070175
CE10.hmm	341	2583017241_1_1986_+	661	8.4e-17	51	315	385	644	0.774193548387
CE4.hmm	130	2583017324_1_606_+	201	9.3e-28	4	117	20	129	0.869230769231
GH23.hmm	135	2583017338_1_918_+	305	1.2e-17	6	124	80	211	0.874074074074
GH28.hmm	325	2583017344_1_1434_+	477	3e-59	7	309	72	393	0.929230769231
GT51.hmm	177	2583017352_1_1557_+	518	2.7e-58	8	177	82	257	0.954802259887
PL1_2.hmm	176	2583017375_1_1425_+	474	8.6e-59	2	176	48	238	0.988636363636
GH23.hmm	135	2583017398_1_1269_+	422	4.7e-21	2	116	124	254	0.844444444444
CE1.hmm	227	2583017421_1_729_+	242	3.1e-20	67	217	69	239	0.660792951542
GH1.hmm	429	2583017423_1_1329_+	442	1.3e-146	2	424	4	441	0.983682983683
GT2_Glycos_transf_2.hmm	170	2583017452_1_1482_+	493	2.8e-17	1	130	246	378	0.758823529412
PL22_2.hmm	158	2583017469_1_387_+	128	3.4e-27	84	158	2	121	0.46835443038
PL17_2.hmm	138	2583017478_1_1002_+	333	3.1e-18	42	137	171	266	0.688405797101
GH5_13.hmm	275	2583017488_1_597_+	198	1.7e-49	1	120	78	198	0.432727272727
CE10.hmm	341	2583017518_1_870_+	289	1.8e-30	90	330	64	282	0.703812316716
