HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE10.hmm	341	2582716270_1_2067_+	688	1.5e-18	32	309	395	665	0.812316715543
CE10.hmm	341	2582716289_1_1794_+	597	2e-22	63	316	343	582	0.741935483871
GT94.hmm	283	2582716312_1_1170_+	389	1e-16	36	225	114	319	0.667844522968
GH130.hmm	296	2582716314_1_1485_+	494	2.9e-51	60	294	261	491	0.790540540541
GT2_Glycos_transf_2.hmm	170	2582716369_1_957_+	318	1.3e-24	2	167	6	174	0.970588235294
GH2.hmm	752	2582716372_1_2349_+	782	7.5e-161	145	751	6	668	0.80585106383
GH36.hmm	688	2582716375_1_2130_+	709	5.2e-190	3	671	13	653	0.970930232558
GH38.hmm	269	2582716462_1_3015_+	1004	2.9e-78	2	255	255	507	0.940520446097
GT2_Glycos_transf_2.hmm	170	2582716604_1_906_+	301	7.1e-26	1	166	12	168	0.970588235294
GT4.hmm	160	2582716660_1_1212_+	403	8.1e-43	7	159	212	368	0.95
GT4.hmm	160	2582716675_1_1287_+	428	1.8e-27	22	159	251	387	0.85625
GT4.hmm	160	2582716765_1_1287_+	428	1.8e-27	22	159	251	387	0.85625
CE14.hmm	124	2582716799_1_774_+	257	7.3e-30	1	124	27	143	0.991935483871
GT2_Glycos_transf_2.hmm	170	2582716813_1_744_+	247	2.1e-31	1	156	10	171	0.911764705882
CE14.hmm	124	2582716822_1_894_+	297	1.2e-37	1	124	1	145	0.991935483871
CE10.hmm	341	2582716851_1_786_+	261	3.8e-16	93	308	43	234	0.630498533724
AA3.hmm	618	2582716910_1_1209_+	402	4.8e-31	92	399	7	399	0.496763754045
GT28.hmm	157	2582716946_1_1104_+	367	7.4e-41	2	155	195	352	0.974522292994
GT4.hmm	160	2582716967_1_1122_+	373	5.9e-39	4	158	184	344	0.9625
GT51.hmm	177	2582716982_1_2256_+	751	2.9e-56	2	176	43	218	0.983050847458
CE10.hmm	341	2582717090_1_1629_+	542	2.1e-22	65	316	290	527	0.736070381232
GH84.hmm	295	2582717203_1_786_+	261	3.1e-57	2	263	8	254	0.884745762712
CE10.hmm	341	2582717327_1_1431_+	476	1.1e-42	73	209	75	231	0.398826979472
CE14.hmm	124	2582717331_1_801_+	266	4.4e-40	2	124	6	134	0.983870967742
GT4.hmm	160	2582717421_1_1155_+	384	4.4e-37	7	157	176	321	0.9375
GT2_Glycos_transf_2.hmm	170	2582717441_1_936_+	311	1.6e-16	1	131	80	199	0.764705882353
GH84.hmm	295	2582717511_1_1227_+	408	2.5e-57	2	267	8	258	0.898305084746
GT2_Glycos_transf_2.hmm	170	2582717642_1_1380_+	459	1.9e-16	1	130	80	198	0.758823529412
CE10.hmm	341	2582717814_1_909_+	302	3.3e-72	70	338	43	301	0.785923753666
CE9.hmm	373	2582717828_1_1092_+	363	7e-93	7	371	11	356	0.975871313673
GT4.hmm	160	2582717849_1_1128_+	375	1.2e-22	8	147	196	335	0.86875
GT4.hmm	160	2582717850_1_1074_+	357	5.7e-28	9	155	191	326	0.9125
GT76.hmm	407	2582717877_1_1206_+	401	2.5e-21	42	263	63	324	0.542997542998
GH109.hmm	126	2582717926_1_1080_+	359	1.9e-16	1	122	4	120	0.960317460317
