HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT19.hmm	354	2595238733_1_1155_+	384	4.7e-124	1	352	10	364	0.991525423729
CE4.hmm	130	2595238852_1_861_+	286	4.9e-24	22	127	40	150	0.807692307692
GH23.hmm	135	2595239072_1_1020_+	339	2.8e-18	11	120	200	327	0.807407407407
GT2_Glycos_transf_2.hmm	170	2595239162_1_786_+	261	3.1e-31	1	113	4	111	0.658823529412
GH73.hmm	128	2595239214_1_981_+	326	1.6e-37	4	126	187	323	0.953125
GT4.hmm	160	2595239229_1_1149_+	382	2.1e-33	7	153	198	349	0.9125
GT4.hmm	160	2595239231_1_1368_+	455	3.6e-31	11	158	215	364	0.91875
GT2_Glycos_transf_2.hmm	170	2595239234_1_1035_+	344	8.5e-23	2	133	17	152	0.770588235294
GT32.hmm	90	2595239235_1_825_+	274	6.7e-20	4	87	21	95	0.922222222222
GT9.hmm	225	2595239372_1_1092_+	363	7.4e-45	10	219	80	333	0.928888888889
GT4.hmm	160	2595239374_1_393_+	130	6.7e-17	58	157	2	100	0.61875
GT2_Glycos_transf_2.hmm	170	2595239376_1_744_+	247	2.6e-18	1	106	3	97	0.617647058824
GT2_Glycos_transf_2.hmm	170	2595239377_1_816_+	271	7.7e-23	1	104	5	109	0.605882352941
GT28.hmm	157	2595239411_1_1077_+	358	1.5e-49	2	150	183	340	0.942675159236
GT5.hmm	472	2595239441_1_1434_+	477	1.8e-176	1	471	3	475	0.995762711864
CBM48.hmm	76	2595239442_1_2445_+	814	2.7e-17	2	69	213	298	0.881578947368
GH13_9.hmm	291	2595239442_1_2445_+	814	3.7e-141	2	290	368	667	0.989690721649
GT2_Glycos_transf_2.hmm	170	2595239538_1_1044_+	347	9.7e-27	1	132	14	142	0.770588235294
GT30.hmm	177	2595239539_1_1266_+	421	1.2e-70	2	176	33	210	0.983050847458
GH13_11.hmm	346	2595239563_1_2103_+	700	2.8e-140	1	346	176	531	0.99710982659
GH3.hmm	216	2595239732_1_990_+	329	3e-55	10	216	52	268	0.953703703704
GT4.hmm	160	2595239770_1_1137_+	378	4.7e-25	7	154	194	341	0.91875
GT2_Glycos_transf_2.hmm	170	2595239773_1_1056_+	351	1.1e-25	1	143	9	155	0.835294117647
GT11.hmm	276	2595239774_1_882_+	293	3.7e-77	1	276	1	292	0.996376811594
GT2_Glycos_transf_2.hmm	170	2595239777_1_1020_+	339	3.5e-23	2	131	8	134	0.758823529412
GH77.hmm	494	2595239843_1_1476_+	491	1.3e-162	1	480	14	477	0.96963562753
GT2_Glyco_tranf_2_3.hmm	230	2595239939_1_2604_+	867	1.8e-32	4	230	423	650	0.982608695652
CE11.hmm	271	2595239990_1_924_+	307	3.3e-117	1	270	4	275	0.992619926199
GT2_Glycos_transf_2.hmm	170	2595240081_1_963_+	320	1.3e-32	1	124	13	136	0.723529411765
GT83.hmm	540	2595240083_1_1809_+	602	9.1e-97	11	363	138	503	0.651851851852
GT2_Glycos_transf_2.hmm	170	2595240116_1_963_+	320	1e-22	2	160	14	168	0.929411764706
AA3.hmm	618	2595240118_1_1587_+	528	4.1e-19	86	397	1	522	0.503236245955
