HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT21.hmm	233	2583043025_1_1077_+	358	9.9e-68	2	233	19	251	0.991416309013
GT2_Glycos_transf_2.hmm	170	2583043032_1_1155_+	384	3.3e-23	2	167	48	219	0.970588235294
GT30.hmm	177	2583043213_1_1023_+	340	6.6e-62	2	176	44	218	0.983050847458
GT25.hmm	181	2583043274_1_780_+	259	6.7e-30	3	180	2	174	0.977900552486
AA3.hmm	618	2583043344_1_1764_+	587	1.5e-43	91	404	9	580	0.506472491909
GH23.hmm	135	2583043399_1_882_+	293	2.8e-18	17	118	95	205	0.748148148148
GT2_Glyco_trans_2_3.hmm	197	2583043413_1_1962_+	653	6.5e-21	1	190	188	380	0.959390862944
GT51.hmm	177	2583043501_1_2085_+	694	6.3e-58	16	177	90	251	0.909604519774
GT20.hmm	475	2583043529_1_1431_+	476	2.4e-158	19	473	8	450	0.955789473684
GH15.hmm	361	2583043530_1_1716_+	571	1e-72	3	358	194	553	0.983379501385
AA6.hmm	195	2583043546_1_294_+	97	3.3e-22	1	86	5	97	0.435897435897
GT4.hmm	160	2583043586_1_1182_+	393	1.5e-32	9	159	212	356	0.9375
CE10.hmm	341	2583043608_1_801_+	266	3.2e-41	67	335	20	265	0.785923753666
GT51.hmm	177	2583043778_1_1884_+	627	4.9e-64	4	177	45	218	0.977401129944
GT51.hmm	177	2583043860_1_2508_+	835	2.7e-62	2	176	57	234	0.983050847458
GH3.hmm	216	2583044092_1_2130_+	709	1.1e-69	3	216	68	287	0.986111111111
AA3.hmm	618	2583044117_1_1671_+	556	4.4e-55	87	401	7	549	0.508090614887
GT41.hmm	705	2583044138_1_1926_+	641	1.1e-131	93	516	110	634	0.6
CE10.hmm	341	2583044184_1_894_+	297	9.4e-46	74	335	41	285	0.765395894428
GT2_Glyco_trans_2_3.hmm	197	2583044305_1_1443_+	480	9.6e-25	1	194	139	325	0.979695431472
GT83.hmm	540	2583044439_1_1422_+	473	5.1e-48	18	415	10	393	0.735185185185
GT2_Glycos_transf_2.hmm	170	2583044440_1_1155_+	384	1.2e-31	1	166	26	189	0.970588235294
GT2_Glyco_tranf_2_3.hmm	230	2583044455_1_1791_+	596	4.8e-36	2	230	224	445	0.991304347826
GT22.hmm	389	2583044463_1_825_+	274	9.5e-33	2	238	19	270	0.606683804627
GT4.hmm	160	2583044464_1_1281_+	426	6.2e-28	8	157	233	394	0.93125
CE4.hmm	130	2583044490_1_681_+	226	4.9e-17	27	118	2	98	0.7
GT51.hmm	177	2583044524_1_714_+	237	4.7e-45	14	174	61	222	0.90395480226
GT41.hmm	705	2583044630_1_1713_+	570	1.1e-133	76	519	14	558	0.628368794326
GT41.hmm	705	2583044668_1_1875_+	624	2e-96	128	426	176	623	0.422695035461
CE4.hmm	130	2583044735_1_741_+	246	4.8e-17	7	112	26	141	0.807692307692
CE11.hmm	271	2583044805_1_861_+	286	1.6e-97	2	270	5	273	0.988929889299
GH15.hmm	361	2583044808_1_1170_+	389	2.2e-65	18	356	39	389	0.936288088643
GH144.hmm	404	2583044809_1_1245_+	414	3.7e-180	3	404	11	411	0.992574257426
GT41.hmm	705	2583044823_1_1431_+	476	7.4e-119	146	520	5	462	0.530496453901
CE10.hmm	341	2583044865_1_981_+	326	1.5e-36	60	277	68	266	0.636363636364
GH13_23.hmm	344	2583044927_1_1566_+	521	1.4e-111	1	343	29	366	0.994186046512
GT81.hmm	293	2583044970_1_936_+	311	4.7e-20	22	217	4	183	0.665529010239
GT4.hmm	160	2583044972_1_1068_+	355	1.5e-20	8	150	183	312	0.8875
GT19.hmm	354	2583045005_1_1137_+	378	6.5e-113	3	349	2	355	0.977401129944
AA12.hmm	401	2583045021_1_1248_+	415	9.4e-16	17	399	33	408	0.952618453865
GT41.hmm	705	2583045116_1_2184_+	727	3.5e-135	123	528	204	722	0.574468085106
GT83.hmm	540	2583045133_1_1335_+	444	8.6e-57	120	493	2	376	0.690740740741
