HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT104.hmm	379	2595257471_1_447_+	148	5.7e-33	7	147	3	140	0.369393139842
GH3.hmm	216	2595257473_1_1083_+	360	6.3e-49	2	215	56	296	0.986111111111
GT83.hmm	540	2595257509_1_1524_+	507	1.2e-40	9	447	9	465	0.811111111111
GT9.hmm	225	2595257511_1_1260_+	419	6e-40	8	213	120	385	0.911111111111
GH102.hmm	157	2595257552_1_1155_+	384	4.4e-44	1	157	150	284	0.993630573248
AA6.hmm	195	2595257641_1_603_+	200	2.6e-70	2	194	6	195	0.984615384615
GH103.hmm	295	2595257654_1_1263_+	420	6.3e-73	12	294	59	380	0.95593220339
GH23.hmm	135	2595257777_1_1374_+	457	1.4e-24	2	121	100	236	0.881481481481
GH23.hmm	135	2595257790_1_606_+	201	5.9e-26	18	125	45	173	0.792592592593
AA7.hmm	458	2595257880_1_1149_+	382	2.5e-19	12	194	55	244	0.397379912664
GT51.hmm	177	2595257977_1_468_+	155	3.8e-28	12	100	57	149	0.497175141243
GT2_Glycos_transf_2.hmm	170	2595257999_1_786_+	261	1e-19	1	132	5	126	0.770588235294
GT2_Glycos_transf_2.hmm	170	2595258000_1_792_+	263	1.4e-22	1	117	3	118	0.682352941176
GT9.hmm	225	2595258001_1_1116_+	371	2.2e-46	4	217	66	344	0.946666666667
GT51.hmm	177	2595258065_1_1470_+	489	4.3e-67	3	176	93	265	0.977401129944
GT30.hmm	177	2595258073_1_1347_+	448	1.4e-58	3	176	45	223	0.977401129944
GT83.hmm	540	2595258126_1_1695_+	564	5.9e-146	6	539	13	546	0.987037037037
GH23.hmm	135	2595258152_1_963_+	320	8.6e-17	14	124	197	300	0.814814814815
CE4.hmm	130	2595258179_1_783_+	260	2.2e-23	7	124	30	179	0.9
GT83.hmm	540	2595258304_1_1743_+	580	9.7e-40	7	444	7	448	0.809259259259
GT2_Glycos_transf_2.hmm	170	2595258310_1_972_+	323	3.2e-29	1	165	15	178	0.964705882353
GT9.hmm	225	2595258384_1_1029_+	342	4.2e-58	1	222	70	325	0.982222222222
