HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH42.hmm	371	2595241564_1_2079_+	692	1.6e-124	2	370	33	399	0.991913746631
GH5.hmm	275	2595241574_1_948_+	315	2.8e-24	35	237	61	299	0.734545454545
GH109.hmm	126	2595241577_1_1272_+	423	8.2e-19	4	122	45	151	0.936507936508
GH20.hmm	337	2595241581_1_1617_+	538	4e-114	8	336	156	506	0.973293768546
GH77.hmm	494	2595241625_1_1479_+	492	1.4e-162	1	488	10	486	0.985829959514
CE1.hmm	227	2595241626_1_2091_+	696	2.4e-21	5	207	446	672	0.88986784141
GH3.hmm	216	2595241640_1_2613_+	870	2.6e-68	3	215	63	306	0.981481481481
GT28.hmm	157	2595241671_1_1104_+	367	2e-44	2	157	194	353	0.987261146497
CBM67.hmm	176	2595241708_1_2475_+	824	8e-33	2	169	35	203	0.948863636364
GH78.hmm	504	2595241708_1_2475_+	824	6e-67	6	504	245	777	0.988095238095
GH92.hmm	491	2595241709_1_2238_+	745	1.6e-173	2	491	204	729	0.995926680244
GH78.hmm	504	2595241719_1_2673_+	890	1.8e-131	5	504	350	852	0.990079365079
GH29.hmm	346	2595241724_1_1302_+	433	1.5e-107	19	346	16	350	0.945086705202
GH29.hmm	346	2595241732_1_1458_+	485	8.7e-79	39	335	37	350	0.85549132948
CBM67.hmm	176	2595241743_1_2676_+	891	1.7e-35	2	168	134	311	0.943181818182
GH78.hmm	504	2595241743_1_2676_+	891	1.7e-153	2	504	338	848	0.996031746032
GH109.hmm	126	2595241744_1_1323_+	440	1.6e-24	3	124	41	158	0.960317460317
GH23.hmm	135	2595241760_1_1623_+	540	7.1e-26	2	115	145	274	0.837037037037
GH51.hmm	630	2595241788_1_1545_+	514	3.8e-143	81	541	26	513	0.730158730159
GH13.hmm	299	2595241798_1_1914_+	637	5.3e-36	14	290	196	510	0.923076923077
GH109.hmm	126	2595241799_1_1314_+	437	2.1e-22	1	121	40	161	0.952380952381
GH130.hmm	296	2595241801_1_1098_+	365	6.5e-80	13	286	52	362	0.922297297297
GH32.hmm	293	2595241810_1_1461_+	486	7.1e-86	1	292	42	334	0.993174061433
GH141.hmm	527	2595241844_1_3132_+	1043	7.8e-45	2	286	81	400	0.53889943074
GH141.hmm	527	2595241844_1_3132_+	1043	2.6e-16	330	522	419	609	0.364326375712
GH38.hmm	269	2595241873_1_2679_+	892	3.1e-49	2	256	57	307	0.944237918216
GH109.hmm	126	2595241934_1_1329_+	442	2.3e-23	1	120	37	153	0.944444444444
GH127.hmm	524	2595241937_1_1887_+	628	5.6e-58	59	522	112	555	0.88358778626
CE1.hmm	227	2595241948_1_1281_+	426	6.6e-19	3	143	174	345	0.616740088106
GH29.hmm	346	2595241960_1_1998_+	665	4.9e-98	38	346	25	339	0.890173410405
GT2_Glycos_transf_2.hmm	170	2595241969_1_1476_+	491	8.3e-21	1	133	249	385	0.776470588235
GH97.hmm	631	2595241981_1_1944_+	647	9.8e-204	4	630	14	643	0.992076069731
