HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT94.hmm	283	2582768674_1_1107_+	368	4.8e-20	37	220	100	303	0.646643109541
GT2_Glycos_transf_2.hmm	170	2582768675_1_954_+	317	9.4e-32	1	167	4	166	0.976470588235
GT2_Glycos_transf_2.hmm	170	2582768694_1_411_+	136	2.3e-16	1	101	10	123	0.588235294118
GT4.hmm	160	2582768695_1_1323_+	440	6.4e-23	11	146	249	381	0.84375
GH65.hmm	372	2582768762_1_2037_+	678	1.1e-128	1	349	321	678	0.935483870968
GH13_20.hmm	285	2582768763_1_1614_+	537	8.9e-84	1	285	109	485	0.99649122807
CE1.hmm	227	2582768764_1_1185_+	394	2.7e-25	5	174	45	250	0.74449339207
GH73.hmm	128	2582768825_1_885_+	294	1.9e-27	5	128	55	181	0.9609375
GT51.hmm	177	2582768864_1_2223_+	740	2.5e-60	1	177	68	245	0.994350282486
GH23.hmm	135	2582768877_1_1008_+	335	1.1e-22	3	126	106	241	0.911111111111
GH13.hmm	299	2582768956_1_1371_+	456	1.8e-55	9	290	50	336	0.939799331104
CE1.hmm	227	2582768960_1_1473_+	490	4.8e-42	2	223	161	394	0.973568281938
AA4.hmm	522	2582769021_1_1389_+	462	1e-19	16	253	6	232	0.454022988506
GT30.hmm	177	2582769064_1_1371_+	456	1.1e-32	3	176	47	223	0.977401129944
CE14.hmm	124	2582769071_1_738_+	245	2.1e-24	1	124	13	118	0.991935483871
GH3.hmm	216	2582769081_1_2262_+	753	1.4e-66	8	216	135	358	0.962962962963
GT94.hmm	283	2582769090_1_1140_+	379	4.7e-26	89	235	172	329	0.515901060071
GH13.hmm	299	2582769120_1_1419_+	472	3.3e-45	8	291	70	353	0.946488294314
GT51.hmm	177	2582769121_1_1968_+	655	2.1e-46	10	160	437	589	0.847457627119
GT2_Glycos_transf_2.hmm	170	2582769160_1_783_+	260	2.7e-29	1	164	16	180	0.958823529412
CE14.hmm	124	2582769165_1_2559_+	852	2.9e-18	1	114	31	143	0.911290322581
GT28.hmm	157	2582769276_1_1089_+	362	3.9e-41	1	157	187	344	0.993630573248
CE10.hmm	341	2582769315_1_1017_+	338	2.5e-21	63	330	76	333	0.782991202346
GT4.hmm	160	2582769322_1_1119_+	372	1.1e-24	4	148	193	333	0.9
GT83.hmm	540	2582769443_1_1632_+	543	9.6e-54	9	481	12	475	0.874074074074
GT2_Glycos_transf_2.hmm	170	2582769444_1_738_+	245	5.8e-30	1	164	12	177	0.958823529412
GT2_Glycos_transf_2.hmm	170	2582769452_1_366_+	121	1.3e-25	2	114	7	121	0.658823529412
GH13.hmm	299	2582769492_1_3309_+	1102	1.2e-51	6	297	607	953	0.973244147157
GT4.hmm	160	2582769504_1_570_+	189	5.7e-36	8	153	9	151	0.90625
GT2_Glycos_transf_2.hmm	170	2582769522_1_1143_+	380	2e-20	2	168	17	195	0.976470588235
CE11.hmm	271	2582769583_1_1398_+	465	4.3e-73	1	218	7	225	0.80073800738
GT51.hmm	177	2582769594_1_678_+	225	2.8e-56	12	176	51	215	0.926553672316
GH20.hmm	337	2582769619_1_1191_+	396	2.8e-117	15	336	1	347	0.952522255193
GH23.hmm	135	2582769660_1_1584_+	527	1.2e-25	2	119	127	260	0.866666666667
GT2_Glycos_transf_2.hmm	170	2582769684_1_750_+	249	1.8e-30	2	168	7	173	0.976470588235
GT9.hmm	225	2582769709_1_1158_+	385	1.3e-34	3	220	78	359	0.964444444444
GH20.hmm	337	2582769727_1_1587_+	528	6e-119	9	336	162	514	0.970326409496
GT5.hmm	472	2582769750_1_822_+	273	5.1e-47	1	211	6	226	0.444915254237
GT19.hmm	354	2582769890_1_765_+	254	8.1e-77	2	213	4	216	0.59604519774
GT9.hmm	225	2582769899_1_1158_+	385	5.1e-39	12	218	116	350	0.915555555556
GT2_Glycos_transf_2.hmm	170	2582769903_1_1203_+	400	1.1e-20	1	132	62	198	0.770588235294
GT32.hmm	90	2582769915_1_678_+	225	1.6e-16	9	86	26	99	0.855555555556
GT2_Glyco_tranf_2_3.hmm	230	2582769999_1_1119_+	372	8.8e-18	4	227	51	276	0.969565217391
CE1.hmm	227	2582770003_1_3174_+	1057	2.4e-25	8	222	68	325	0.942731277533
GH13.hmm	299	2582770003_1_3174_+	1057	2.6e-54	3	291	369	724	0.963210702341
GT2_Glycos_transf_2.hmm	170	2582770012_1_735_+	244	2.3e-19	3	154	6	143	0.888235294118
GH92.hmm	491	2582770025_1_2910_+	969	4.3e-155	13	485	234	706	0.961303462322
