HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH141.hmm	527	2583014352_1_1632_+	543	2.7e-44	339	525	1	185	0.352941176471
GH29.hmm	346	2583014353_1_1401_+	466	6.9e-95	20	344	27	347	0.936416184971
GH16.hmm	189	2583014363_1_1290_+	429	6.5e-23	2	189	35	244	0.989417989418
GH146.hmm	503	2583014378_1_1722_+	573	5.7e-33	45	502	52	480	0.908548707753
GT30.hmm	177	2583014381_1_1287_+	428	2.4e-60	3	176	35	216	0.977401129944
GH50.hmm	653	2583014388_1_1146_+	381	1.6e-67	292	652	39	372	0.551301684533
PL12.hmm	138	2583014389_1_2076_+	691	6.6e-32	2	136	545	691	0.971014492754
GT26.hmm	171	2583014398_1_1452_+	483	7e-62	2	171	60	232	0.988304093567
GH117.hmm	211	2583014434_1_1077_+	358	3.6e-27	50	211	181	336	0.763033175355
GH16.hmm	189	2583014439_1_765_+	254	5e-31	2	189	37	251	0.989417989418
GH33.hmm	342	2583014463_1_1218_+	405	1.1e-80	9	330	29	378	0.938596491228
GH95.hmm	722	2583014477_1_2121_+	706	6.1e-261	93	717	6	698	0.864265927978
GH92.hmm	491	2583014483_1_2283_+	760	1.9e-159	2	491	274	751	0.995926680244
GH92.hmm	491	2583014485_1_963_+	320	3.3e-88	212	491	4	309	0.568228105906
GH109.hmm	126	2583014501_1_1320_+	439	3.1e-18	3	120	42	155	0.928571428571
GH109.hmm	126	2583014509_1_1359_+	452	2.4e-21	2	113	44	159	0.880952380952
CE10.hmm	341	2583014531_1_933_+	310	7.4e-41	60	332	44	303	0.797653958944
GH109.hmm	126	2583014568_1_591_+	196	3.4e-27	2	120	41	156	0.936507936508
GT2_Glycos_transf_2.hmm	170	2583014587_1_756_+	251	8.8e-21	1	166	12	170	0.970588235294
GH123.hmm	538	2583014631_1_2256_+	751	9.6e-16	303	522	461	724	0.407063197026
GT51.hmm	177	2583014635_55_1713_+	553	1.3e-56	24	177	104	256	0.864406779661
PL8.hmm	259	2583014652_1_2073_+	690	3.3e-65	2	257	348	595	0.984555984556
CE11.hmm	271	2583014660_1_1026_+	341	5.8e-27	1	269	45	332	0.988929889299
GT4.hmm	160	2583014662_1_1125_+	374	1.7e-39	5	156	186	337	0.94375
GH39.hmm	431	2583014666_1_1944_+	647	2.6e-36	58	396	63	389	0.784222737819
GH50.hmm	653	2583014682_1_2691_+	896	1.5e-86	142	652	384	872	0.781010719755
GH106.hmm	824	2583014690_1_2880_+	959	2.1e-227	95	822	151	945	0.882281553398
GH148.hmm	152	2583014691_13_468_+	151	1.1e-21	2	86	67	150	0.552631578947
GH141.hmm	527	2583014716_1_1935_+	644	5.1e-72	2	488	20	485	0.92220113852
GH109.hmm	126	2583014720_1_1287_+	428	5.7e-18	2	117	40	152	0.912698412698
CBM32.hmm	124	2583014756_1_2907_+	968	7e-20	8	122	63	162	0.91935483871
GH2.hmm	752	2583014756_1_2907_+	968	8.1e-123	29	541	162	842	0.68085106383
GT2_Glycos_transf_2.hmm	170	2583014766_1_522_+	173	2.7e-34	1	166	10	170	0.970588235294
GH33.hmm	342	2583014773_1_1122_+	373	3.1e-97	10	342	28	365	0.970760233918
GT4.hmm	160	2583014776_1_1035_+	344	2.4e-29	2	145	196	343	0.89375
GH109.hmm	126	2583014807_1_1419_+	472	4e-17	3	117	47	163	0.904761904762
GH144.hmm	404	2583014870_1_1032_+	343	7.1e-91	3	334	21	341	0.819306930693
