HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH37.hmm	491	2582732156_1_1158_+	385	9.4e-28	288	462	167	354	0.354378818737
GT51.hmm	177	2582732245_1_3516_+	1171	4.7e-42	4	160	182	352	0.881355932203
GT2_Glycos_transf_2.hmm	170	2582732517_1_1974_+	657	9e-24	2	169	99	268	0.982352941176
GH3.hmm	216	2582732555_1_1191_+	396	3.3e-25	5	215	156	384	0.972222222222
GT28.hmm	157	2582732690_1_1128_+	375	3.4e-23	2	110	216	321	0.687898089172
GT4.hmm	160	2582732744_1_1266_+	421	3.6e-22	4	154	198	345	0.9375
GT4.hmm	160	2582732770_1_948_+	315	1.1e-18	9	113	216	315	0.65
GT5.hmm	472	2582732793_1_1248_+	415	8.3e-39	1	471	4	410	0.995762711864
GH15.hmm	361	2582732794_1_879_+	292	6.5e-64	103	359	11	277	0.709141274238
GT4.hmm	160	2582732914_1_1131_+	376	3.6e-23	7	150	171	310	0.89375
GT51.hmm	177	2582732963_1_792_+	263	1.3e-40	5	160	80	249	0.875706214689
GT39.hmm	223	2582733048_1_1722_+	573	3.2e-35	2	223	33	272	0.991031390135
GT2_Glycos_transf_2.hmm	170	2582733133_1_852_+	283	4.3e-25	1	169	12	182	0.988235294118
GH18.hmm	296	2582733152_1_876_+	291	6.2e-31	48	200	90	284	0.513513513514
GT2_Glycos_transf_2.hmm	170	2582733192_1_360_+	119	6.2e-25	4	115	7	118	0.652941176471
GH81.hmm	622	2582733199_1_873_+	290	2.5e-77	354	622	8	281	0.430868167203
GT2_Glycos_transf_2.hmm	170	2582733220_1_720_+	239	3e-17	1	132	8	142	0.770588235294
GT28.hmm	157	2582733269_1_1098_+	365	8.8e-22	17	153	216	350	0.866242038217
