HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	2582992893_1_1038_+	345	4.6e-52	11	215	77	297	0.944444444444
GH23.hmm	135	2582992936_1_672_+	223	1.8e-30	13	124	90	200	0.822222222222
AA4.hmm	522	2582992973_1_1518_+	505	7.7e-30	13	261	34	272	0.475095785441
GT35.hmm	674	2582993010_1_2493_+	830	6.6e-284	1	673	112	827	0.99703264095
GH18.hmm	296	2582993016_1_915_+	304	5.1e-52	4	282	23	288	0.939189189189
GT30.hmm	177	2582993042_1_1272_+	423	7.3e-52	2	176	37	219	0.983050847458
GH18.hmm	296	2582993233_1_363_+	120	1.1e-17	147	282	1	104	0.456081081081
GT30.hmm	177	2582993252_1_1290_+	429	9.5e-57	2	176	34	215	0.983050847458
GT5.hmm	472	2582993387_1_1617_+	538	3.5e-115	1	472	10	532	0.997881355932
GT84.hmm	215	2582993514_1_4428_+	1475	2.3e-63	51	215	1	170	0.762790697674
GH94.hmm	1036	2582993514_1_4428_+	1475	0	1	922	415	1386	0.888996138996
GT2_Glycos_transf_2.hmm	170	2582993669_1_525_+	174	1.1e-30	1	133	10	145	0.776470588235
GT83.hmm	540	2582993669_927_1874_+	315	8.5e-47	8	275	58	306	0.494444444444
GT83.hmm	540	2582993670_1_1746_+	581	1.3e-104	10	470	3	483	0.851851851852
GT10.hmm	347	2582993671_1_1107_+	368	2.5e-19	54	286	43	279	0.668587896254
GH13_11.hmm	346	2582993690_1_2115_+	704	1.9e-142	1	346	175	530	0.99710982659
AA6.hmm	195	2582993710_1_243_+	80	5.6e-16	2	90	4	74	0.451282051282
GH103.hmm	295	2582993715_1_804_+	267	3.1e-76	40	294	2	262	0.861016949153
GH102.hmm	157	2582993716_1_1215_+	404	2.5e-45	1	157	149	300	0.993630573248
GH26.hmm	303	2582993732_1_1113_+	370	2.4e-25	130	282	138	334	0.501650165017
GH18.hmm	296	2582993733_1_3411_+	1136	3.7e-20	6	279	136	427	0.922297297297
CE4.hmm	130	2582993733_1_3411_+	1136	7.1e-34	9	123	512	635	0.876923076923
GT2_Glyco_tranf_2_3.hmm	230	2582993733_1_3411_+	1136	4e-33	1	230	782	1005	0.995652173913
GT19.hmm	354	2582993842_1_1170_+	389	4.4e-127	1	351	5	362	0.988700564972
AA6.hmm	195	2582993856_1_564_+	187	1.3e-34	2	194	4	177	0.984615384615
GT51.hmm	177	2582993986_1_885_+	294	2.3e-59	9	176	65	241	0.943502824859
GH23.hmm	135	2582993987_1_1626_+	541	5.3e-23	2	121	131	267	0.881481481481
GT4.hmm	160	2582994023_1_1245_+	414	2.5e-23	12	124	222	332	0.7
AA6.hmm	195	2582994299_1_447_+	148	1e-17	1	166	2	143	0.846153846154
GT51.hmm	177	2582994347_1_738_+	245	3.6e-48	12	174	70	231	0.915254237288
GT51.hmm	177	2582994348_1_2295_+	764	3.3e-56	9	176	173	344	0.943502824859
GH103.hmm	295	2582994628_1_1179_+	392	8e-89	7	294	90	380	0.972881355932
AA4.hmm	522	2582994710_1_1395_+	464	4.6e-24	16	257	4	235	0.461685823755
GT28.hmm	157	2582994782_244_1110_+	288	2.6e-49	2	154	111	270	0.968152866242
GT4.hmm	160	2582994838_1_1176_+	391	5.9e-35	10	159	199	347	0.93125
GT2_Glycos_transf_2.hmm	170	2582994839_1_741_+	246	2e-26	2	165	5	165	0.958823529412
CE1.hmm	227	2582994846_1_789_+	262	3.4e-50	23	222	39	255	0.876651982379
GH5_45.hmm	300	2582994848_1_1197_+	398	7.9e-153	2	299	61	358	0.99
GH3.hmm	216	2582994850_1_2178_+	725	2.3e-72	3	215	85	312	0.981481481481
GH23.hmm	135	2582994883_1_993_+	330	1.1e-17	10	105	190	296	0.703703703704
GT35.hmm	674	2582994895_1_2202_+	733	6.7e-95	210	609	260	684	0.591988130564
GT81.hmm	293	2582994942_1_543_+	180	1.1e-18	16	141	3	111	0.42662116041
CBM48.hmm	76	2582994995_1_1557_+	518	4.7e-17	2	67	126	208	0.855263157895
GH13_9.hmm	291	2582994995_1_1557_+	518	1.1e-99	1	214	281	498	0.731958762887
GT2_Glyco_tranf_2_3.hmm	230	2582995340_1_2646_+	881	2.5e-29	3	230	419	647	0.986956521739
GH77.hmm	494	2582995369_1_1551_+	516	8.9e-154	2	490	15	502	0.987854251012
GT2_Glycos_transf_2.hmm	170	2582995443_1_693_+	230	3.4e-18	1	115	12	113	0.670588235294
GT4.hmm	160	2582995457_483_1127_+	214	1.7e-35	10	159	38	187	0.93125
GT4.hmm	160	2582995458_1_1077_+	358	4.4e-41	10	159	183	328	0.93125
GT2_Glycos_transf_2.hmm	170	2582995459_1_912_+	303	1.3e-20	1	107	7	108	0.623529411765
GT4.hmm	160	2582995544_1_1152_+	383	4e-30	6	160	192	347	0.9625
GT4.hmm	160	2582995552_1_1191_+	396	3.1e-38	7	156	210	358	0.93125
GT2_Glycos_transf_2.hmm	170	2582995704_1_531_+	176	4.2e-27	1	128	4	125	0.747058823529
