HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM51.hmm	134	2582670783_1_3234_+	1077	2e-20	2	83	608	696	0.60447761194
GH13_11.hmm	346	2582670829_1_1947_+	648	7e-149	1	346	112	464	0.99710982659
GT2_Glycos_transf_2.hmm	170	2582670850_1_723_+	240	5.2e-19	1	107	47	156	0.623529411765
CE1.hmm	227	2582670906_1_1515_+	504	6.2e-39	4	208	58	288	0.898678414097
CE1.hmm	227	2582670906_1_1515_+	504	7.7e-21	6	142	332	470	0.599118942731
GH109.hmm	126	2582670930_1_1485_+	494	9.1e-16	3	112	91	188	0.865079365079
GH109.hmm	126	2582670933_1_1335_+	444	5.3e-17	2	111	42	144	0.865079365079
CBM47.hmm	128	2582671007_1_3528_+	1175	2.4e-21	2	91	562	652	0.6953125
GH13.hmm	299	2582671038_1_1947_+	648	1.1e-57	12	297	171	507	0.953177257525
AA3.hmm	618	2582671043_1_1542_+	513	1.5e-62	84	400	21	512	0.511326860841
CE14.hmm	124	2582671072_1_843_+	280	7.8e-24	1	124	17	126	0.991935483871
CE1.hmm	227	2582671073_1_1992_+	663	1e-15	4	198	321	505	0.854625550661
CE1.hmm	227	2582671187_1_1350_+	449	9.8e-21	78	223	6	150	0.638766519824
GT4.hmm	160	2582671215_1_1257_+	418	2.1e-20	8	152	232	378	0.9
CE3.hmm	194	2582671221_1_1308_+	435	5.5e-21	22	189	67	245	0.860824742268
GT2_Glycos_transf_2.hmm	170	2582671246_1_1044_+	347	3.6e-33	1	166	4	164	0.970588235294
GT83.hmm	540	2582671247_1_1764_+	587	1.2e-112	6	521	15	572	0.953703703704
CBM32.hmm	124	2582671266_1_4167_+	1388	4.7e-24	6	123	228	347	0.943548387097
CE1.hmm	227	2582671358_1_897_+	298	8.1e-31	1	138	139	297	0.603524229075
GT35.hmm	674	2582671404_1_2193_+	730	4.2e-119	211	569	281	654	0.53115727003
CE10.hmm	341	2582671412_1_945_+	314	9.7e-23	37	329	38	304	0.856304985337
CBM9.hmm	182	2582671441_1_3033_+	1010	1.2e-32	1	177	42	243	0.967032967033
GH33.hmm	342	2582671490_1_1179_+	392	6.2e-39	22	327	41	371	0.891812865497
GH109.hmm	126	2582671563_1_1362_+	453	1.9e-20	5	115	43	147	0.873015873016
CE6.hmm	99	2582671610_1_3543_+	1180	1.5e-18	1	99	100	205	0.989898989899
CE1.hmm	227	2582671616_1_1068_+	355	9.4e-28	6	175	71	285	0.74449339207
GT4.hmm	160	2582671673_1_1446_+	481	2.9e-23	8	148	270	410	0.875
CE9.hmm	373	2582671760_1_963_+	320	5.1e-72	50	342	17	320	0.782841823056
GH109.hmm	126	2582671761_1_1467_+	488	5.2e-21	1	123	46	165	0.968253968254
CE1.hmm	227	2582671766_1_969_+	322	6.9e-31	5	222	62	292	0.955947136564
GH109.hmm	126	2582671835_1_1290_+	429	3.7e-18	2	125	65	178	0.97619047619
CE4.hmm	130	2582671870_1_891_+	296	7.1e-18	23	127	52	160	0.8
GH16.hmm	189	2582671887_1_795_+	264	8.9e-55	2	189	27	262	0.989417989418
GT2_Glycos_transf_2.hmm	170	2582671904_1_978_+	325	2e-38	1	169	5	163	0.988235294118
CE14.hmm	124	2582671919_1_750_+	249	2.3e-21	1	124	25	130	0.991935483871
GH109.hmm	126	2582671996_1_1131_+	376	5.3e-17	1	122	4	123	0.960317460317
CE15.hmm	269	2582672014_1_1125_+	374	4.7e-23	13	267	49	366	0.944237918216
CE10.hmm	341	2582672037_1_1104_+	367	3.7e-33	81	301	112	330	0.645161290323
CE1.hmm	227	2582672040_1_738_+	245	2.8e-24	24	226	3	237	0.88986784141
