HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE10.hmm	341	2582645535_1_1014_+	337	3.6e-47	69	316	62	295	0.724340175953
GT9.hmm	225	2582645542_1_996_+	331	8.6e-38	2	205	64	291	0.902222222222
CE3.hmm	194	2582645604_1_663_+	220	5.8e-45	2	194	23	215	0.989690721649
GT19.hmm	354	2582645612_1_1188_+	395	1.2e-87	1	350	21	375	0.985875706215
GH20.hmm	337	2582645633_1_1602_+	533	1.4e-124	7	336	136	489	0.976261127596
CBM48.hmm	76	2582645648_1_2190_+	729	5.9e-21	2	68	122	206	0.868421052632
GH13_9.hmm	291	2582645648_1_2190_+	729	3.1e-133	2	290	279	579	0.989690721649
CBM38.hmm	129	2582645722_1_3876_+	1291	7.9e-26	4	128	27	150	0.961240310078
GH128.hmm	224	2582645751_1_774_+	257	3.9e-48	9	224	54	252	0.959821428571
GH109.hmm	126	2582645773_1_663_+	220	1.1e-19	1	125	6	120	0.984126984127
AA7.hmm	458	2582645785_1_1476_+	491	3.9e-16	8	196	41	236	0.410480349345
CBM6.hmm	138	2582645794_1_2682_+	893	4.8e-24	34	138	782	893	0.753623188406
GH16.hmm	189	2582645818_1_777_+	258	1.1e-25	5	189	30	251	0.973544973545
CBM67.hmm	176	2582645834_1_2397_+	798	6.9e-23	4	131	515	635	0.721590909091
GH109.hmm	126	2582645841_1_1452_+	483	4e-49	1	125	72	195	0.984126984127
CE10.hmm	341	2582645852_1_855_+	284	7.5e-23	85	329	63	275	0.715542521994
CE1.hmm	227	2582645997_1_966_+	321	8.9e-30	8	222	72	315	0.942731277533
GH109.hmm	126	2582646015_1_1410_+	469	1.9e-16	2	122	52	161	0.952380952381
CE10.hmm	341	2582646109_1_939_+	312	2e-22	58	309	19	268	0.736070381232
CE11.hmm	271	2582646177_1_1338_+	445	1.6e-95	1	270	3	271	0.992619926199
CE1.hmm	227	2582646180_1_816_+	271	3.6e-28	9	207	48	238	0.872246696035
CE10.hmm	341	2582646233_1_849_+	282	2.3e-31	70	309	34	254	0.700879765396
CBM51.hmm	134	2582646236_1_4089_+	1362	1.8e-16	3	80	409	492	0.574626865672
CE1.hmm	227	2582646239_1_1146_+	381	4.1e-30	4	210	130	358	0.907488986784
AA3.hmm	618	2582646242_1_1779_+	592	7e-55	85	403	8	589	0.514563106796
PL9.hmm	374	2582646245_1_1293_+	430	8.1e-95	11	366	18	410	0.949197860963
GT30.hmm	177	2582646268_1_1293_+	430	1.2e-53	4	176	35	210	0.971751412429
GT28.hmm	157	2582646275_1_1092_+	363	3.3e-19	18	122	215	316	0.662420382166
GH77.hmm	494	2582646284_1_1512_+	503	9.4e-135	1	479	34	487	0.967611336032
GH128.hmm	224	2582646405_1_825_+	274	9e-56	10	223	54	270	0.950892857143
GH141.hmm	527	2582646499_1_2760_+	919	6.9e-106	3	525	26	538	0.990512333966
GH145.hmm	296	2582646507_1_1335_+	444	1.4e-86	11	296	42	325	0.962837837838
CBM67.hmm	176	2582646509_1_1248_+	415	2.1e-29	1	176	30	170	0.994318181818
CE3.hmm	194	2582646607_1_651_+	216	1.7e-16	2	194	28	213	0.989690721649
CE7.hmm	313	2582646773_1_738_+	245	2.8e-16	18	204	31	239	0.594249201278
GH20.hmm	337	2582646809_1_1602_+	533	1.4e-124	7	336	136	489	0.976261127596
CE1.hmm	227	2582646869_1_750_+	249	9.3e-33	8	208	52	229	0.881057268722
GH79.hmm	455	2582646876_1_1407_+	468	1.3e-54	3	380	36	392	0.828571428571
CE3.hmm	194	2582646880_1_750_+	249	1.1e-17	52	189	91	231	0.70618556701
GH109.hmm	126	2582646891_1_1554_+	517	1.5e-19	1	120	37	147	0.944444444444
CE10.hmm	341	2582646916_1_1023_+	340	1.1e-21	57	238	47	248	0.530791788856
CE10.hmm	341	2582646917_1_1041_+	346	1.3e-18	60	222	27	188	0.475073313783
GT35.hmm	674	2582646924_1_2577_+	858	2.3e-271	1	673	137	851	0.99703264095
GH79.hmm	455	2582646963_1_1410_+	469	7e-58	3	448	34	464	0.978021978022
CE10.hmm	341	2582646984_1_1920_+	639	1.4e-18	46	313	360	619	0.782991202346
GT2_Glycos_transf_2.hmm	170	2582647050_1_699_+	232	9.3e-20	2	131	5	137	0.758823529412
GH13_11.hmm	346	2582647079_1_2388_+	795	9.3e-43	12	343	367	648	0.956647398844
GH136.hmm	491	2582647099_1_1656_+	551	1.9e-32	3	321	28	342	0.647657841141
PL10.hmm	287	2582647106_1_1029_+	342	1.2e-103	1	286	48	329	0.993031358885
CE7.hmm	313	2582647132_1_1203_+	400	2.3e-20	63	300	63	290	0.757188498403
GT4.hmm	160	2582647140_1_1116_+	371	8.7e-18	11	121	201	310	0.6875
GT4.hmm	160	2582647142_1_1167_+	388	1.9e-24	12	159	228	365	0.91875
CE10.hmm	341	2582647160_1_891_+	296	5.2e-42	67	325	37	284	0.756598240469
GH109.hmm	126	2582647165_1_1296_+	431	1.8e-16	2	120	44	160	0.936507936508
CE10.hmm	341	2582647186_1_867_+	288	4.8e-18	81	333	71	282	0.739002932551
GH99.hmm	334	2582647193_1_2013_+	670	6.7e-30	1	306	372	667	0.913173652695
CE1.hmm	227	2582647196_1_954_+	317	3.8e-39	2	215	60	310	0.938325991189
CBM16.hmm	116	2582647241_1_2916_+	971	3e-17	1	106	722	843	0.905172413793
CE1.hmm	227	2582647305_1_933_+	310	9.4e-39	2	209	60	292	0.911894273128
GH81.hmm	622	2582647333_1_2154_+	717	9.2e-145	7	603	40	668	0.958199356913
GT5.hmm	472	2582647347_1_1494_+	497	2.3e-171	1	470	2	472	0.993644067797
CE10.hmm	341	2582647354_1_819_+	272	8.4e-31	92	334	53	266	0.709677419355
GT28.hmm	157	2582647367_1_1095_+	364	2.8e-41	2	150	188	335	0.942675159236
