HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT41.hmm	705	2583054928_1_1152_+	383	2.6e-84	191	515	18	379	0.459574468085
GT9.hmm	225	2583054955_1_774_+	257	1.3e-17	3	131	91	250	0.568888888889
AA6.hmm	195	2583054956_1_315_+	104	3.1e-34	93	194	2	99	0.517948717949
AA3.hmm	618	2583055034_1_1692_+	563	1.2e-39	87	383	5	563	0.478964401294
GT9.hmm	225	2583055071_1_1167_+	388	2.1e-40	3	217	80	360	0.951111111111
CBM66.hmm	155	2583055104_1_585_+	194	1.7e-17	2	154	36	188	0.98064516129
AA3.hmm	618	2583055182_1_1368_+	455	8.4e-30	184	404	9	450	0.355987055016
GH102.hmm	157	2583055272_1_1155_+	384	4.1e-43	2	157	151	284	0.987261146497
GT2_Glycos_transf_2.hmm	170	2583055284_1_972_+	323	1.1e-28	1	166	15	179	0.970588235294
GT83.hmm	540	2583055286_1_1260_+	419	2.4e-93	137	538	1	401	0.742592592593
GH103.hmm	295	2583055348_1_1122_+	373	5.3e-76	9	294	17	341	0.966101694915
GH23.hmm	135	2583055382_1_1443_+	480	2.2e-26	2	123	100	238	0.896296296296
GH23.hmm	135	2583055556_1_1962_+	653	3.8e-24	18	123	497	623	0.777777777778
GT83.hmm	540	2583055620_1_1719_+	572	1.9e-19	10	468	14	509	0.848148148148
GT9.hmm	225	2583055660_1_1260_+	419	4.8e-38	8	218	120	384	0.933333333333
GT83.hmm	540	2583055662_1_1494_+	497	4.2e-38	10	396	9	418	0.714814814815
GT4.hmm	160	2583055754_1_1029_+	342	1.4e-21	5	132	175	289	0.79375
AA3_2.hmm	570	2583055792_1_1473_+	490	6.6e-94	50	566	6	485	0.905263157895
AA3_2.hmm	570	2583055820_1_762_+	253	1.9e-52	3	253	14	248	0.438596491228
AA12.hmm	401	2583055825_1_1227_+	408	2.9e-18	11	399	68	402	0.967581047382
AA7.hmm	458	2583055984_1_1506_+	501	1.1e-18	12	194	55	244	0.397379912664
GT28.hmm	157	2583055992_1_1005_+	334	8.5e-48	2	145	183	331	0.910828025478
AA6.hmm	195	2583056054_1_603_+	200	1.3e-67	2	194	6	195	0.984615384615
GT9.hmm	225	2583056096_1_1035_+	344	9.7e-60	2	222	71	326	0.977777777778
CE4.hmm	130	2583056120_1_783_+	260	4.8e-21	8	126	31	181	0.907692307692
GT2_Glycos_transf_2.hmm	170	2583056194_1_762_+	253	3.1e-19	1	136	5	133	0.794117647059
GT2_Glycos_transf_2.hmm	170	2583056195_1_675_+	224	3.2e-21	1	99	4	103	0.576470588235
CE10.hmm	341	2583056255_1_894_+	297	3.7e-30	68	309	68	274	0.706744868035
AA7.hmm	458	2583056320_1_1512_+	503	5.2e-18	12	200	57	254	0.410480349345
GT104.hmm	379	2583056336_1_1071_+	356	2.2e-89	7	372	3	355	0.963060686016
GH3.hmm	216	2583056338_1_1077_+	358	2.9e-48	5	215	57	294	0.972222222222
GT83.hmm	540	2583056428_1_1014_+	337	2.3e-31	8	306	8	329	0.551851851852
AA6.hmm	195	2583056487_1_555_+	184	5.3e-49	2	194	4	180	0.984615384615
CE11.hmm	271	2583056615_1_555_+	184	3.1e-65	1	176	5	182	0.645756457565
GT30.hmm	177	2583056641_1_1368_+	455	2.5e-59	2	176	53	232	0.983050847458
GT51.hmm	177	2583056650_1_747_+	248	1e-52	12	176	57	233	0.926553672316
CE10.hmm	341	2583056696_1_840_+	279	1.2e-29	93	308	52	255	0.630498533724
