HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH16.hmm	189	2582960131_1_570_+	189	7.3e-38	2	140	28	189	0.730158730159
GH3.hmm	216	2582960194_1_2160_+	719	4e-67	2	215	60	280	0.986111111111
CE10.hmm	341	2582960203_1_1590_+	529	1.3e-37	76	218	106	262	0.41642228739
GT2_Glycos_transf_2.hmm	170	2582960227_1_1149_+	382	1.6e-20	1	163	46	214	0.952941176471
CE10.hmm	341	2582960232_1_2154_+	717	2e-16	86	335	475	713	0.730205278592
CE10.hmm	341	2582960262_1_2166_+	721	4.6e-17	81	313	476	701	0.680351906158
CBM9.hmm	182	2582960281_1_2178_+	725	2.9e-25	1	163	41	207	0.89010989011
CBM67.hmm	176	2582960282_1_2709_+	902	1.1e-39	1	166	134	310	0.9375
GH78.hmm	504	2582960282_1_2709_+	902	2.3e-183	2	504	339	856	0.996031746032
CBM67.hmm	176	2582960283_1_2364_+	787	3.4e-42	1	168	32	204	0.948863636364
GH78.hmm	504	2582960283_1_2364_+	787	2.4e-106	7	502	268	769	0.982142857143
GH29.hmm	346	2582960289_1_654_+	217	1.2e-41	40	222	35	195	0.526011560694
GH127.hmm	524	2582960319_1_2010_+	669	4.3e-198	1	524	33	578	0.998091603053
GT5.hmm	472	2582960329_1_1416_+	471	1.1e-144	2	471	3	468	0.993644067797
CE1.hmm	227	2582960341_1_1137_+	378	2.8e-40	2	224	144	375	0.977973568282
GT83.hmm	540	2582960347_1_1677_+	558	7.4e-76	8	443	5	449	0.805555555556
GH51.hmm	630	2582960377_1_1545_+	514	2.2e-133	84	542	24	514	0.726984126984
CE10.hmm	341	2582960379_1_1971_+	656	4.3e-30	86	312	423	635	0.66275659824
CE1.hmm	227	2582960392_1_825_+	274	1.4e-25	2	222	23	268	0.969162995595
GT2_Glycos_transf_2.hmm	170	2582960401_1_1062_+	353	9.1e-24	2	131	22	147	0.758823529412
GH130.hmm	296	2582960471_1_1164_+	387	7.3e-89	10	285	63	384	0.929054054054
GH30.hmm	417	2582960489_1_1410_+	469	1.6e-135	7	416	52	469	0.980815347722
CBM9.hmm	182	2582960493_1_2457_+	818	4.2e-20	1	181	35	226	0.989010989011
GT83.hmm	540	2582960512_1_1551_+	516	1.5e-45	8	359	10	354	0.65
GH42.hmm	371	2582960538_1_834_+	277	1.8e-85	2	244	33	270	0.652291105121
GT9.hmm	225	2582960563_1_993_+	330	4.3e-40	4	221	64	309	0.964444444444
GT5.hmm	472	2582960610_1_819_+	272	7.4e-49	1	217	6	233	0.457627118644
GT2_Glycos_transf_2.hmm	170	2582960621_1_771_+	256	6.9e-27	1	149	4	145	0.870588235294
CE10.hmm	341	2582960664_1_870_+	289	1.7e-21	85	332	63	285	0.724340175953
