HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2_Glycos_transf_2.hmm	170	2582864014_1_1446_+	481	3.2e-17	1	166	95	252	0.970588235294
GT2_Glyco_tranf_2_3.hmm	230	2582864017_1_840_+	279	1.4e-17	4	224	8	234	0.95652173913
CE14.hmm	124	2582864099_1_708_+	235	1.9e-26	1	117	12	119	0.935483870968
GT4.hmm	160	2582864128_1_1107_+	368	1.6e-27	7	152	187	329	0.90625
GT2_Glycos_transf_2.hmm	170	2582864152_1_720_+	239	3e-28	2	168	5	168	0.976470588235
GT4.hmm	160	2582864205_1_1110_+	369	1.9e-28	8	153	191	335	0.90625
GT4.hmm	160	2582864330_1_1218_+	405	2.2e-32	5	150	212	363	0.90625
GH1.hmm	429	2582864391_1_807_+	268	1.5e-19	48	258	40	241	0.48951048951
AA7.hmm	458	2582864451_1_1452_+	483	4.7e-21	6	211	60	271	0.447598253275
GT4.hmm	160	2582864530_1_1371_+	456	1.4e-35	7	158	264	415	0.94375
CE10.hmm	341	2582864558_1_933_+	310	8e-61	43	330	24	300	0.841642228739
GT28.hmm	157	2582864579_1_1104_+	367	1.2e-40	2	155	197	352	0.974522292994
CE10.hmm	341	2582864608_1_1029_+	342	5.9e-42	55	331	62	338	0.809384164223
GT2_Glycos_transf_2.hmm	170	2582864627_1_933_+	310	6.9e-22	1	131	6	137	0.764705882353
GT4.hmm	160	2582864669_1_1152_+	383	1.1e-31	6	157	190	347	0.94375
