HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2_Glycos_transf_2.hmm	170	2582659151_1_744_+	247	1.7e-30	1	161	10	176	0.941176470588
CE14.hmm	124	2582659160_1_798_+	265	7.8e-40	2	124	6	134	0.983870967742
GT28.hmm	157	2582659169_1_1104_+	367	1.5e-39	2	152	195	349	0.955414012739
GT4.hmm	160	2582659259_1_1134_+	377	1.4e-26	10	152	202	344	0.8875
GT4.hmm	160	2582659260_1_1101_+	366	1.1e-25	10	152	200	331	0.8875
GT76.hmm	407	2582659274_1_1005_+	334	6.5e-21	49	237	3	196	0.461916461916
CE10.hmm	341	2582659340_1_1797_+	598	5.7e-19	79	313	359	579	0.686217008798
GT2_Glycos_transf_2.hmm	170	2582659382_1_951_+	316	2.2e-22	1	169	5	176	0.988235294118
GH38.hmm	269	2582659494_1_3018_+	1005	1.4e-78	2	263	255	516	0.970260223048
GH3.hmm	216	2582659523_1_2226_+	741	1.9e-69	4	216	47	258	0.981481481481
AA7.hmm	458	2582659584_1_1296_+	431	1.3e-18	6	185	7	185	0.390829694323
CE4.hmm	130	2582659632_1_681_+	226	7.2e-22	2	124	46	166	0.938461538462
AA3.hmm	618	2582659709_1_1224_+	407	2.5e-21	94	397	2	402	0.490291262136
GT2_Glyco_tranf_2_3.hmm	230	2582659858_1_1752_+	583	2.8e-16	3	212	142	362	0.908695652174
CE14.hmm	124	2582659873_1_891_+	296	1.2e-38	1	124	1	145	0.991935483871
GH130.hmm	296	2582659941_1_1500_+	499	1.3e-51	65	294	270	494	0.773648648649
GH84.hmm	295	2582660136_1_1206_+	401	1.8e-66	2	272	8	263	0.915254237288
GT4.hmm	160	2582660156_1_468_+	155	1.3e-25	39	152	11	122	0.70625
GH36.hmm	688	2582660164_1_2103_+	700	8.8e-201	2	672	10	647	0.973837209302
GH2.hmm	752	2582660167_1_2907_+	968	4.3e-191	15	751	35	855	0.978723404255
GT2_Glycos_transf_2.hmm	170	2582660232_1_750_+	249	3.1e-21	2	165	6	167	0.958823529412
CE14.hmm	124	2582660249_1_846_+	281	7.8e-18	1	116	16	122	0.927419354839
GT4.hmm	160	2582660310_1_1125_+	374	7.1e-36	6	159	186	345	0.95625
AA7.hmm	458	2582660318_1_1479_+	492	4.2e-17	9	209	73	278	0.436681222707
GT51.hmm	177	2582660325_1_2280_+	759	2.6e-56	2	176	56	231	0.983050847458
AA2.hmm	255	2582660342_1_2175_+	724	6.1e-17	22	253	457	719	0.905882352941
GT4.hmm	160	2582660417_1_1158_+	385	1.8e-37	7	157	181	326	0.9375
GT11.hmm	276	2582660441_1_1029_+	342	5.4e-39	104	275	67	244	0.619565217391
GT4.hmm	160	2582660470_1_3276_+	1091	1.6e-29	12	156	172	318	0.9
GT4.hmm	160	2582660470_1_3276_+	1091	8.1e-18	7	139	514	650	0.825
GT4.hmm	160	2582660472_1_1242_+	413	2e-16	19	133	217	333	0.7125
CE14.hmm	124	2582660527_1_774_+	257	1.9e-29	1	124	27	143	0.991935483871
CE9.hmm	373	2582660532_1_1089_+	362	1.4e-90	4	370	7	354	0.981233243968
