HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT9.hmm	225	2583056912_1_1050_+	349	8.1e-52	2	220	78	323	0.968888888889
GT2_Glycos_transf_2.hmm	170	2583056915_1_735_+	244	4.5e-28	1	166	11	169	0.970588235294
GT9.hmm	225	2583056920_1_1089_+	362	1.9e-16	32	202	139	334	0.755555555556
GT9.hmm	225	2583056921_1_1140_+	379	1.3e-23	83	185	220	328	0.453333333333
GT2_Glycos_transf_2.hmm	170	2583056922_1_753_+	250	8.6e-20	1	129	4	122	0.752941176471
GT9.hmm	225	2583056923_1_1044_+	347	1.4e-36	4	208	76	307	0.906666666667
GT9.hmm	225	2583056924_1_972_+	323	2.1e-36	3	199	77	296	0.871111111111
GT4.hmm	160	2583057023_1_1254_+	417	1e-35	2	154	208	354	0.95
GT51.hmm	177	2583057067_1_567_+	188	2.7e-63	12	176	18	182	0.926553672316
GH102.hmm	157	2583057073_1_1230_+	409	3.5e-61	1	157	150	306	0.993630573248
AA6.hmm	195	2583057135_1_594_+	197	1.1e-68	2	194	4	193	0.984615384615
GH3.hmm	216	2583057148_1_1044_+	347	2.9e-51	10	215	58	281	0.949074074074
GT35.hmm	674	2583057152_1_2508_+	835	6.6e-293	2	673	118	830	0.995548961424
GT83.hmm	540	2583057203_1_1647_+	548	7.8e-33	12	486	28	502	0.877777777778
GT28.hmm	157	2583057225_1_1065_+	354	9.2e-50	2	157	183	341	0.987261146497
CE11.hmm	271	2583057232_1_930_+	309	9.1e-118	1	270	4	275	0.992619926199
GH23.hmm	135	2583057234_1_1938_+	645	2.6e-22	18	121	488	610	0.762962962963
GT4.hmm	160	2583057322_1_1158_+	385	1.9e-34	6	157	201	352	0.94375
GT30.hmm	177	2583057562_1_1311_+	436	2.7e-68	2	176	34	215	0.983050847458
GT51.hmm	177	2583057579_1_1893_+	630	2.6e-30	92	176	1	85	0.474576271186
GT51.hmm	177	2583057580_1_387_+	128	2.2e-26	2	78	47	122	0.429378531073
GT83.hmm	540	2583057818_1_1653_+	550	2e-87	13	466	15	463	0.838888888889
GT19.hmm	354	2583057925_1_1158_+	385	1.6e-129	2	352	6	368	0.988700564972
GT41.hmm	705	2583057960_1_2097_+	698	4.2e-138	77	522	139	697	0.631205673759
GT2_Glycos_transf_2.hmm	170	2583057970_1_1017_+	338	1.1e-31	1	167	12	172	0.976470588235
GH17.hmm	311	2583057974_1_1587_+	528	2.7e-27	21	309	81	317	0.926045016077
GT2_Glyco_tranf_2_3.hmm	230	2583057975_1_2574_+	857	9.6e-30	4	230	425	652	0.982608695652
GH77.hmm	494	2583057978_1_969_+	322	1.1e-105	17	347	2	321	0.668016194332
GH57.hmm	383	2583057979_1_1722_+	573	3.6e-97	2	318	12	481	0.825065274151
CBM48.hmm	76	2583057981_1_2199_+	732	2.1e-18	3	67	127	209	0.842105263158
GH13_9.hmm	291	2583057981_1_2199_+	732	3.6e-141	2	290	281	580	0.989690721649
GH23.hmm	135	2583058016_1_1422_+	473	1.3e-25	8	128	132	269	0.888888888889
GT5.hmm	472	2583058027_1_1485_+	494	3.3e-165	1	471	2	485	0.995762711864
GT4.hmm	160	2583058090_1_1086_+	361	3.7e-27	8	155	188	333	0.91875
GT4.hmm	160	2583058091_1_954_+	317	3.3e-24	8	124	152	265	0.725
GT2_Glycos_transf_2.hmm	170	2583058092_1_906_+	301	1.4e-18	3	95	6	100	0.541176470588
GT2_Glycos_transf_2.hmm	170	2583058103_1_807_+	268	3.1e-25	1	109	10	115	0.635294117647
GT11.hmm	276	2583058106_1_879_+	292	3.5e-77	4	275	4	291	0.981884057971
GT2_Glycos_transf_2.hmm	170	2583058107_1_894_+	297	1.6e-29	1	152	30	178	0.888235294118
GT4.hmm	160	2583058108_1_1137_+	378	1.1e-30	5	155	199	345	0.9375
GH23.hmm	135	2583058123_1_1437_+	478	1.1e-18	14	105	303	411	0.674074074074
GT104.hmm	379	2583058309_1_1098_+	365	1.8e-109	5	375	7	364	0.976253298153
