HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	2582812858_1_375_+	124	1.2e-23	69	153	1	83	0.525
GH1.hmm	429	2582812859_1_1203_+	400	6.1e-88	2	424	2	385	0.983682983683
AA3.hmm	618	2582812957_1_1602_+	533	2.5e-42	82	355	5	528	0.441747572816
GH109.hmm	126	2582812972_1_1314_+	437	2.8e-22	3	119	45	156	0.920634920635
GH16.hmm	189	2582812984_1_1566_+	521	1.2e-51	2	189	34	275	0.989417989418
GH13_38.hmm	376	2582813044_1_1788_+	595	6.1e-188	1	375	62	433	0.994680851064
CE1.hmm	227	2582813050_1_792_+	263	1.4e-30	6	208	41	245	0.88986784141
GT3.hmm	637	2582813101_1_1845_+	614	2e-224	1	592	19	609	0.927786499215
GT2_Glycos_transf_2.hmm	170	2582813212_1_744_+	247	1.1e-30	2	168	6	175	0.976470588235
GH65.hmm	372	2582813251_1_2094_+	697	3.3e-145	1	371	259	639	0.994623655914
GT2_Glycos_transf_2.hmm	170	2582813253_1_921_+	306	4.8e-27	1	141	4	140	0.823529411765
GT51.hmm	177	2582813283_1_711_+	236	1e-54	12	176	53	217	0.926553672316
CE10.hmm	341	2582813290_1_1998_+	665	6.3e-24	89	311	423	632	0.651026392962
GH3.hmm	216	2582813420_1_2289_+	762	2.8e-71	3	216	96	317	0.986111111111
GH43_28.hmm	258	2582813421_1_1782_+	593	1.4e-100	2	258	64	332	0.992248062016
CBM32.hmm	124	2582813421_1_1782_+	593	1.6e-16	9	110	373	487	0.814516129032
CBM9.hmm	182	2582813446_1_2226_+	741	3.4e-18	1	160	33	204	0.873626373626
GT2_Glycos_transf_2.hmm	170	2582813457_1_1110_+	369	2e-28	1	168	41	207	0.982352941176
GT2_Glyco_trans_2_3.hmm	197	2582813457_1_1110_+	369	2.7e-17	2	193	125	351	0.969543147208
CE4.hmm	130	2582813461_1_627_+	208	1.8e-24	5	118	2	127	0.869230769231
CE3.hmm	194	2582813472_1_609_+	202	1.5e-16	3	188	24	192	0.953608247423
