HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	2583003870_1_1206_+	401	7.9e-22	12	153	223	366	0.88125
GH29.hmm	346	2583003898_1_1761_+	586	3e-99	33	345	14	330	0.901734104046
GT2_Glycos_transf_2.hmm	170	2583003905_1_666_+	221	3.7e-29	2	130	10	141	0.752941176471
GH38.hmm	269	2583003906_1_444_+	147	3.7e-43	2	145	6	147	0.531598513011
GT9.hmm	225	2583003942_1_966_+	321	2.4e-42	3	205	69	294	0.897777777778
GT9.hmm	225	2583003943_1_1902_+	633	2.4e-44	8	209	388	611	0.893333333333
GT4.hmm	160	2583003957_1_1089_+	362	4.4e-32	5	157	179	328	0.95
GH2.hmm	752	2583003978_1_3129_+	1042	1.6e-214	22	751	42	927	0.969414893617
GT5.hmm	472	2583004011_1_1443_+	480	8.3e-164	1	472	2	478	0.997881355932
GH106.hmm	824	2583004058_1_2775_+	924	6.6e-31	22	497	19	571	0.57645631068
GH139.hmm	777	2583004068_1_2196_+	731	9.3e-216	32	774	7	722	0.954954954955
GH36.hmm	688	2583004077_1_2043_+	680	8.9e-57	107	526	82	506	0.609011627907
CE4.hmm	130	2583004082_1_762_+	253	2.2e-27	5	111	59	167	0.815384615385
GT2_Glycos_transf_2.hmm	170	2583004101_1_813_+	270	2e-17	38	169	1	125	0.770588235294
GT2_Glycos_transf_2.hmm	170	2583004112_1_1419_+	472	3.8e-24	1	125	238	361	0.729411764706
GT2_Glycos_transf_2.hmm	170	2583004115_1_1185_+	394	5.9e-19	1	127	135	261	0.741176470588
PL12.hmm	138	2583004121_1_1680_+	559	2.1e-18	10	138	292	410	0.927536231884
GH28.hmm	325	2583004125_1_1368_+	455	1.6e-19	97	305	132	335	0.64
GT2_Glycos_transf_2.hmm	170	2583004150_1_690_+	229	1.9e-36	1	169	4	168	0.988235294118
CE1.hmm	227	2583004159_1_723_+	240	1.4e-19	57	220	59	235	0.718061674009
CE1.hmm	227	2583004160_1_816_+	271	6.2e-38	1	223	20	263	0.977973568282
GH151.hmm	131	2583004169_1_1995_+	664	7.3e-47	2	131	28	158	0.984732824427
GH127.hmm	524	2583004216_1_1938_+	645	2.5e-208	2	524	13	559	0.996183206107
GH51.hmm	630	2583004217_1_1509_+	502	1.9e-124	87	541	7	500	0.720634920635
CE10.hmm	341	2583004248_1_972_+	323	4.6e-25	52	203	28	196	0.442815249267
GT35.hmm	674	2583004261_1_2505_+	834	1.7e-275	1	673	112	828	0.99703264095
GH36.hmm	688	2583004337_1_2172_+	723	1.3e-86	133	632	139	653	0.725290697674
GH78.hmm	504	2583004354_67_2376_+	769	3.2e-65	11	500	240	739	0.970238095238
GT4.hmm	160	2583004373_1_1134_+	377	5.6e-23	10	157	183	348	0.91875
GT4.hmm	160	2583004375_1_1161_+	386	1.5e-28	8	150	211	353	0.8875
CE14.hmm	124	2583004378_1_861_+	286	1e-20	2	122	55	175	0.967741935484
GT2_Glycos_transf_2.hmm	170	2583004381_1_948_+	315	2.6e-31	1	121	7	123	0.705882352941
GH109.hmm	126	2583004444_1_1146_+	381	1.7e-17	1	126	3	118	0.992063492063
GH123.hmm	538	2583004445_1_2145_+	714	5.6e-153	5	534	185	707	0.983271375465
GT30.hmm	177	2583004448_1_1299_+	432	1.5e-49	3	176	36	216	0.977401129944
GH95.hmm	722	2583004483_1_2271_+	756	3.1e-112	11	712	5	689	0.970914127424
GH95.hmm	722	2583004484_1_2337_+	778	9.6e-111	4	712	21	711	0.980609418283
GH29.hmm	346	2583004491_1_1749_+	582	5.1e-98	37	346	54	359	0.893063583815
GH2.hmm	752	2583004492_1_1929_+	642	1e-62	57	464	46	610	0.541223404255
GT9.hmm	225	2583004503_1_1083_+	360	2.6e-53	4	206	72	317	0.897777777778
GT2_Glycos_transf_2.hmm	170	2583004505_1_1011_+	336	1.8e-26	1	129	34	165	0.752941176471
GT28.hmm	157	2583004518_1_1131_+	376	9.6e-40	2	143	188	335	0.898089171975
CE7.hmm	313	2583004527_1_966_+	321	1.1e-108	2	311	4	317	0.987220447284
GH105.hmm	332	2583004543_1_2406_+	801	1.1e-112	11	332	3	348	0.96686746988
GH28.hmm	325	2583004543_1_2406_+	801	5.7e-84	4	311	402	771	0.944615384615
