HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	2582803181_1_1104_+	367	2.6e-24	4	150	185	331	0.9125
GT4.hmm	160	2582803182_1_1074_+	357	4.6e-18	21	150	190	320	0.80625
GT4.hmm	160	2582803183_1_1197_+	398	1.6e-27	3	157	219	369	0.9625
GT2_Glycos_transf_2.hmm	170	2582803184_1_927_+	308	1.1e-28	1	136	7	141	0.794117647059
GT2_Glycos_transf_2.hmm	170	2582803307_1_966_+	321	6.8e-33	2	168	5	167	0.976470588235
CE14.hmm	124	2582803345_1_717_+	238	3.5e-22	1	124	6	111	0.991935483871
GT2_Glycos_transf_2.hmm	170	2582803482_1_852_+	283	2.5e-33	1	166	8	165	0.970588235294
GT2_Glycos_transf_2.hmm	170	2582803483_1_999_+	332	9.3e-35	1	166	8	164	0.970588235294
GT4.hmm	160	2582803484_1_1173_+	390	5.1e-17	5	159	190	360	0.9625
GT11.hmm	276	2582803485_1_867_+	288	1.2e-72	1	275	1	286	0.992753623188
GT14.hmm	250	2582803486_1_873_+	290	1.1e-55	2	245	4	254	0.972
GT2_Glycos_transf_2.hmm	170	2582803487_1_1008_+	335	9.6e-34	1	163	8	160	0.952941176471
GT2_Glycos_transf_2.hmm	170	2582803592_1_1161_+	386	2.7e-20	1	163	49	212	0.952941176471
GT2_Glycos_transf_2.hmm	170	2582803595_1_750_+	249	3.9e-17	3	168	10	170	0.970588235294
GT2_Glycos_transf_2.hmm	170	2582803646_1_1104_+	367	1.5e-25	1	166	41	207	0.970588235294
GH92.hmm	491	2582803795_1_2934_+	977	3.8e-169	4	486	237	716	0.9816700611
GT4.hmm	160	2582803904_1_1125_+	374	1.1e-38	5	157	194	343	0.95
GT4.hmm	160	2582803939_1_1215_+	404	2.8e-18	2	156	219	372	0.9625
GT4.hmm	160	2582803967_1_1152_+	383	1.1e-24	11	150	213	345	0.86875
GT2_Glycos_transf_2.hmm	170	2582803978_1_750_+	249	3.4e-30	1	149	6	147	0.870588235294
GT4.hmm	160	2582803994_1_1062_+	353	1e-18	10	153	184	320	0.89375
GT30.hmm	177	2582804022_1_1251_+	416	1.7e-38	11	176	48	209	0.932203389831
GT83.hmm	540	2582804025_1_1743_+	580	4.7e-86	6	492	5	505	0.9
GT22.hmm	389	2582804055_1_1527_+	508	2e-30	1	343	23	376	0.879177377892
GT2_Glycos_transf_2.hmm	170	2582804059_1_1143_+	380	8.3e-22	1	117	55	174	0.682352941176
GT9.hmm	225	2582804144_1_975_+	324	5.9e-40	3	222	63	306	0.973333333333
GH2.hmm	752	2582804159_1_2487_+	828	2.6e-101	26	545	19	714	0.690159574468
GH20.hmm	337	2582804162_1_2253_+	750	1.1e-128	8	335	141	488	0.970326409496
GH18.hmm	296	2582804163_1_1785_+	594	1.2e-46	3	292	71	393	0.976351351351
GT4.hmm	160	2582804193_1_1134_+	377	4.8e-31	10	155	197	343	0.90625
GT2_Glycos_transf_2.hmm	170	2582804293_1_729_+	242	1.4e-22	1	170	5	172	0.994117647059
GT4.hmm	160	2582804304_1_1173_+	390	1.5e-19	5	150	208	353	0.90625
CE11.hmm	271	2582804350_1_1419_+	472	5.8e-72	1	217	5	222	0.79704797048
CE10.hmm	341	2582804364_1_1269_+	422	8.3e-22	76	216	50	233	0.410557184751
GT4.hmm	160	2582804399_1_1161_+	386	2.4e-26	5	153	202	349	0.925
GH23.hmm	135	2582804485_1_1470_+	489	1.3e-23	2	121	122	257	0.881481481481
GT4.hmm	160	2582804512_1_1185_+	394	1.2e-23	8	157	207	359	0.93125
GT83.hmm	540	2582804523_1_1527_+	508	1.3e-60	9	386	31	436	0.698148148148
GT4.hmm	160	2582804532_1_1164_+	387	7.7e-33	15	156	188	333	0.88125
GT5.hmm	472	2582804547_1_831_+	276	8.3e-46	1	212	5	228	0.447033898305
GH73.hmm	128	2582804610_1_726_+	241	3.3e-33	5	128	45	171	0.9609375
GT4.hmm	160	2582804644_1_1098_+	365	1e-27	6	150	176	327	0.9
GT2_Glycos_transf_2.hmm	170	2582804645_1_762_+	253	1.7e-20	1	127	4	133	0.741176470588
CE1.hmm	227	2582804663_1_750_+	249	3.7e-17	1	197	18	210	0.863436123348
GT22.hmm	389	2582804821_1_1356_+	451	1e-47	20	353	2	343	0.856041131105
GT51.hmm	177	2582804823_1_744_+	247	5.7e-53	12	176	57	220	0.926553672316
