2583049000	GT14.hmm	1.3e-21	5	218	9	250		0.852
2583049003	CE4.hmm	0.0002	76	126	18	73		0.384615384615385
2583049029	GT4.hmm	4e-29	7	146	169	304		0.86875
2583049030	GT4.hmm	1.9e-30	9	141	172	302		0.825
2583049031	AA6.hmm	2.5e-64	25	195	51	220		0.871794871794872
2583049062	CE4.hmm	6.5e-21	20	126	41	151		0.815384615384615
2583049067	GT4.hmm	1.4e-11	29	157	252	372		0.8
2583049110	GH102.hmm	6.3e-43	50	157	169	276		0.681528662420382
2583049126	CE4.hmm	4.3e-15	16	127	67	189		0.853846153846154
2583049130	GT20.hmm	1.8e-52	13	186	2	164		0.364210526315789
2583049193	GT41.hmm	1.1e-84	124	516	138	666		0.556028368794326
2583049218	CE1.hmm	4.6e-09	24	211	28	210		0.823788546255507
2583049236	GT2.hmm	1.8e-11	2	114	22	137		0.666666666666667
2583049236	GT4.hmm	7.2e-11	8	139	522	649		0.81875
2583049250	CE10.hmm	6.2e-27	94	278	14	174		0.539589442815249
2583049273	AA3_2.hmm	6e-74	2	365	6	351		0.636842105263158
2583049365	GT4.hmm	7.2e-19	10	149	197	320		0.86875
2583049389	GT41.hmm	2.9e-55	90	303	216	487		0.302127659574468
2583049393	CE11.hmm	2.5e-54	1	163	22	186		0.597785977859779
2583049426	GH65.hmm	2.5e-135	1	368	308	687		0.986559139784946
2583049627	GH109.hmm	1.4e-10	1	122	12	120		0.96031746031746
2583049666	GH19.hmm	9.9e-24	54	157	76	208		0.445887445887446
2583049744	GT2.hmm	3.3e-26	3	167	13	176		0.976190476190476
2583049774	AA7.hmm	1.7e-17	7	230	37	271		0.486899563318777
2583049788	CE1.hmm	4.6e-07	73	158	60	179		0.374449339207048
2583049957	GH109.hmm	3.5e-11	3	122	6	114		0.944444444444444
2583049981	PL1.hmm	6e-09	35	199	63	236		0.811881188118812
2583049999	GT51.hmm	1.4e-64	3	176	102	278		0.977401129943503
2583050042	GT4.hmm	7.8e-09	15	144	179	308		0.80625
2583050043	GT2.hmm	2.3e-19	1	164	314	480		0.970238095238095
2583050043	GH99.hmm	3.4e-09	3	307	564	893		0.910179640718563
2583050055	CE4.hmm	1.8e-15	10	76	5	92		0.507692307692308
2583050108	GT4.hmm	1.9e-35	9	156	218	361		0.91875
2583050131	GT51.hmm	5e-61	2	177	47	222		0.988700564971751
2583050206	PL1.hmm	6.2e-07	36	128	66	159		0.455445544554455
2583050246	CE3.hmm	3.4e-06	50	142	91	186		0.474226804123711
2583050248	CE1.hmm	1.5e-09	16	143	31	172		0.559471365638767
