2582872575	CE10.hmm	1e-57	70	325	14	265		0.747800586510264
2582872588	GT4.hmm	9.6e-10	54	133	219	294		0.49375
2582872615	GH74.hmm	4.8e-05	42	116	155	223		0.317596566523605
2582872643	CBM2.hmm	2e-21	3	101	119	223		0.97029702970297
2582872651	GT2.hmm	3.1e-14	4	168	7	184		0.976190476190476
2582872677	GT2.hmm	1.9e-10	1	91	109	191		0.535714285714286
2582872706	CE14.hmm	4.7e-28	1	117	17	124		0.935483870967742
2582872708	CBM50.hmm	1.5e-05	1	19	117	135		0.45
2582872736	CE1.hmm	2.3e-08	27	209	31	249		0.801762114537445
2582872815	GT4.hmm	6.7e-36	11	159	268	416		0.925
2582872817	GH78.hmm	3.4e-08	154	307	52	202		0.303571428571429
2582872886	GT4.hmm	2.7e-31	6	155	196	344		0.93125
2582872887	GT4.hmm	1.7e-20	10	148	193	322		0.8625
2582872888	GT4.hmm	4.6e-32	8	157	199	347		0.93125
2582872926	CE10.hmm	6.2e-42	68	336	46	294		0.785923753665689
2582872930	GH38.hmm	5.4e-62	4	252	1	249		0.921933085501859
2582872975	CE14.hmm	4.8e-39	1	124	12	147		0.991935483870968
2582873153	CE1.hmm	6.4e-09	29	175	24	185		0.643171806167401
2582873177	CE1.hmm	4.6e-06	26	216	39	231		0.837004405286344
2582873192	GT4.hmm	1.6e-36	10	155	227	378		0.90625
2582873242	CE14.hmm	5.6e-28	1	117	32	139		0.935483870967742
2582873273	AA7.hmm	2.3e-11	44	191	44	189		0.320960698689956
2582873315	CE10.hmm	6.4e-25	83	316	142	358		0.683284457478006
2582873350	GT2.hmm	2.2e-10	3	165	40	197		0.964285714285714
2582873363	GT4.hmm	6.1e-20	7	153	155	289		0.9125
2582873428	CBM50.hmm	7.6e-06	1	19	140	159		0.45
2582873619	GT76.hmm	3.7e-21	48	225	49	229		0.434889434889435
2582873621	GT76.hmm	5.8e-17	48	225	14	194		0.434889434889435
2582873623	CE10.hmm	3.5e-79	51	335	33	302		0.832844574780059
2582873640	CE14.hmm	2.4e-20	50	124	2	81		0.596774193548387
2582873663	GT4.hmm	4.6e-33	6	159	206	357		0.95625
2582873735	GT2.hmm	3.5e-21	3	113	9	123		0.654761904761905
2582873749	GT2.hmm	2.2e-25	2	168	5	170		0.988095238095238
2582873857	GH1.hmm	4.2e-112	5	427	10	392		0.983682983682984
2582873925	CE8.hmm	1.8e-07	8	105	49	171		0.336805555555556
